"author","gender"
"Benedikt Herz","Male"
"Benito Arruñada","Male"
"Benjamin R. Handel","Male"
"Benjamin Leard","Male"
"Benjamin Scafidi","Male"
"Benjamin Scheick","Male"
"Benjamin Senauer","Male"
"Benjamin Cowan","Male"
"Benjamin J Keys","Male"
"Benjamin M. Miller","Male"
"Bennie Waller","?"
"Benny Moldovanu","Male"
"Bent Jesper Christensen","?"
"Bent E. Sorensen","?"
"Berk A. Sensoy","Male"
"Bernard Lee","Male"
"Bernard Anderson","Male"
"Bernardo Diaz de Astarloa","Male"
"Bev J. Eigen","Female"
"Biljana Nikolic","Female"
"Bing Han","?"
"Bjarne Astrup Jensen","Male"
"Bo Chen","?"
"Bob Rijkers","Male"
"Bonnie Meszaros","Female"
"Brad Case","Male"
"Bradley T. Heim","Male"
"Bradley Hardy","Male"
"Bram Thuysbaert","Male"
"Bram De Rock","Male"
"Brandon Chen","Male"
"Brandyn Holgate","Male"
"Brent Kreider","Male"
"Brent Gloy","Male"
"Brent Roberts","Male"
"Brent W. Ambrose","Male"
"Brent C Smith","Male"
"Brent A. Evans","Male"
"Brett Tobiansky","?"
"Brian Sloboda","Male"
"Brian Duncan","Male"
"Brian Kelleher Richter","Male"
"Brinda Viswanathan","Female"
"Bruce I. Carlin","Male"
"Bruce E. Landon","Male"
"Bruce E. Kaufman","Male"
"Bryan Roberts","Male"
"Calvin Schnure","Male"
"Carl Davidson","Male"
"Carl Wennerlind","Male"
"Carla Katz","Female"
"Carlo D’Ippoliti","Male"
"Carlo Bollino","Male"
"Carlos R. Lever","Male"
"Carlos Bozzoli","Male"
"Carlos de Aguiar Medeiros","Male"
"Carlos J. Asarta","Male"
"Carlos Viana de Carvalho","Male"
"Carlos Urrutia","Male"
"Carmelo Salleo","Male"
"Carmen Diana Deere","Female"
"Carmine Guerriero","Male"
"Carol Mansfield","Female"
"Carole Comerton-Forde","Female"
"Carolina Herrera","Female"
"Carolina Caetano","Female"
"Carolyn Wang","Female"
"Carolyn Heinrich","Female"
"Carrie Tuttle","Female"
"Casey Dougal","?"
"Casey Goodfriend Rothschild","?"
"Catalina Amuedo-Dorantes","Female"
"Catherine Rodriguez","Female"
"Catherine Lynde","Female"
"Cathy M. Zhang","Female"
"Cecilia Machado","Female"
"Celine Bonnet","Female"
"Cem A. Karayalcin","Male"
"Chang Hong","?"
"Chao Yue Tian","?"
"Chao Gu","?"
"Charlene Kalenkoski","Female"
"Charles R. Plott","Male"
"Charles Betsey","Male"
"Charles Phelps","Male"
"Charles Leung","Male"
"Charles M. Kahn","Male"
"Charles M. Nyce","Male"
"Charles P. Thomas","Male"
"Charlotta Evans","Female"
"Chen Wu","?"
"Cheng Hao","?"
"Cheryl Doss","Female"
"Cheryl Maranto","Female"
"Chiara Piovani","Female"
"Chris J. Muscarella","Male"
"Chris Jones","Male"
"Chris Udry","Male"
"Christa Hainz","Female"
"Christian E. Weller","Male"
"Christian Hellwig","Male"
"Christian Grisse","Male"
"Christian Weller","Male"
"Christian Almer","Male"
"Christian Traeger","Male"
"Christian Dreger","Male"
"Christian T. Lundblad","Male"
"Christian Redfearn","Male"
"Christina Peters","Female"
"Christina Håkanson","Female"
"Christine Crago","Female"
"Christine Farias","Female"
"Christoph Sebastian Rothe","Male"
"Christoph Böhringer","Male"
"Christophe Schinckus","Male"
"Christopher M. James","Male"
"Christopher K. Polk","Male"
"Christopher Clark","Male"
"Christopher Brown","Male"
"Christopher J. Boyce","Male"
"Christopher J. Malloy","Male"
"Christopher Ksoll","Male"
"Christopher Jeffords","Male"
"Christos N. Pitelis","Male"
"Christy Rogers","Female"
"Claire Crawford","Female"
"Clara Vega","Female"
"Claude Diebolt","?"
"Claudia Lambert","Female"
"Claudia Custodio","Female"
"Claudia Buch","Female"
"Claudio Raddatz","Male"
"Coen Teulings","Male"
"Colin G. DeYoung","Male"
"Colleen Donovan","Female"
"Collin Raymond","Male"
"Corina Rodríguez Enríquez","Female"
"Courtney Harold van Houtven","?"
"Craig Aubuchon","Male"
"Craig Gundersen","Male"
"Craig McIntosh","Male"
"Craig O. Brown","Male"
"Cruz Bueno","?"
"Cynthia Bansak","Female"
"Daisuke Ikeda","Male"
"Dale Belman","?"
"Damien de Walque","Male"
"Dan Mahoney","Male"
"Dan Waggoner","Male"
"Dan Benjamin","Male"
"Dan Christina Wang","Male"
"Dan Friedman","Male"
"Dan Aaronson","Male"
"Dana Gelb Safran","?"
"Daniel S. Hamermesh","Male"
"Daniel Suryadarma","Male"
"Daniel Samaan","Male"
"Daniel Kuester","Male"
"Daniel Lederman","Male"
"Daniel J. Seidmann","Male"
"Daniel Gbetnkom","Male"
"Daniel Barron","Male"
"Daniel Eben Keniston","Male"
"Daniel Schmidt","Male"
"Daniel McMillen","Male"
"Daniel J. Koys","Male"
"Daniel L. Thornton","Male"
"Daniel Zerfu","Male"
"Daniel Spulber","Male"
"Daniel Parent","Male"
"Daniel Baurer","Male"
"Daniel L Chen","Male"
"Daniel McFadden","Male"
"Daniel Patrick Murphy","Male"
"Daniel Edward Houser","Male"
"Daniel Saros","Male"
"Daniel Houser","Male"
"Daniel A. Dias","Male"
"Daniel Kreutzmann","Male"
"Daniel H. Weinberg","Male"
"Daniel Raff","Male"
"Daniel Rees","Male"
"Daniela Straka","Female"
"Daniela Rützler","Female"
"Daniele Daminelli","?"
"Daniele Condorelli","?"
"Danny Ben-Shahar","Male"
"Daphne Greenwood","Female"
"Darius P. Miller","Male"
"Darius Gaskin","Male"
"Darrick Hamilton","Male"
"Dat Thanh Nguyen","Male"
"David Gill","Male"
"David P. Brown","Male"
"David M. Kemme","Male"
"David A. Becher","Male"
"David M. Harrison","Male"
"David Chambers","Male"
"David Anthoff","Male"
"David A. Zalewski","Male"
"David Lobell","Male"
"David Finegold","Male"
"David De Angelis","Male"
"David Ross","Male"
"David Colander","Male"
"David A. Hirshleifer","Male"
"David C. Smith","Male"
"David Ling","Male"
"David Dean","Male"
"David Bravo","Male"
"David Cooper","Male"
"David Stapleton","Male"
"David A. Jaeger","Male"
"David C. Grabowski","Male"
"David Skeie","Male"
"David H. Downs","Male"
"David A. Lesmond","Male"
"David Wettstein","Male"
"David K Levine","Male"
"David R. Skeie","Male"
"David Zilberman","Male"
"David Hirshleifer","Male"
"David J. Molina","Male"
"David Rahman","Male"
"David A. Miller","Male"
"David Zetland","Male"
"David Lewin","Male"
"David Kaplan","Male"
"Dean Scrimgeour","Male"
"Dean Croushore","Male"
"Dean Judson","Male"
"Dean Sinkovic","Male"
"Debarshi Nandy","Male"
"Deborah M. Figart","Female"
"Debra L. Casey","Female"
"Deepak Rajagopal","Male"
"Deirdre McCloskey","Female"
"Deirdre Pfeiffer","Female"
"Denis Sosyura","Male"
"Deniz Baglan","?"
"Dennis Kuo","Male"
"Dennis Keane","Male"
"Denny Lie","?"
"Desmond Tsang","Male"
"Desmond Lo","Male"
"Devendra Canchi","Male"
"Diego Romero-Ávila","Male"
"Diego Garcia","Male"
"Dieter Gerdesmeier","Male"
"Dieter Hess","Male"
"Dietmar Fehr","Male"
"Dimitrios P. Tsomocos","Male"
"Dirk Wentzel","Male"
"Dirk Early","Male"
"Dirk Mateer","Male"
"Dirk Brounen","Male"
"Dmitri Blueschke","Male"
"Domenico Ferraro","Male"
"Dominick Salvatore","Male"
"Don M. Autore","Male"
"Dong Hong","?"
"Doug Norton","Male"
"Doug Smith","Male"
"Douglas J. Gotham","Male"
"Douglas Hanley","Male"
"Douglas A. McManus","Male"
"Douglas Downing","Male"
"Douglas Mahony","Male"
"Douglas Noonan","Male"
"Dwight Steward","Male"
"Edgar Olsen","Male"
"Edith S. Hotchkiss","Female"
"Eduardo A. Cavallo","Male"
"Eduardo Azevedo","Male"
"Eduardo M Azevedo","Male"
"Edward Zhong","Male"
"Edward Timmons","Male"
"Edward Nik-Khah","Male"
"Edward J. Vytlacil","Male"
"Edward Ghartey","Male"
"Edwin Goni-Pacchioni","Male"
"Efe A. Ok","?"
"Eileen Appelbaum","Female"
"Elaine McCrate","Female"
"Elena Panova","Female"
"Elena Irwin","Female"
"Elias Dinopoulos","Male"
"Elias Albagli","Male"
"Eliza Wu","Female"
"Elizabeth Concha","Female"
"Elizabeth Newcomb Sinha","Female"
"Elizabeth Peterson","Female"
"Elizabeth Asiedu","Female"
"Elizabeth Caucutt","Female"
"Ella Segev","Female"
"Ellen Ernst Kossek","Female"
"Ellen Meade","Female"
"Ellen McGrattan","Female"
"Ellen J. Dannin","Female"
"Ellen Mutari","Female"
"Ellyn Creasey","Female"
"Elvira Sojli","Female"
"Elvis Adjei","Male"
"Emilio Gutierrez Fernandez","Male"
"Emily Molena","Female"
"Emily Conover","Female"
"Emmanuel A. Abbe","Male"
"Emrah Sener","Male"
"Enrique Martinez-Garcia","Male"
"Enzo Cerletti","Male"
"Erdal Tekin","Male"
"Eric Monnet","Male"
"Eric Glen Weyl","Male"
"Eric Hake","Male"
"Eric de Bodt","Male"
"Eric R. Sims","Male"
"Eric R. Young","Male"
"Eric Rosenblatt","Male"
"Eric W. Bond","Male"
"Eric Girardin","Male"
"Eric Schneider","Male"
"Eric Tymoigne","Male"
"Erick Rangel","Male"
"Erik O. Sorensen","Male"
"Erik L. von Schedvin","Male"
"Erik Wengström","Male"
"Erik Devos","Male"
"Erik Olin Wright","Male"
"Erika McEntarfer","Female"
"Erin Yetter","Female"
"Erina Iwasaki","Female"
"Ernesto Aguayo","Male"
"Esther Jeffers","Female"
"Etienne Dupuy","?"
"Eugenia Correa","Female"
"Eva Pantaleoni","Female"
"Evelyn L. Forget","Female"
"Evert B. Vrugt","?"
"Evgenia Dechter","Female"
"Evgeny Lyandres","Male"
"Evi Kaplanis","Female"
"Evren Ors","Male"
"Fabien Prieur","Male"
"Fabio Maccheroni","Male"
"Fabio Moneta","Male"
"Fabrice Barthélémy","Male"
"Fan Zhai","?"
"Fan Yu","?"
"Fang Yao","?"
"Federico J. Diez","Male"
"Federico Giovanni","Male"
"Fei Li","?"
"Felix Meschke","Male"
"Feng Lu","?"
"Feng Zhang","?"
"Fernando Anjos","Male"
"Fidan Ana Kurtulus","?"
"Fikret Dulger","Male"
"Filippo Pavesi","Male"
"Finn R. Førsund","?"
"Firat Demir","Male"
"Flavia Corneli","Female"
"Flavio Toxvaerd","Male"
"Florian Ploeckl","Male"
"Florian Herold","Male"
"Fouad A. Moumen","Male"
"Francesca Molinari","Female"
"Francesco P Mongelli","Male"
"Francesco Nava","Male"
"Francesco P. Mongelli","Male"
"Francis A Longstaff","?"
"Francis Kemegue","?"
"Francois Fontaine","Male"
"Francoise Carre","?"
"Frank Slesnick","Male"
"Frank Jovanovic","Male"
"Frank M. Fossen","Male"
"Frank Thompson","Male"
"Frans A. de Roon","Male"
"Frederic B. Jennings, Jr","Male"
"Frederic Schweikhard","Male"
"Frederick T. Sparrow","Male"
"Frederick J. Eggers","Male"
"Frederick Chen","Male"
"Frederik P. Schlingemann","Male"
"Fredrik Sjoholm","Male"
"Fredrik Heyman","Male"
"Fredrik Sjöholm","Male"
"Fuad Hasanov","Male"
"Gabor Virag","Male"
"Gabriel Natividad","Male"
"Gail Blattenberger","Female"
"Gal Hochman","?"
"Gang (Nathan) Dong","Male"
"Gary Walton","Male"
"Gary D. Lynne","Male"
"Gary Burris","Male"
"Gary R. Skoog","Male"
"Gary Dymski","Male"
"Gary Charness","Male"
"Gary Dean Painter","Male"
"Gary A. Hoover","Male"
"Geert Dhondt","Male"
"Gennaro Bernile","Male"
"Geoffrey Schneider","Male"
"Geoffrey Fisher","Male"
"Geoffrey Joyce","Male"
"Geoffrey Booth","Male"
"Geoffrey A. Tate","Male"
"Geoffrey K. Turnbull","Male"
"Georg H. Strasser","Male"
"George Alter","Male"
"George M Zanjani","Male"
"George Lowenstein","Male"
"George Andrew Karolyi","Male"
"George F. Loewenstein","Male"
"George DeMartino","Male"
"George Panayotov","Male"
"Georgios Skoulakis","Male"
"Georgy Chabakauri","Male"
"Gerald A. Carlino","Male"
"Gerald Nelson","Male"
"Gerald Davis","Male"
"Geraldo Cerqueiro","Male"
"Gerard Farias","Male"
"Giacomo Rondina","Male"
"Giang Ho","?"
"Gianluca Marcato","Male"
"Gianmarco I.P. Ottaviano","Male"
"Gideon Ozik","Male"
"Gil Riella","Male"
"Gilbert Skillman","Male"
"Gillian K. Hadfield","Female"
"Ginette Eramo","Female"
"Giorgio Zanarone","Male"
"Giovanni Tira","Male"
"Giovanni Melina","Male"
"Giovanni Callegari","Male"
"Giulia Sestieri","Female"
"Giuseppe Dari-Mattiacci","Male"
"Giuseppe Lopomo","Male"
"Gjergji Cici","Male"
"Glenn Schepens","Male"
"Glenn Harrison","Male"
"Gonzalo Castex","Male"
"Goran Vukšić","Male"
"Gordon M. Bodnar","Male"
"Gordon Liu","Male"
"Gordon Hansen","Male"
"Gordon Lafer","Male"
"Graham Loomes","Male"
"Grant Jacobsen","?"
"Greg C. Wright","Male"
"Greg DeAngelo","Male"
"Gregorio Vidal","Male"
"Gregorio Caetano","Male"
"Gregory Pavlov","Male"
"Gregory F. Udell","Male"
"Gregory DeAngelo","Male"
"Gregory Elliehausen","Male"
"Gregory Price","Male"
"Greta Friedman-Sanchez","Female"
"Grigory Kosenok","Male"
"Grigory Vilkov","Male"
"Guido Porto","Male"
"Guillaume G. Rocheteau","Male"
"Guillermo Vuletin","Male"
"Guillermo L Ordonez","Male"
"Gunter Strobl","Male"
"Gunter Coenen","Male"
"Guru Sethupathy","Male"
"Gustavo Vargas Sánchez","Male"
"Gustavo A. Suarez","Male"
"Haim Bar","Male"
"Hal White","Male"
"Hal Salzman","Male"
"Hamid Mehran","Male"
"Hamid Hosseini","Male"
"Han N. Ozsoylev","?"
"Hannah Liepmann","Female"
"Hans Joachim Voth","Male"
"Hans Degryse","Male"
"Hans Aasnes Holter","Male"
"Harald Pfeifer","Male"
"Harel Gietheim","Male"
"Harold Cole","Male"
"Harold A. Vasquez-Ruiz","Male"
"Harrison G. Hong","Male"
"Harry Huizinga","Male"
"Harry Tsang","Male"
"Haydar Kurban","Male"
"Heather Stephens","Female"
"Heather Luea","Female"
"Helen Bollaert","Female"
"Helen LaVan","Female"
"Helen Guan","Female"
"Hema Swaminathan","?"
"Heng Ju","?"
"Henrik Van den Berg","Male"
"Henry O. Pollakowski","Male"
"Henry J. Munneke","Male"
"Henry R Hyatt","Male"
"Hideki Toya","Male"
"Hiroaki Kaido","Male"
"Hiroshi Kato","Male"
"Hiroshi Yoshikawa","Male"
"Hiroyuki ADACHI","Male"
"Holly Monti","Female"
"Homa Zarghamee","Female"
"Horacio Sapriza","Male"
"Howard Gospel","Male"
"Howard Stein","Male"
"Howard Cochran","Male"
"Hubert Gabrisch","Male"
"Humberto Moreira","Male"
"Ian Greer","Male"
"Ian Greenwood","Male"
"Ian Cooper","Male"
"Ian Savage","Male"
"Ian Partridge","Male"
"Ida Mirzaie","Female"
"Igor Popov","Male"
"Ilan Noy","Male"
"Ilana Boivie","Female"
"Ilia D. Dichev","?"
"Ilya A. Strebulaev","Male"
"Indu Khurana","Female"
"Ingrid M. Werner","Female"
"Ingrid Werner","Female"
"Ioan Voicu","Male"
"Ioanna Boulouta","Female"
"Irfan Nooruddin","Male"
"Isa Emin Hafalir","?"
"Isaac Kanyama","Male"
"Isabel Correia","Female"
"Isabel Vansteenkiste","Female"
"Isabelle Agier","Female"
"Istvan P. Szekely","Male"
"Itai Sher","?"
"Itay Saporta","Male"
"Itay Perah Fainmesser","Male"
"Iwan Azis","Male"
"Jack Fiorito","Male"
"Jacob Goeree","Male"
"Jacob Leshno","Male"
"Jacob Dov Leshno","Male"
"Jacqueline Morse","Female"
"Jacques Rojot","Male"
"Jae Eun Lee","?"
"Jake Carr","Male"
"Jakob Svensson","Male"
"Jakob Munch","Male"
"James Bruehler","Male"
"James R. Follain","Male"
"James Boyce","Male"
"James A Kahn","Male"
"James K. Galbraith","Male"
"James Mabli","Male"
"James Freeman","Male"
"James Vernoit","Male"
"James Andreoni","Male"
"James Campbell","Male"
"James Peoples","Male"
"James W. Dean","Male"
"James Felkerson","Male"
"James R. Spletzer","Male"
"James Ciecka","Male"
"James K. Self","Male"
"Jan Bena","?"
"Jan K. Brueckner","?"
"Jan in 't Veld","?"
"Jan Svejnar","?"
"Jan Libich","?"
"Jan Wrampelmeyer","?"
"Jane Lopus","Female"
"Janet Spitz","Female"
"Janice Fine","Female"
"Jared Woolstenhulme","Male"
"Jaren Seid","?"
"Jarrod Welch","Male"
"Jason Matthew DeBacker","Male"
"Jason Hartline","Male"
"Jason J. Allen","Male"
"Jason Sturgess","Male"
"Jason Lunn","Male"
"Jason Henderson","Male"
"Jason Pearcy","Male"
"Javed Ahmed","Male"
"Javier Baez","Male"
"Jay Shimshack","Male"
"Jay Bryson","Male"
"Jean Charles Rochet","?"
"Jean Ann Seago","?"
"Jean M Jacod","?"
"Jean-Christophe Vergnaud","Male"
"Jean-Jacques GABAS","Male"
"Jean-Jacques Rosa","Male"
"Jean-Luc Prigent","Male"
"Jean-Paul Azam","Male"
"Jeannette Wicks-Lim","Female"
"Jed L. Marcus","Male"
"Jeff Wheeler","Male"
"Jeffrey H. Keefe","Male"
"Jeffrey D. Kubik","Male"
"Jeffrey McCullough","Male"
"Jeffrey C Williams","Male"
"Jeffrey Rosenthal","Male"
"Jeffrey A. Busse","Male"
"Jeffrey D. Fisher","Male"
"Jennifer Pitzer","Female"
"Jennifer Twyman","Female"
"Jennifer C. Huang","Female"
"Jennifer Cohen","Female"
"Jennifer M. Mellor","Female"
"Jennifer P Poole","Female"
"Jennifer Imazeki","Female"
"Jennifer S. Conrad","Female"
"Jenny Aker","Female"
"Jenny Simon","Female"
"Jenny Ying","Female"
"Jens Prüfer","Male"
"Jens Henrik Eggert Christensen","Male"
"Jens Prufer","Male"
"Jere Behrman","?"
"Jeremy Perdue","Male"
"Jeremy Foltz","Male"
"Jeremy Skog","Male"
"Jeremy Thorton","Male"
"Jeremy Shapiro","Male"
"Jeremy K. Page","Male"
"Jerome Busemeyer","Male"
"Jesper Bagger","Male"
"Jesse Blocher","?"
"Jesse Ellis","?"
"Jessica Gordon Nembhard","Female"
"Ji Shen","?"
"Jia Yan","?"
"Jian Cai","?"
"Jian Chen","?"
"Jie Zhou","?"
"Jie Cai","?"
"Jie He","?"
"Jie Cao","?"
"Jie April Cai","?"
"Jill McCluskey","Female"
"Jim Carr","Male"
"Jin Hwa Jung","?"
"Jin Yu","?"
"Jin Zhang","?"
"Jing Wu","?"
"Jing Chen","?"
"Jing Zhao","?"
"Jing Zhou","?"
"Jingjing Zhang","?"
"Jo McBride","?"
"Jo Crotty","?"
"Joan M. Griffin","Female"
"Joanne Spetz","Female"
"Jodi N. Beggs","Female"
"Jodi Beggs","Female"
"Jody Hoff","?"
"Joe Calhoun","Male"
"Joe Hayes","Male"
"Joe Rose","Male"
"Joe Mason","Male"
"Joel Cutcher-Gershenfeld","Male"
"Joel Simmons","Male"
"Joerg Stoye","Male"
"Joerg Rocholl","Male"
"Johannes Voget","Male"
"Johannes Friedrich Schmieder","Male"
"Johannes Atle Skjeltorp","Male"
"John T. Harvey","Male"
"John Forth","Male"
"John R. Graham","Male"
"John William Hatfield","Male"
"John Hamman","Male"
"John Min","Male"
"John Bitzan","Male"
"John Duffy","Male"
"John R. Swinton","Male"
"John Powell","Male"
"John DeWitt","Male"
"John Armour","Male"
"John Muellbauer","Male"
"John B. Jones","Male"
"John Kagel","Male"
"John E. Parsons","Male"
"John Addison","Male"
"John Davis","Male"
"John Anyanwu","Male"
"John Fountain","Male"
"John Hall","Male"
"John L. Glascock","Male"
"John Berdell","Male"
"John S. Heywood","Male"
"John Michael Van Reenen","Male"
"John S. Earle","Male"
"John D. Roberts","Male"
"John McCarthy","Male"
"John Swinton","Male"
"John A Nyman","Male"
"John V. Duca","Male"
"John Marangos","Male"
"John T. Delaney","Male"
"John C. Weicher","Male"
"John Ifcher","Male"
"John F. Henry","Male"
"John W. Hatfield","Male"
"Johnny Sung","Male"
"Jon E. Anderson","Male"
"Jon D. Wisman","Male"
"Jon H. Fiva","Male"
"Jonas Vlachos","Male"
"Jonathan Hamberger","Male"
"Jonathan A. Schwabish","Male"
"Jonathan Rubin","Male"
"Jonathan H Wright","Male"
"Jonathan Lewis Weinstein","Male"
"Jonathan Lipow","Male"
"Jonathan Fox","Male"
"Joon Y Park","Male"
"Jordi Mondria","?"
"Jordi Brandts","?"
"Josef C. Brada","Male"
"Josef Zechner","Male"
"Joseph Song","Male"
"Joseph Guse","Male"
"Joseph T.L. Ooi","Male"
"Joseph J. Sabia","Male"
"Joseph Chang","Male"
"Joseph Engelberg","Male"
"Joseph Williams","Male"
"Joseph F. Quinn","Male"
"Joshua Sherman","Male"
"Joshua D. Rauh","Male"
"Joshua Elliott","Male"
"Joshua Price","Male"
"Joy Kiiru","Female"
"Juan Francisco Martinez","Male"
"Juan Carlos Escanciano","Male"
"Juan J. De la Cruz","Male"
"Judy Mulusa","Female"
"Juergen Jost","Male"
"Jules H. van Binsbergen","?"
"Julian Brach","Male"
"Julie Sadler","Female"
"Julie Chytilová","Female"
"Julie Smith","Female"
"Julien Hanoteau","Male"
"Juliet Elu","Female"
"Julio Videras","Male"
"Jun Ma","?"
"Jun Nie","?"
"Jun Xia","?"
"Jungmin Lee","?"
"Junji Xiao","Male"
"Justin Birru","Male"
"Jutta Guenther","Female"
"Kabir Malik","Male"
"Kaitlin Anitshin","Female"
"Kalle Rinne","?"
"Kanako Nishikawa","Female"
"Karen Mertens Horn","Female"
"Karen Nussbaum","Female"
"Karen S. Hamrick","Female"
"Karine Pellier","Female"
"Karine Nyborg","Female"
"Karl B. Diether","Male"
"Karl V. Lins","Male"
"Karl Schmedders","Male"
"Karsten R. Gerdrup","Male"
"Karuna Krishnaswamy","Female"
"Kasper F. Roszbach","Male"
"Katharina Muehlhoff","Female"
"Katharine A. Anderson","Female"
"Katherine O'Regan","Female"
"Katherine Smith","Female"
"Katherine Terrell","Female"
