firstname,total_male,total_female,prob_male,prob_female,total_names,male_75,female_75,male_95,female_95
"BASMA",0,5,0,1,5,0,1,0,1
"BATIA",0,5,0,1,5,0,1,0,1
"BAY",3,2,.6,.4,5,0,0,0,0
"BEANIE",1,2,.3333333,.6666667,3,0,0,0,0
"BELGICA",0,3,0,1,3,0,1,0,1
"BELMA",0,4,0,1,4,0,1,0,1
"BENEDICTA",0,5,0,1,5,0,1,0,1
"BENEDICTE",0,4,0,1,4,0,1,0,1
"BENN",5,0,1,0,5,1,0,1,0
"BENNET",3,0,1,0,3,1,0,1,0
"BENNI",3,0,1,0,3,1,0,1,0
"BENNO",4,0,1,0,4,1,0,1,0
"BERAT",3,1,.75,.25,4,0,0,0,0
"BEREL",2,0,1,0,2,1,0,1,0
"BERRIN",0,5,0,1,5,0,1,0,1
"BERTIN",4,0,1,0,4,1,0,1,0
"BEVAN",4,0,1,0,4,1,0,1,0
"BEYONCE",0,5,0,1,5,0,1,0,1
"BEYOND",3,0,1,0,3,1,0,1,0
"BIG",4,0,1,0,4,1,0,1,0
"BIJOU",0,4,0,1,4,0,1,0,1
"BIL",3,1,.75,.25,4,0,0,0,0
"BIM",4,0,1,0,4,1,0,1,0
"BINYOMIN",6,0,1,0,6,1,0,1,0
"BIREN",3,0,1,0,3,1,0,1,0
"BISHNU",4,0,1,0,4,1,0,1,0
"BISI",0,4,0,1,4,0,1,0,1
"BISMARK",4,0,1,0,4,1,0,1,0
"BIZ",3,2,.6,.4,5,0,0,0,0
"BIZZY",4,0,1,0,4,1,0,1,0
"BLEDI",2,0,1,0,2,1,0,1,0
"BOJANA",0,3,0,1,3,0,1,0,1
"BOND",2,1,.6666667,.3333333,3,0,0,0,0
"BOOM",1,2,.3333333,.6666667,3,0,0,0,0
"BORI",1,1,.5,.5,2,0,0,0,0
"BORISLAV",4,0,1,0,4,1,0,1,0
"BOUBACAR",5,0,1,0,5,1,0,1,0
"BOYCE",4,2,.6666667,.3333333,6,0,0,0,0
"BOYD",4,0,1,0,4,1,0,1,0
"BRANKA",0,4,0,1,4,0,1,0,1
"BRANNON",3,0,1,0,3,1,0,1,0
"BRAZIL",2,2,.5,.5,4,0,0,0,0
"BRENNEN",1,1,.5,.5,2,0,0,0,0
"BRINDA",0,2,0,1,2,0,1,0,1
"BRUNI",0,2,0,1,2,0,1,0,1
"BRYANNE",0,2,0,1,2,0,1,0,1
"BRYNA",0,2,0,1,2,0,1,0,1
"BUFFALO",5,1,.8333333,.1666667,6,1,0,0,0
"BURÃ‡IN",0,2,0,1,2,0,1,0,1
"CAI",1,3,.25,.75,4,0,0,0,0
"CALANDRA",0,6,0,1,6,0,1,0,1
"CALIN",2,1,.6666667,.3333333,3,0,0,0,0
"CALLA",0,2,0,1,2,0,1,0,1
"CALVERT",2,0,1,0,2,1,0,1,0
"CAMEO",1,3,.25,.75,4,0,0,0,0
"CAMILLIA",0,4,0,1,4,0,1,0,1
"CANDISE",0,3,0,1,3,0,1,0,1
"CANDRA",0,3,0,1,3,0,1,0,1
"CANNON",4,0,1,0,4,1,0,1,0
"CAR",1,2,.3333333,.6666667,3,0,0,0,0
"CARIBBEAN",4,1,.8,.2,5,1,0,0,0
"CARITO",0,3,0,1,3,0,1,0,1
"CARLOTA",0,4,0,1,4,0,1,0,1
"CARMENCITA",0,6,0,1,6,0,1,0,1
"CARMIN",1,2,.3333333,.6666667,3,0,0,0,0
"CARREN",1,3,.25,.75,4,0,0,0,0
"CASSEY",0,4,0,1,4,0,1,0,1
"CATHAL",5,0,1,0,5,1,0,1,0
"CATTY",0,2,0,1,2,0,1,0,1
"CAVIN",2,0,1,0,2,1,0,1,0
"CETIN",3,0,1,0,3,1,0,1,0
"CHADD",4,0,1,0,4,1,0,1,0
"CHANDRIKA",1,3,.25,.75,4,0,0,0,0
"CHANICE",0,6,0,1,6,0,1,0,1
"CHARLETTE",0,4,0,1,4,0,1,0,1
"CHARLI",1,1,.5,.5,2,0,0,0,0
"CHAYALA",0,4,0,1,4,0,1,0,1
"CHEIKH",4,0,1,0,4,1,0,1,0
"CHELY",0,5,0,1,5,0,1,0,1
"CHERYLL",0,3,0,1,3,0,1,0,1
"CHESLEY",3,0,1,0,3,1,0,1,0
"CHEVELLE",0,4,0,1,4,0,1,0,1
"CHICKIE",0,6,0,1,6,0,1,0,1
"CHIEN",3,2,.6,.4,5,0,0,0,0
"CHIKAKO",0,3,0,1,3,0,1,0,1
"CHISATO",0,5,0,1,5,0,1,0,1
"CHOWDHURY",4,0,1,0,4,1,0,1,0
"CHRISANN",0,4,0,1,4,0,1,0,1
"CHRISTYN",0,2,0,1,2,0,1,0,1
"CHUKWUMA",5,0,1,0,5,1,0,1,0
"CLAUDINA",0,6,0,1,6,0,1,0,1
"CLOÃ‹",0,4,0,1,4,0,1,0,1
"COACH",2,1,.6666667,.3333333,3,0,0,0,0
"COMPTON",5,0,1,0,5,1,0,1,0
"CONG",4,1,.8,.2,5,1,0,0,0
"CORAZON",0,5,0,1,5,0,1,0,1
"CORMAC",4,0,1,0,4,1,0,1,0
"COSMIN",4,0,1,0,4,1,0,1,0
"CRASH",3,1,.75,.25,4,0,0,0,0
"CREE",1,3,.25,.75,4,0,0,0,0
"CSABA",3,1,.75,.25,4,0,0,0,0
"CYNDY",0,2,0,1,2,0,1,0,1
"CYRILLE",3,0,1,0,3,1,0,1,0
"DALAL",0,3,0,1,3,0,1,0,1
"DALYA",0,4,0,1,4,0,1,0,1
"DAMARA",0,4,0,1,4,0,1,0,1
"DAMARY",0,5,0,1,5,0,1,0,1
"DAMEN",4,0,1,0,4,1,0,1,0
"DANG",4,1,.8,.2,5,1,0,0,0
"DANIELS",2,2,.5,.5,4,0,0,0,0
"DANIQUE",0,3,0,1,3,0,1,0,1
"DANKA",0,3,0,1,3,0,1,0,1
"DANO",4,0,1,0,4,1,0,1,0
"DARRAH",0,3,0,1,3,0,1,0,1
"DAVIA",0,2,0,1,2,0,1,0,1
"DAVIAN",4,1,.8,.2,5,1,0,0,0
"DAVINDER",1,1,.5,.5,2,0,0,0,0
"DAYSHA",0,5,0,1,5,0,1,0,1
"DECHEN",1,2,.3333333,.6666667,3,0,0,0,0
"DEJON",3,0,1,0,3,1,0,1,0
"DELFIN",3,0,1,0,3,1,0,1,0
"DELISA",0,3,0,1,3,0,1,0,1
"DELLON",3,0,1,0,3,1,0,1,0
"DEMAR",4,0,1,0,4,1,0,1,0
"DEMETRIO",4,0,1,0,4,1,0,1,0
"DENIECE",0,4,0,1,4,0,1,0,1
"DERIN",1,5,.1666667,.8333333,6,0,1,0,0
"DERRY",3,1,.75,.25,4,0,0,0,0
"DESHON",5,1,.8333333,.1666667,6,1,0,0,0
"DEVONTE",6,1,.8571429,.1428571,7,1,0,0,0
"DHIREN",6,0,1,0,6,1,0,1,0
"DICKIE",2,0,1,0,2,1,0,1,0
"DIETRICH",2,1,.6666667,.3333333,3,0,0,0,0
"DILAN",3,1,.75,.25,4,0,0,0,0
"DILARA",0,2,0,1,2,0,1,0,1
"DILIA",0,3,0,1,3,0,1,0,1
"DINORA",0,5,0,1,5,0,1,0,1
"DIPA",0,2,0,1,2,0,1,0,1
"DIYA",0,2,0,1,2,0,1,0,1
"DOE",3,2,.6,.4,5,0,0,0,0
"DOLCE",2,2,.5,.5,4,0,0,0,0
"DOLLAR",6,0,1,0,6,1,0,1,0
"DOMI",1,2,.3333333,.6666667,3,0,0,0,0
"DOMINICAN",2,3,.4,.6,5,0,0,0,0
"DONAVIN",6,0,1,0,6,1,0,1,0
"DORETTA",0,5,0,1,5,0,1,0,1
"DORIA",0,3,0,1,3,0,1,0,1
"DORIANNE",0,4,0,1,4,0,1,0,1
"DRAY",5,0,1,0,5,1,0,1,0
"DUJON",6,0,1,0,6,1,0,1,0
"DUN",4,0,1,0,4,1,0,1,0
"DUNG",3,1,.75,.25,4,0,0,0,0
"DUVAL",3,1,.75,.25,4,0,0,0,0
"DVIR",5,0,1,0,5,1,0,1,0
"DYMPHNA",0,3,0,1,3,0,1,0,1
"DYNASTY",0,3,0,1,3,0,1,0,1
"EAN",5,1,.8333333,.1666667,6,1,0,0,0
"EAST",2,0,1,0,2,1,0,1,0
"EDDA",0,4,0,1,4,0,1,0,1
"EDGE",7,0,1,0,7,1,0,1,0
"EDRIC",5,0,1,0,5,1,0,1,0
"EFI",3,0,1,0,3,1,0,1,0
"EFREM",4,0,1,0,4,1,0,1,0
"EGE",5,0,1,0,5,1,0,1,0
"EILENE",0,4,0,1,4,0,1,0,1
"EION",4,0,1,0,4,1,0,1,0
"EIRIK",2,0,1,0,2,1,0,1,0
"EJAZ",4,0,1,0,4,1,0,1,0
"EKREM",4,0,1,0,4,1,0,1,0
"ELEAZAR",3,0,1,0,3,1,0,1,0
"ELECTRA",0,4,0,1,4,0,1,0,1
"ELGIN",3,0,1,0,3,1,0,1,0
"ELIAN",2,1,.6666667,.3333333,3,0,0,0,0
"ELIHU",5,0,1,0,5,1,0,1,0
"ELMIRA",0,4,0,1,4,0,1,0,1
"ELROY",3,0,1,0,3,1,0,1,0
"ELVINA",0,2,0,1,2,0,1,0,1
"ELVIR",4,0,1,0,4,1,0,1,0
"ELYCE",0,4,0,1,4,0,1,0,1
"EMESE",0,3,0,1,3,0,1,0,1
"EMMITT",4,0,1,0,4,1,0,1,0
"EMON",3,1,.75,.25,4,0,0,0,0
"ENIKO",0,3,0,1,3,0,1,0,1
"ENILDA",0,5,0,1,5,0,1,0,1
"ENJOLI",0,7,0,1,7,0,1,0,1
"ENOS",4,0,1,0,4,1,0,1,0
"ERIDANIA",0,3,0,1,3,0,1,0,1
"ERROLL",2,0,1,0,2,1,0,1,0
"ES",2,0,1,0,2,1,0,1,0
"ESAU",3,0,1,0,3,1,0,1,0
"ESLAM",4,1,.8,.2,5,1,0,0,0
"ESMA",0,5,0,1,5,0,1,0,1
"ESOSA",3,1,.75,.25,4,0,0,0,0
"ETTIE",0,3,0,1,3,0,1,0,1
"EUNA",0,4,0,1,4,0,1,0,1
"EUNHYE",0,6,0,1,6,0,1,0,1
"EUNJOO",0,5,0,1,5,0,1,0,1
"EUSTACE",4,0,1,0,4,1,0,1,0
"EVANGELIST",3,4,.4285714,.5714286,7,0,0,0,0
"EXTRA",4,2,.6666667,.3333333,6,0,0,0,0
"EZGI",0,3,0,1,3,0,1,0,1
"FADIA",0,4,0,1,4,0,1,0,1
"FANTASIA",0,2,0,1,2,0,1,0,1
"FANY",0,5,0,1,5,0,1,0,1
"FARIBA",0,2,0,1,2,0,1,0,1
"FARJANA",0,3,0,1,3,0,1,0,1
"FARRELL",4,1,.8,.2,5,1,0,0,0
"FAWAD",3,0,1,0,3,1,0,1,0
"FAYTH",0,2,0,1,2,0,1,0,1
"FAZAL",6,0,1,0,6,1,0,1,0
"FELI",1,1,.5,.5,2,0,0,0,0
"FELISE",0,6,0,1,6,0,1,0,1
"FERGUS",5,0,1,0,5,1,0,1,0
"FIA",0,6,0,1,6,0,1,0,1
"FIL",3,0,1,0,3,1,0,1,0
"FILIPPA",0,3,0,1,3,0,1,0,1
"FIRAS",3,0,1,0,3,1,0,1,0
"FLAMUR",2,0,1,0,2,1,0,1,0
"FLASH",4,2,.6666667,.3333333,6,0,0,0,0
"FLAT",5,2,.7142857,.2857143,7,0,0,0,0
"FLORITA",0,4,0,1,4,0,1,0,1
"FOLA",1,1,.5,.5,2,0,0,0,0
"FOUZIA",0,3,0,1,3,0,1,0,1
"FREDI",2,1,.6666667,.3333333,3,0,0,0,0
"FROILAN",4,0,1,0,4,1,0,1,0
"GANNON",2,1,.6666667,.3333333,3,0,0,0,0
"GASPAR",6,0,1,0,6,1,0,1,0
"GAURANG",4,0,1,0,4,1,0,1,0
"GENELLE",0,5,0,1,5,0,1,0,1
"GENTI",5,0,1,0,5,1,0,1,0
"GENTIAN",3,0,1,0,3,1,0,1,0
"GEORGEANN",0,4,0,1,4,0,1,0,1
"GEOVANY",5,0,1,0,5,1,0,1,0
"GER",5,1,.8333333,.1666667,6,1,0,0,0
"GEROME",7,0,1,0,7,1,0,1,0
"GHAZI",4,0,1,0,4,1,0,1,0
"GIFT",1,2,.3333333,.6666667,3,0,0,0,0
"GILIAN",0,4,0,1,4,0,1,0,1
"GINELLE",0,2,0,1,2,0,1,0,1
"GINNETTE",0,2,0,1,2,0,1,0,1
"GIORGI",3,0,1,0,3,1,0,1,0
"GIORGOS",5,0,1,0,5,1,0,1,0
"GLASS",2,2,.5,.5,4,0,0,0,0
"GLENDALY",0,3,0,1,3,0,1,0,1
"GLENROY",6,0,1,0,6,1,0,1,0
"GLORI",0,5,0,1,5,0,1,0,1
"GMAN",4,0,1,0,4,1,0,1,0
"GONG",3,2,.6,.4,5,0,0,0,0
"GORDANA",0,6,0,1,6,0,1,0,1
"GOSHA",3,0,1,0,3,1,0,1,0
"GRACEANNE",0,6,0,1,6,0,1,0,1
"GRICEL",0,6,0,1,6,0,1,0,1
"GRIFFITH",2,1,.6666667,.3333333,3,0,0,0,0
"GRIGORY",3,0,1,0,3,1,0,1,0
"GRISSEL",0,4,0,1,4,0,1,0,1
"GRUPO",2,0,1,0,2,1,0,1,0
"GUANG",5,0,1,0,5,1,0,1,0
"GUERDA",0,7,0,1,7,0,1,0,1
"GUISEPPE",5,0,1,0,5,1,0,1,0
"GULCIN",0,2,0,1,2,0,1,0,1
"GUNTHER",5,0,1,0,5,1,0,1,0
"GUZMAN",2,2,.5,.5,4,0,0,0,0
"GWYNN",0,2,0,1,2,0,1,0,1
"GÃ–RKEM",5,0,1,0,5,1,0,1,0
"GÃœLAY",0,3,0,1,3,0,1,0,1
"HAIG",4,0,1,0,4,1,0,1,0
"HAIR",1,3,.25,.75,4,0,0,0,0
"HALF",2,1,.6666667,.3333333,3,0,0,0,0
"HAMPTON",5,0,1,0,5,1,0,1,0
"HANNES",2,0,1,0,2,1,0,1,0
"HARSHAD",3,0,1,0,3,1,0,1,0
"HART",3,1,.75,.25,4,0,0,0,0
"HASINA",0,5,0,1,5,0,1,0,1
"HAU",3,1,.75,.25,4,0,0,0,0
"HAYNES",2,1,.6666667,.3333333,3,0,0,0,0
"HEMALI",0,3,0,1,3,0,1,0,1
"HENDERSON",3,0,1,0,3,1,0,1,0
"HENRIETTE",0,2,0,1,2,0,1,0,1
"HERMINE",0,3,0,1,3,0,1,0,1
"HILARIE",0,2,0,1,2,0,1,0,1
"HIN",6,0,1,0,6,1,0,1,0
"HIND",0,3,0,1,3,0,1,0,1
"HOLLYWOOD",5,0,1,0,5,1,0,1,0
"HOOMAN",3,0,1,0,3,1,0,1,0
"HOON",4,2,.6666667,.3333333,6,0,0,0,0
"HORATIO",5,0,1,0,5,1,0,1,0
"HORST",5,0,1,0,5,1,0,1,0
"HWANG",4,0,1,0,4,1,0,1,0
"HYMIE",7,0,1,0,7,1,0,1,0
"HYOJIN",0,5,0,1,5,0,1,0,1
"HYUNJUNG",0,2,0,1,2,0,1,0,1
"IFEANYI",4,0,1,0,4,1,0,1,0
"INDERJIT",2,1,.6666667,.3333333,3,0,0,0,0
"INDU",0,5,0,1,5,0,1,0,1
"INTI",1,1,.5,.5,2,0,0,0,0
"IONE",0,3,0,1,3,0,1,0,1
"IRAKLI",4,0,1,0,4,1,0,1,0
"IRINI",0,2,0,1,2,0,1,0,1
"IRON",4,1,.8,.2,5,1,0,0,0
"ISABELL",0,2,0,1,2,0,1,0,1
"ISAI",3,0,1,0,3,1,0,1,0
"ISATU",0,4,0,1,4,0,1,0,1
"ISSAM",2,0,1,0,2,1,0,1,0
"ITZEL",0,3,0,1,3,0,1,0,1
"ITZHAK",4,0,1,0,4,1,0,1,0
"IVANIA",0,4,0,1,4,0,1,0,1
"IVEY",0,2,0,1,2,0,1,0,1
"JACLYNN",0,3,0,1,3,0,1,0,1
"JACOBO",3,1,.75,.25,4,0,0,0,0
"JACQULYN",0,4,0,1,4,0,1,0,1
"JAGDEEP",4,0,1,0,4,1,0,1,0
"JAHAYRA",0,5,0,1,5,0,1,0,1
"JAHMAR",4,0,1,0,4,1,0,1,0
"JAIDA",0,3,0,1,3,0,1,0,1
"JAIDEEP",2,0,1,0,2,1,0,1,0
"JAKI",1,3,.25,.75,4,0,0,0,0
"JAMALL",4,0,1,0,4,1,0,1,0
"JAMIELEE",0,5,0,1,5,0,1,0,1
"JANAK",4,0,1,0,4,1,0,1,0
"JANKI",0,2,0,1,2,0,1,0,1
"JANNATUL",0,2,0,1,2,0,1,0,1
"JANNETH",0,3,0,1,3,0,1,0,1
"JANUS",3,1,.75,.25,4,0,0,0,0
"JANY",0,7,0,1,7,0,1,0,1
"JAREN",3,1,.75,.25,4,0,0,0,0
"JARREL",2,0,1,0,2,1,0,1,0
"JARRELL",4,0,1,0,4,1,0,1,0
"JASMYNE",0,3,0,1,3,0,1,0,1
"JAYCEE",3,2,.6,.4,5,0,0,0,0
"JAYMES",4,1,.8,.2,5,1,0,0,0
"JAYQUAN",6,0,1,0,6,1,0,1,0
"JEAN-CHRISTOPHE",4,0,1,0,4,1,0,1,0
"JEAN-PHILIPPE",4,0,1,0,4,1,0,1,0
"JEFERSON",5,0,1,0,5,1,0,1,0
"JEFFY",6,0,1,0,6,1,0,1,0
"JELISA",0,2,0,1,2,0,1,0,1
"JENAI",1,2,.3333333,.6666667,3,0,0,0,0
"JENAY",0,5,0,1,5,0,1,0,1
"JENCY",0,4,0,1,4,0,1,0,1
"JENDAYI",0,4,0,1,4,0,1,0,1
"JERARD",7,0,1,0,7,1,0,1,0
"JEREMI",5,0,1,0,5,1,0,1,0
"JERICO",5,0,1,0,5,1,0,1,0
"JERIN",4,1,.8,.2,5,1,0,0,0
"JEROD",2,0,1,0,2,1,0,1,0
"JEROEN",4,0,1,0,4,1,0,1,0
"JERONIMO",4,0,1,0,4,1,0,1,0
"JERRICA",0,3,0,1,3,0,1,0,1
"JETT",4,0,1,0,4,1,0,1,0
"JEY",4,2,.6666667,.3333333,6,0,0,0,0
"JHOANA",0,2,0,1,2,0,1,0,1
"JHOANNA",0,5,0,1,5,0,1,0,1
"JIBIN",4,0,1,0,4,1,0,1,0
"JIGME",3,1,.75,.25,4,0,0,0,0
"JIJI",0,3,0,1,3,0,1,0,1
"JIL",0,4,0,1,4,0,1,0,1
"JINAH",0,5,0,1,5,0,1,0,1
"JINU",1,1,.5,.5,2,0,0,0,0
"JINX",1,3,.25,.75,4,0,0,0,0
"JISUN",0,5,0,1,5,0,1,0,1
"JIYOON",0,5,0,1,5,0,1,0,1
"JIYUN",0,3,0,1,3,0,1,0,1
"JODIANN",0,4,0,1,4,0,1,0,1
"JOELL",2,3,.4,.6,5,0,0,0,0
"JOESPH",3,0,1,0,3,1,0,1,0
"JOHANNAH",0,2,0,1,2,0,1,0,1
"JOHNA",1,3,.25,.75,4,0,0,0,0
"JOLIN",0,5,0,1,5,0,1,0,1
"JORDANNA",0,3,0,1,3,0,1,0,1
"JORI",0,2,0,1,2,0,1,0,1
"JOSANNE",0,5,0,1,5,0,1,0,1
"JOSELINE",0,4,0,1,4,0,1,0,1
"JOSIAS",5,1,.8333333,.1666667,6,1,0,0,0
"JOVEN",5,0,1,0,5,1,0,1,0
"JOVY",1,2,.3333333,.6666667,3,0,0,0,0
"JUBIN",3,1,.75,.25,4,0,0,0,0
"JUEL",2,2,.5,.5,4,0,0,0,0
"JULENE",0,6,0,1,6,0,1,0,1
"JULZ",1,3,.25,.75,4,0,0,0,0
"JUNI",2,2,.5,.5,4,0,0,0,0
"JUNJI",3,0,1,0,3,1,0,1,0
"JUS",3,1,.75,.25,4,0,0,0,0
"JUTTA",0,4,0,1,4,0,1,0,1
"JUYOUNG",0,4,0,1,4,0,1,0,1
"JW",2,0,1,0,2,1,0,1,0
"KADRI",4,0,1,0,4,1,0,1,0
"KAILIN",0,3,0,1,3,0,1,0,1
"KAILYN",0,5,0,1,5,0,1,0,1
"KALEIGH",0,3,0,1,3,0,1,0,1
"KALEY",0,2,0,1,2,0,1,0,1
"KAMEN",6,0,1,0,6,1,0,1,0
"KARENE",0,4,0,1,4,0,1,0,1
"KARLEEN",0,2,0,1,2,0,1,0,1
"KARRI",0,4,0,1,4,0,1,0,1
"KARRIEM",5,0,1,0,5,1,0,1,0
"KARUNA",0,5,0,1,5,0,1,0,1
"KAS",3,1,.75,.25,4,0,0,0,0
"KATINKA",0,4,0,1,4,0,1,0,1
"KATRENA",0,5,0,1,5,0,1,0,1
"KATT",0,3,0,1,3,0,1,0,1
"KAVEH",4,0,1,0,4,1,0,1,0
"KAYVON",3,0,1,0,3,1,0,1,0
"KEA",0,2,0,1,2,0,1,0,1
"KEAN",2,0,1,0,2,1,0,1,0
"KEANA",0,3,0,1,3,0,1,0,1
"KEISUKE",5,0,1,0,5,1,0,1,0
"KELISHA",0,5,0,1,5,0,1,0,1
"KELLE",0,4,0,1,4,0,1,0,1
"KELSY",0,3,0,1,3,0,1,0,1
"KENESHIA",0,3,0,1,3,0,1,0,1
"KENI",4,0,1,0,4,1,0,1,0
"KENNEY",5,0,1,0,5,1,0,1,0
"KENNIS",2,1,.6666667,.3333333,3,0,0,0,0
"KENSON",5,0,1,0,5,1,0,1,0
"KENZA",0,3,0,1,3,0,1,0,1
"KERI-ANN",0,4,0,1,4,0,1,0,1
"KEVAUGHN",4,0,1,0,4,1,0,1,0
"KHALEEL",6,0,1,0,6,1,0,1,0
"KHALIDA",0,5,0,1,5,0,1,0,1
"KHALIFA",4,2,.6666667,.3333333,6,0,0,0,0
"KHUSHBU",0,2,0,1,2,0,1,0,1
"KIANNA",0,5,0,1,5,0,1,0,1
"KIEREN",1,2,.3333333,.6666667,3,0,0,0,0
"KIERRA",0,7,0,1,7,0,1,0,1
"KILLA",3,0,1,0,3,1,0,1,0
"KIMORA",1,2,.3333333,.6666667,3,0,0,0,0
"KINJAL",0,2,0,1,2,0,1,0,1
"KINO",3,0,1,0,3,1,0,1,0
"KINSEY",2,2,.5,.5,4,0,0,0,0
"KITT",1,3,.25,.75,4,0,0,0,0
"KIYOSHI",4,1,.8,.2,5,1,0,0,0
"KLEIN",3,0,1,0,3,1,0,1,0
"KOBIE",3,0,1,0,3,1,0,1,0
"KOICHI",4,0,1,0,4,1,0,1,0
"KOKI",3,1,.75,.25,4,0,0,0,0
"KORA",0,3,0,1,3,0,1,0,1
"KORIE",3,1,.75,.25,4,0,0,0,0
"KOSUKE",7,0,1,0,7,1,0,1,0
"KOTARO",6,0,1,0,6,1,0,1,0
"KRISHAN",4,0,1,0,4,1,0,1,0
"KRISS",2,3,.4,.6,5,0,0,0,0
"KRISSA",0,3,0,1,3,0,1,0,1
"KRISTOF",6,0,1,0,6,1,0,1,0
"KUBILAY",5,1,.8333333,.1666667,6,1,0,0,0
"KUI",2,1,.6666667,.3333333,3,0,0,0,0
"KUNI",1,4,.2,.8,5,0,1,0,0
"KYNDRA",0,2,0,1,2,0,1,0,1
"LACIE",0,2,0,1,2,0,1,0,1
"LAIRD",3,0,1,0,3,1,0,1,0
"LAKE",2,1,.6666667,.3333333,3,0,0,0,0
"LAMISHA",0,4,0,1,4,0,1,0,1
"LARIZA",0,6,0,1,6,0,1,0,1
"LASHAY",0,4,0,1,4,0,1,0,1
"LAST",1,2,.3333333,.6666667,3,0,0,0,0
"LATEESHA",0,4,0,1,4,0,1,0,1
"LAUREE",0,5,0,1,5,0,1,0,1
"LAURENE",0,2,0,1,2,0,1,0,1
"LAURITA",0,2,0,1,2,0,1,0,1
"LAVELL",3,0,1,0,3,1,0,1,0
"LAWSON",3,0,1,0,3,1,0,1,0
"LAZ",3,0,1,0,3,1,0,1,0
"LEAR",0,2,0,1,2,0,1,0,1
"LECIA",0,2,0,1,2,0,1,0,1
"LEFTERIS",4,0,1,0,4,1,0,1,0
"LEIGHANNE",0,6,0,1,6,0,1,0,1
"LEJLA",0,4,0,1,4,0,1,0,1
"LENOX",4,1,.8,.2,5,1,0,0,0
"LENY",0,2,0,1,2,0,1,0,1
"LEONE",0,4,0,1,4,0,1,0,1
"LESLEE",0,5,0,1,5,0,1,0,1
"LEUNG",1,1,.5,.5,2,0,0,0,0
"LEYDA",0,2,0,1,2,0,1,0,1
"LIBBIE",0,2,0,1,2,0,1,0,1
"LIE",1,2,.3333333,.6666667,3,0,0,0,0
"LIESEL",0,2,0,1,2,0,1,0,1
"LINLIN",0,4,0,1,4,0,1,0,1
"LIO",3,2,.6,.4,5,0,0,0,0
"LIPA",4,0,1,0,4,1,0,1,0
"LISSIE",0,2,0,1,2,0,1,0,1
"LIZZA",0,3,0,1,3,0,1,0,1
"LLEWELLYN",3,0,1,0,3,1,0,1,0
"LOAN",0,2,0,1,2,0,1,0,1
"LOLI",0,4,0,1,4,0,1,0,1
"LORIS",4,3,.5714286,.4285714,7,0,0,0,0
"LOSO",4,0,1,0,4,1,0,1,0
"LOVETTE",0,4,0,1,4,0,1,0,1
"LOW",3,1,.75,.25,4,0,0,0,0
"LUCREZIA",0,4,0,1,4,0,1,0,1
"LUMI",1,4,.2,.8,5,0,1,0,0
"LYMARI",0,3,0,1,3,0,1,0,1
"LYON",3,0,1,0,3,1,0,1,0
"LYRA",0,4,0,1,4,0,1,0,1
"MACKIE",2,1,.6666667,.3333333,3,0,0,0,0
"MADALINE",0,4,0,1,4,0,1,0,1
"MAG",2,1,.6666667,.3333333,3,0,0,0,0
"MAHBUBUR",4,0,1,0,4,1,0,1,0
"MAHSHID",0,2,0,1,2,0,1,0,1
"MAHWISH",0,3,0,1,3,0,1,0,1
"MALCOM",4,0,1,0,4,1,0,1,0
"MAME",1,3,.25,.75,4,0,0,0,0
"MANMEET",2,2,.5,.5,4,0,0,0,0
"MANN",5,0,1,0,5,1,0,1,0
"MANNIE",3,1,.75,.25,4,0,0,0,0
"MANO",2,0,1,0,2,1,0,1,0
"MANOLIS",4,0,1,0,4,1,0,1,0
"MANOUCHKA",0,4,0,1,4,0,1,0,1
"MARCK",5,0,1,0,5,1,0,1,0
"MARG",1,4,.2,.8,5,0,1,0,0
"MARIALISA",0,2,0,1,2,0,1,0,1
"MARIE-CLAIRE",0,3,0,1,3,0,1,0,1
"MARILEE",0,6,0,1,6,0,1,0,1
"MARISE",0,3,0,1,3,0,1,0,1
"MARITES",0,4,0,1,4,0,1,0,1
"MARIZA",0,4,0,1,4,0,1,0,1
"MARJ",0,5,0,1,5,0,1,0,1
"MARLIE",0,4,0,1,4,0,1,0,1
"MARY-JO",0,3,0,1,3,0,1,0,1
"MARYLEE",0,5,0,1,5,0,1,0,1
"MARYSIA",0,3,0,1,3,0,1,0,1
"MARZIA",0,4,0,1,4,0,1,0,1
"MASAMI",2,2,.5,.5,4,0,0,0,0
"MASAYO",0,2,0,1,2,0,1,0,1
"MATHEUS",3,0,1,0,3,1,0,1,0
"MAULIK",4,0,1,0,4,1,0,1,0
"MAURICIA",0,3,0,1,3,0,1,0,1
"MAXIMUM",5,0,1,0,5,1,0,1,0
"MAYNOR",5,0,1,0,5,1,0,1,0
"MAYOWA",4,0,1,0,4,1,0,1,0
"MAYYA",0,4,0,1,4,0,1,0,1
"MAZ",4,1,.8,.2,5,1,0,0,0
"MCKINLEY",4,0,1,0,4,1,0,1,0
"MEA",2,2,.5,.5,4,0,0,0,0
"MEDHAT",3,0,1,0,3,1,0,1,0
"MEGGY",0,5,0,1,5,0,1,0,1
"MEHRDAD",3,0,1,0,3,1,0,1,0
"MELEK",1,2,.3333333,.6666667,3,0,0,0,0
"MELENA",0,3,0,1,3,0,1,0,1
"MELIKA",0,5,0,1,5,0,1,0,1
"MENTOR",4,0,1,0,4,1,0,1,0
"MERARI",2,3,.4,.6,5,0,0,0,0
"MERCER",2,0,1,0,2,1,0,1,0
"MERVYN",6,0,1,0,6,1,0,1,0
