"author","gender"
"Andrei Yakovlev","Male"
"Andrej Svorenčík","Male"
"Andrew Messali","Male"
"Andrew Spieler","Male"
"Andrew M. Yuengert","Male"
"Andrew Karolyi","Male"
"Andrew Cumbers","Male"
"Andrew Zeitlin","Male"
"Andrew Kleit","Male"
"Andrew Weaver","Male"
"Andrew McCallum","Male"
"Andrew Berg","Male"
"Andrew J. Cassey","Male"
"Andrew Detzel","Male"
"Andrew Whitten","Male"
"Andrew Hanson","Male"
"Andrew Shaver","Male"
"Andrew Balthrop","Male"
"Andrey Pavlov","Male"
"Andriy Shkilko","Male"
"Andy Fodor","Male"
"Andy Keeler","Male"
"Angelica Meinhofer","Female"
"Angelo Ranaldo","Male"
"Anh Tran","?"
"Anica Kramer","Female"
"Anirban Ghosh","Male"
"Anja Tolonen","Female"
"Ankita Patnaik","Female"
"Ankur Patel","Male"
"Ann Mari May","Female"
"Ann Harrison","Female"
"Ann E. Davis","Female"
"Anna Dreber Almenberg","Female"
"Anna Birkenbach","Female"
"Anna Raute","Female"
"Anna Klimina","Female"
"Anna Salomons","Female"
"Anna Gumpert","Female"
"Anna Mayda","Female"
"Anna Sandberg","Female"
"Anna Saave","Female"
"Annalisa Ferrando","Female"
"Anne Kaduk","Female"
"Anne Meng","Female"
"Anne Boring","Female"
"Anne Laferrere","Female"
"Annette Bernhardt","Female"
"Annette Alstadsæter","Female"
"Anthony J. Underwood","Male"
"Anthony Heyes","Male"
"Anthony Murphy","Male"
"Anthony Bonen","Male"
"Anthony Pennington-Cross","Male"
"Anthony DeFusco","Male"
"Antoine Dechezleprêtre","Male"
"Anton Oleinik","Male"
"Antonio M. Bento","Male"
"Antony Millner","Male"
"Anup Agrawal","Male"
"Anupam Das","Male"
"Anupama Uppal","?"
"Anwar Shaikh","Male"
"Anya Samek","Female"
"Anya Kleymenova","Female"
"April Yanyuan Wu","Female"
"Araceli Castaneda","Female"
"Ari B. Friedman","?"
"Ariane Szafarz","Female"
"Ariel Ortiz-Bobea","?"
"Ariel Kalil","?"
"Ariel Dinar","?"
"Arno Van Der Vlist","Male"
"Arpita Chatterjee","Female"
"Arthur van Benthem","Male"
"Arthur Schram","Male"
"Arthur Lewbel","Male"
"Arthur Acolin","Male"
"Arthur Blouin","Male"
"Artyom Shneyerov","Male"
"Arun Chandrasekhar","Male"
"Asako Moriya","Female"
"Ashok Kumar Chapagain","Male"
"Assaf Sarid","Male"
"Atif Ellahie","Male"
"Attila Lindner","?"
"Atul Gupta","Male"
"Aurelie Charles","Female"
"Austin S. Jennings","Male"
"Avis Devine","?"
"Axel Ockenfels","Male"
"Axelle Ferriere","Female"
"Aytekin Ertan","Male"
"Balazs Murakozy","Male"
"Balazs Egert","Male"
"Balazs Reizer","Male"
"Barbara Bliss","Female"
"Barbara Pertold-Gebicka","Female"
"Barry Z Cynamon","Male"
"Barry Hirsch","Male"
"Barton Hamilton","Male"
"Bas Jacobs","Male"
"Beatrice Cherrier","Female"
"Beatrice Pataracchia","Female"
"Becky Pettit","Female"
"Behzad Nouri","Male"
"Ben Hyman","Male"
"Ben Tomlin","Male"
"Ben Munyan","Male"
"Ben Greiner","Male"
"Ben O. Smith","Male"
"Ben MacLean Sand","Male"
"Ben Lockwood","Male"
"Benedetto Molinari","Male"
"Benjamin M. Marx","Male"
"Benjamin Cerf Harris","Male"
"Benjamin Keen","Male"
"Benjamin W. Pugsley","Male"
"Benjamin S. Smith","Male"
"Benjamin Williams","Male"
"Benjamin Leard","Male"
"Benjamin Southgate","Male"
"Benjamin Villena","Male"
"Bennie D. Waller","?"
"Bentley MacLeod","Male"
"Bernd Schlusche","Male"
"Bernhard Ganglmair","Male"
"Bilge Erten","?"
"Biljana Nikolic","Female"
"Bin Wei","?"
"Bjoern Jahnke","Male"
"Blake Barton","?"
"Blanca Lemus","Female"
"Bo Liu","?"
"Bob Williams","Male"
"Boris van Leeuwen","Male"
"Brad Humphreys","Male"
"Bradley Minaker","Male"
"Bradley Hardy","Male"
"Brennan Mange","?"
"Brent Evans","Male"
"Brent Sohngen","Male"
"Brian McManus","Male"
"Brian P. McCall","Male"
"Brian Duncan","Male"
"Brittany M. Harder","Female"
"Brooks Pierce","?"
"Bruno Ferman","Male"
"Bryn Whitmire","?"
"Burhan Kuruscu","Male"
"Cameron J. Johnson","?"
"Campbell Harvey","?"
"Carl Magnus Bjuggren","Male"
"Carla Soares","Female"
"Carles Boix","?"
"Carles Vergara-Alert","?"
"Carlo D’Ippoliti","Male"
"Carlo Andrea Bollino","Male"
"Carlo Prato","Male"
"Carlo Altomonte","Male"
"Carlo sommavilla","Male"
"Carlos Carrillo-Tudela","Male"
"Carlos Noton","Male"
"Carlos Seiglie","Male"
"Carlos Díaz","Male"
"Carlos Valcarcel","Male"
"Carlos J. Asarta","Male"
"Carly Urban","Female"
"Carmen Rosa Marull Maita","Female"
"Carol Bresnahan","Female"
"Carole Brunet","Female"
"Carolina Osorio","Female"
"Carolina Caetano","Female"
"Caroline Fohlin","Female"
"Carrie Colla","Female"
"Cary Deck","?"
"Casey Wichman","?"
"Catalina Amuedo-Dorantes","Female"
"Caterina Calsamiglia","Female"
"Catherine Eckel","Female"
"Catherine Herfeld","Female"
"Catherine Buffington","Female"
"Catherine Massey","Female"
"Catia Batista","?"
"Cecilia McInnis-Bowers","Female"
"Cecilia Dassatti Camors","Female"
"Chadwick C. Curtis","Male"
"Chao Gu","?"
"Charan Singh","Male"
"Charles Varner","Male"
"Charles Clarke","Male"
"Charles Hokayem","Male"
"Charles Towe","Male"
"Charles Regnacq","Male"
"Charles Noussair","Male"
"Charles J. Whalen","Male"
"Charles F. Mason","Male"
"Charles Baum","Male"
"Charlie Eaton","Male"
"Chen Zhu","?"
"Chen Zhen","?"
"Chengwei Wang","Male"
"Cheryl A. Grim","Female"
"Chiara Scotti","Female"
"Chloe Le Coq","Female"
"Chong Kee Yip","Male"
"Chong Huang","Male"
"Chris Ody","Male"
"Chris Papageorgiu","Male"
"Chris Benner","Male"
"Chris Wignall","Male"
"Christian Nsiah","Male"
"Christian Laux","Male"
"Christian Henn","Male"
"Christian Rauch","Male"
"Christian Dreger","Male"
"Christian Cordes","Male"
"Christian Wagner","Male"
"Christian Traeger","Male"
"Christiana Stoddard","Female"
"Christiane Schroeter","Female"
"Christina Peters","Female"
"Christina DePasquale","Female"
"Christina Jones","Female"
"Christine Eibner","Female"
"Christine Poulos","Female"
"Christine Exley","Female"
"Christoph Carl Basten","Male"
"Christoph Rothe","Male"
"Christophe Rault","Male"
"Christophe Spaenjers","Male"
"Christopher Walters","Male"
"Christopher Parsons","Male"
"Christopher Biolsi","Male"
"Christopher Bollinger","Male"
"Christopher Whaley","Male"
"Christopher A. Hartwell","Male"
"Christopher A. Powers","Male"
"Christopher Young","Male"
"Christopher A. Neilson","Male"
"Christopher Harris","Male"
"Christopher Hennessy","Male"
"Christopher Khawand","Male"
"Chuan Yang Hwang","Male"
"Chuck C.Y. Kwok","Male"
"Chun Chang","?"
"Chun Kuang","?"
"Clair Smith","?"
"Claire Lebarz","Female"
"Clara Vega","Female"
"Clare Leaver","Female"
"Claudia M. Buch","Female"
"Claudius Gräbner","Male"
"Claus Thustrup Kreiner","Male"
"Colin F. Camerer","Male"
"Colin Prentice","Male"
"Colleen Manchester","Female"
"Colton Burns","Male"
"Cong Wang","?"
"Constantine Grivoyannis","Male"
"Constantinos Antoniou","Male"
"Consuelo Silva-Buston","Female"
"Coral del Rio","Female"
"Corina Mommaerts","Female"
"Costas Azariadis","Male"
"Craig Palsson","Male"
"Cristian Badarinza","Male"
"Cristina Tello-Trillo","Female"
"Cristobal Young","Male"
"Cruz Caridad Bueno","?"
"Cynthia Bansak","Female"
"Dahlia Remler","Female"
"Daisuke Ikeda","Male"
"Dale Griffin","?"
"Dalibor Stevanovic","Male"
"Damien Puy","Male"
"Dan Zhao","Male"
"Dan Bogart","Male"
"Dan Ariely","Male"
"Dan Marom","Male"
"Dana P. Goldman","?"
"Daniel Urban","Male"
"Daniel Barron","Male"
"Daniel Weagley","Male"
"Daniel R. Carroll","Male"
"Daniel Martin","Male"
"Daniel Hoang","Male"
"Daniel Treisman","Male"
"Daniel Schmidt","Male"
"Daniel de Kadt","Male"
"Daniel Morales","Male"
"Daniel Mattingly","Male"
"Daniel Kostzer","Male"
"Daniel Nientiedt","Male"
"Daniel Rubenson","Male"
"Daniel Muhammad","Male"
"Daniel Hicks","Male"
"Daniel Fetter","Male"
"Daniel M. Sturm","Male"
"Daniel Hoechle","Male"
"Daniel Teichmann","Male"
"Daniel J. Wilson","Male"
"Daniela Hochfellner","Female"
"Danielle Sandler","Female"
"Danielle Kaminski","Female"
"Danny Ben-Shahar","Male"
"Danqing Mei","Female"
"Dante DeAntonio","Male"
"Dany Jaimovich","?"
"Daphne T. Greenwood","Female"
"Darren Hayunga","Male"
"Darrick Hamilton","Male"
"David Zvilichovsky","Male"
"David Roland-Holst","Male"
"David E. M. Sappington","Male"
"David Schweikhardt","Male"
"David Blakeslee","Male"
"David Bradford","Male"
"David Rosenbaum","Male"
"David Fields","Male"
"David Weinbaum","Male"
"David Joulfaian","Male"
"David Agus","Male"
"David Zilberman","Male"
"David Gould","Male"
"David Ling","Male"
"David N. van der Goes","Male"
"David Schap","Male"
"David Seim","Male"
"David Macpherson","Male"
"David Geltner","Male"
"David Howell","Male"
"David Brown","Male"
"David Musto","Male"
"David Moore","Male"
"David Barkin","Male"
"David L. Dicks","Male"
"David Cameron Phillips","Male"
"David M. Levy","Male"
"David Donaldson","Male"
"David Lando","Male"
"David Skeie","Male"
"David Austin","Male"
"David Peel","Male"
"David L. Dickinson","Male"
"David Oesch","Male"
"David Price","Male"
"David le Bris","Male"
"David Miller","Male"
"David M. Reeb","Male"
"David Kaczan","Male"
"David R. Berger","Male"
"David J. Molina","Male"
"David Downs","Male"
"David Chambers","Male"
"David Yanagizawa-Drott","Male"
"David C. Popp","Male"
"David Blake","Male"
"David A. Jaeger","Male"
"David Gabel","Male"
"David R. Agrawal","Male"
"David M. Kotz","Male"
"David Schumacher","Male"
"David Anthoff","Male"
"David Alan Greene","Male"
"David Schindler","Male"
"David McKenzie","Male"
"Davide Consoli","Male"
"Dawid Zochowski","Male"
"Dayong Huang","Male"
"Dean Baker","Male"
"Debarshi Indra","Male"
"Deborah M. Figart","Female"
"Deborah BL Farias","Female"
"Debra Wellman","Female"
"Deirdre McCloskey","Female"
"Dell P. Champlin","?"
"Denis Ivanov","Male"
"Denis Nekipelov","Male"
"Denis Sosyura","Male"
"Denise van der Kamp","Female"
"Denise Parris","Female"
"Dennis Schoenmaker","Male"
"Derek Stacey","Male"
"Di Zeng","?"
"Di (Andrew) Wu","?"
"Di Mo","?"
"Diego C. Nocetti","Male"
"Diego Mendez-Carbajo","Male"
"Dieter von Fintel","Male"
"Dimitri Szerman","Male"
"Dina Elshahawany","Female"
"Dirk Niepelt","Male"
"Dirk Ulbricht","Male"
"Dirk Brounen","Male"
"Dirk Bethmann","Male"
"Dirk Czarnitzki","Male"
"Dmitri Livdan","Male"
"Dmitry Izotov","Male"
"Dmitry Taubinsky","Male"
"Domenico M. Favoino","Male"
"Domenico Tabasso","Male"
"Dominic Coey","Male"
"Dominic Parker","Male"
"Dominick Salvatore","Male"
"Dominique Plihon","?"
"Don Kim","Male"
"Don L. Coursey","Male"
"Donald Keenan","Male"
"Dong Beom Choi","?"
"Dora Gicheva","Female"
"Dorene Isenberg","Female"
"Douglas Oxley","Male"
"Douglas Hanley","Male"
"Douglas Bernheim","Male"
"Douglas Steigerwald","Male"
"Douglas Woodward","Male"
"Dragana Cvijanovic","Female"
"Drew M. Anderson","Male"
"Duong Pham","?"
"Dwight Steward","Male"
"Ebru Kongar","Female"
"Ed Harris","Male"
"Ed Nelling","Male"
"Eddie Gerba","Male"
"Edie Hotchkiss","Female"
"Edith Brashares","Female"
"Eduardo Lucio","Male"
"Eduardo Angeli","Male"
"Eduardo Haddad","Male"
"Edward Coulson","Male"
"Edward Nathan Wolff","Male"
"Edward J Kane","Male"
"Edward E. Ghartey","Male"
"Edward J. Nell","Male"
"Edward Timmons","Male"
"Edwin Hu","Male"
"Egemen Genc","Male"
"Ehsan U. Choudhri","Male"
"Elaine McCrate","Female"
"Eleanor W. Dillon","Female"
"Elena Simintzi","Female"
"Elena Huergo","Female"
"Elena Perazzi","Female"
"Elena Afanasyeva","Female"
"Eli Cutler","Male"
"Eli Greenblum","Male"
"Eliana Carranza","Female"
"Elias Grivoyannis","Male"
"Elias Mouhoud Mouhoud","Male"
"Elias Shukralla","Male"
"Elisa Luciano","Female"
"Elise Gourier","Female"
"Elizabeth Dhuey","Female"
"Elizabeth Rivera Rodas","Female"
"Elizabeth Devos","Female"
"Elizabeth Asiedu","Female"
"Ellen Mutari","Female"
"Ellen Hanak","Female"
"Elroy Dimson","Male"
"Emanuele Bajo","Male"
"Emiliano Huet-Vaughn","Male"
"Emilie Rademakers","Female"
"Emily E. Workers","Female"
"Emily Wetherley","Female"
"Emin Karagözoğlu","Male"
"Enrique Martinez-Garcia","Male"
"Erdal Aydin","Male"
"Erhan Artuc","Male"
"Eric Wehrly","Male"
"Eric van Wincoop","Male"
"Eric Nowak","Male"
"Eric Renault","Male"
"Eric R. Young","Male"
"Eric Scorsone","Male"
"Eric Monnet","Male"
"Eric Gaus","Male"
"Eric Glen Weyl","Male"
"Erica Meyers","Female"
"Erik Gilje","Male"
"Erik Devos","Male"
"Erik Duhaime","Male"
"Erik Sorensen","Male"
"Erik Pruyt","Male"
"Erik Polano","Male"
"Erik Scherpf","Male"
"Erika McEntarfer","Female"
"Erin Kelly","Female"
"Erin A. Yetter","Female"
"Ernest Miguelez","Male"
"Ernesto Hernandez-Cata","Male"
"Esat Doruk Cetemen","Male"
"Esen Onur","?"
"Esteban Aucejo","Male"
"Esther Jeffers","Female"
"Etienne Gaudette","?"
"Eugenia Nazrullaeva","Female"
"Eugenia Correa","Female"
"Eugenio Cerutti","Male"
"Eva Steiner","Female"
"Evan Buntrock","Male"
"Evan Herrnstadt","Male"
"Evan Starr","Male"
"Evan Totty","Male"
"Evelyn Forget","Female"
"Evgeny Lyandres","Male"
"Fabio Trojani","Male"
"Fabio Michelucci","Male"
"Fabrizio Mattesini","Male"
"Fabrizio Spargoli","Male"
"Fabrizio Coricelli","Male"
"Fadi Hassan","Male"
"Fan Zhuo","?"
"Farah Elias Elhannani","Female"
"Farid Toubal","Male"
"Farid Sadrieh","Male"
"Faruk Ülgen","Male"
"Federico Gavazzoni","Male"
"Felipe Almeida","Male"
"Felipe Gonzales","Male"
"Felix Matthys","Male"
"Felix Noth","Male"
"Fernando Zapatero","Male"
"Fernando Moreira","Male"
"Fernando Lozano","Male"
"Fidel Perez-Sebastian","Male"
"Filip Pertold","Male"
"Filiz Derya Unsal","Female"
"Fiona M. Scott Morton","Female"
"Florence Jaumotte","Female"
"Florian Morath","Male"
"Florian Nagler","Male"
"Forhad Shilpi","Male"
"France Caillavet","Female"
"Francesca Ortega","Female"
"Francesca Zucchi","Female"
"Francesco Feri","Male"
"Francesco D'Acunto","Male"
"Francesco Giavazzi­","Male"
"Francesco Vona","Male"
"Francis Ratsimbazafy","?"
"Francis Vitagliano","?"
"Francis Makamu","?"
"Francis de Lanoy","?"
"Francisco Blasques","Male"
"Francisco Álpizar","Male"
"Francisco Estrada","Male"
"Franck Malherbet","?"
"Franco Fiordelisi","Male"
"Frank de Jong","Male"
"Frank Slesnick","Male"
"Frank Schilbach","Male"
"Frank Westermann","Male"
"Frank Hong Liu","Male"
"Frank Lupi","Male"
"Frank M. Fossen","Male"
"Franziska Bremus","Female"
"Fred Campano","Male"
"Fred Smith","Male"
"Freda Drechsler","Female"
"Frederic Schweikhard","Male"
"Friederike Mengel","Female"
"Gabor Bekes","Male"
"Gabor Molnar","Male"
"Gabriel Cadamuro","Male"
"Gabriel M. Ahlfeldt","Male"
"Gabriel Carroll","Male"
"Gabrielle Fack","Female"
"Galina Zudenkova","Female"
"Garth Baughman","Male"
"Gary Skoog","Male"
"Gary Chamberlain","Male"
"Gary Charness","Male"
"Gary Mongiovi","Male"
"Gary Engelhardt","Male"
"Gary Dymski","Male"
"Gary E. Bolton","Male"
"Gary Pickens","Male"
"Geert Ridder","Male"
"Gema Zamarro","Female"
"Gemma Tetlow","Female"
"Geoffrey Turnbull","Male"
"Geoffrey Schneider","Male"
"Geoffrey Sanzenbacher","Male"
"Georg Graetz","Male"
"Georg Schwesinger","Male"
"Georg Weizsacker","Male"
"George Loewenstein","Male"
"George DeMartino","Male"
"George Zanjani","Male"
"Georges Dionne","Male"
"Georgy Chabakauri","Male"
"Gerald Epstein","Male"
"Gerald Silverstein","Male"
"Geraldo Cerqueiro","Male"
"Gerard Hertig","Male"
"Gerd Gigerenzer","Male"
"German Bet","Male"
"German Caruso","Male"
"Gert G. Wagner","?"
"Gideon Nave","Male"
"Gilbert Cette","Male"
"Gilberto Loureiro","Male"
"Giordano Palloni","Male"
"Giorgia Maffini","Female"
"Giorgio Fazio","Male"
"Giovanna Vertova","Female"
"Giovanni Cespa","Male"
"Giovanni Marin","Male"
"Giovanni Pica","Male"
"Giovanni Giusti","Male"
"Giovanni Favara","Male"
"Giuseppe Fontana","Male"
"Gleb Nechayev","Male"
"Glenn Woroch","Male"
"Gloria Kutscher","Female"
"Gonzalo Vazquez-Bare","Male"
"Grace Kumchulesi","Female"
"Greg C. Wright","Male"
"Gregory S. Crawford","Male"
"Gregory Amacher","Male"
"Gregory Waymire","Male"
"Gregory Burge","Male"
"Grigory Vilkov","Male"
"Guido Matias Cortes","Male"
"Guido Porto","Male"
"Guillaume Gaulier","Male"
"Guillaume Frechette","Male"
"Guillaume Roger","Male"
"Guillermo Baquero","Male"
"Gulcin Gumus","Female"
"Gunnar Knapp","Male"
"Guo Xu","?"
"Guy Arie","Male"
"Ha Nguyen","?"
"Hai Tran","?"
"Hal Martin","Male"
"Hal Hershfield","Male"
"Hamed Mahmudi","Male"
"Hamid Boustanifar","Male"
"Hamid Beladi","Male"
"Han Li","?"
"Han Hong","?"
"Hanan Yonah","?"
"Hans Koster","Male"
"Harini Kannan","Female"
"Harris Schlesinger","Male"
"Harry M. Kaiser","Male"
"Harun ALP","Male"
"Hassan Tehranian","Male"
"Heather Sarsons","Female"
"Heather Stephens","Female"
"Heather Schofield","Female"
"Heinz Kurz","?"
"Hendrik Van den Berg","Male"
"Heng An","?"
"Henry Farber","Male"
"Henry Cao","Male"
"Henry Munneke","Male"
"Henry Brady","Male"
"Hikaru Ogawa","?"
"Hiroshi Ishida","Male"
"Hiroyuki Kasahara","Male"
"Hojun Seo","Male"
"Holly Monti","Female"
"Hope Corman","Female"
"Horacio Sapriza","Male"
"Howard Stein","Male"
"Huan Yang","?"
"Hubert P. Janicki","Male"
"Hugo A. Hopenhayn","Male"
"Hui Guo","?"
"Hui Dong","?"
"Ian Burn","Male"
"Ian Levely","Male"
"Ian Tonks","Male"
"Ian M. McCarthy","Male"
"Ian Cooper","Male"
"Ian Wright","Male"
"Ilene Grabel","Female"
"Ilona Babenko","Female"
"Iman van Lelyveld","?"
"Indira Hirway","Female"
"Ingo Stoff","Male"
"Ioana Negru","Female"
"Iryna Stewen","Female"
"Isaac Hacamo","Male"
"Isaac McFarlin","Male"
"Isaac Baley","Male"
"Isabel Schnabel","Female"
"Isabel Martinez","Female"
"Isabelle Méjean","Female"
"Islam Abdelbary","?"
"Israel Marques","Male"
"Italo Colantone","Male"
"Jac Kragt","?"
"Jack Willis","Male"
"Jack Rasmus","Male"
"Jacob Kleinow","Male"
"Jacob Mortenson","Male"
"Jacopo Raponi","Male"
"Jacopo Carmassi","Male"
"Jacqueline Yenerall","Female"
"Jacques Mazier","Male"
"Jade Philipoom","?"
"Jaime Luque","?"
"Jair do Amaral Filho","Male"
"James Malm","Male"
"James Kau","Male"
"James Andreoni","Male"
"James C. Davis","Male"
"James Benhin","Male"
"James Rodgers","Male"
"James R. Thomas","Male"
"James M. Cypher","Male"
"James M. Gillian","Male"
"James Devine","Male"
"James R. Schmidt","Male"
"James Peoples","Male"
"James Brown","Male"
"James K. Galbraith","Male"
"James W. Berry","Male"
"James D. Shilling","Male"
"James A. Kahn","Male"
"Jamie McCasland","?"
"Jamie McAndrews","?"
"Jan Bena","?"
"Jan Wrampelmeyer","?"
"Jan Sauermann","?"
"Jan Kregel","?"
"Jan H. Höffler","?"
"Jan in 't Veld","?"
"Jan Hanousek","?"
"Jana Cahlikova","Female"
"Jane Waldfogel","Female"
"Jane Arnold Lincove","Female"
"Janet T. Knoedler","Female"
"Janet Kohlhase","Female"
"Janice A. Peterson","Female"
"Janna E. Johnson","Female"
"Jared Stanfield","Male"
"Jarrad Harford","Male"
"Jason Blevins","Male"
"Jason DeBacker","Male"
"Jason Sturgess","Male"
"Jason Russ","Male"
"Jay Dev Dubey","Male"
"Jay Sa-Aadu","Male"
"Jean-Jacques Forneron","Male"
"Jean-Marc Gandonou","Male"
"Jean-Pierre FLORENS","Male"
"Jeanet Sinding Bentzen","?"
"Jeannette Wicks-Lim","Female"
"Jed Richardson","Male"
"Jeff Waddoups","Male"
"Jeff Ely","Male"
"Jeff Luckstead","Male"
"Jefferson Duarte","Male"
"Jeffrey Thompson","Male"
"Jeffrey Brinkman","Male"
"Jeffrey Zabel","Male"
"Jeffrey Naecker","Male"
"Jeffrey Denning","Male"
"Jeffrey Wagner","Male"
"Jeffrey Coles","Male"
"Jeffrey D. Sachs","Male"
"Jeffrey H. Bergstrand","Male"
"Jeffrey Busse","Male"
"Jeffry Frieden","Male"
"Jenna Stearns","Female"
"Jennifer F. Morris","Female"
"Jennifer Cohen","Female"
"Jenny Xu","Female"
"Jenny Schuetz","Female"
"Jens Mohrenweiser","Male"
"Jeremy G. Moulton","Male"
"Jeremy Chiu","Male"
"Jeremy West","Male"
"Jerome Taillard","Male"
"Jeronimo Carballo","Male"
"Jesica Torres-Coronado","Female"
"Jessamyn Schaller","Female"
"Jesse Davis","?"
"Jesse Anttila-Hughes","?"
"Jessica Leight","Female"
"Jessica Rutherford","Female"
"Jessie Lamontagne","?"
"Ji Shen","?"
"Ji Huang","?"
"Jia He","?"
"Jian Zhang","?"
"Jian Cai","?"
"Jie He","?"
"Jim Ciecka","Male"
"Jimmy Lopez","Male"
"Jin Xie","?"
"Jin Qi","?"
"Jing Wu","?"
"Jing Liu","?"
"Joan Hammory Hicks","Female"
"Jodi Beggs","Female"
"Joel Bruneau","Male"
"Joel M. David","Male"
"Joel Peress","Male"
"Johan Swinnen","Male"
"Johan Fourie","Male"
"Johannes Haushofer","Male"
"Johannes Friedrich Schmieder","Male"
"Johannes Norling","Male"
"Johannes Muenster","Male"
"Johannes Emmerling","Male"
"John Bitzan","Male"
"John H. Rogers","Male"
"John Hall","Male"
"John M. Reilly","Male"
"John D. Singleton","Male"
"John Boyce","Male"
"John Smithin","Male"
"John S.L McCombie","Male"
"John Tang","Male"
"John Anyanwu","Male"
"John Joseph Horton","Male"
"John Lazarev","Male"
"John Crosby","Male"
"John R. Swinton","Male"
"John William Hatfield","Male"
"John Barrdear","Male"
"John Reardon","Male"
"John P. Ney","Male"
"John Hill","Male"
"John Cooney","Male"
"John Muellbauer Muellbauer","Male"
"John P. Kandrac","Male"
"John V. Duca","Male"
"John S. Earle","Male"
"John Komlos","Male"
"John Forth","Male"
"John Hatfield","Male"
"John Schmitt","Male"
"Jonas Nordstrom","Male"
"Jonathan Cribb","Male"
"Jonathan Berke","Male"
"Jonathan Wight","Male"
"Jonathan Karpoff","Male"
"Jonathan Lafky","Male"
"Jonathan Eyer","Male"
"Jonathan Ketcham","Male"
"Jonathan Attey","Male"
"Jonathan Rothbaum","Male"
"Jonathan O. Adongo","Male"
"Jonathan Halket","Male"
"Jonathan Brogaard","Male"
"Jonathan Goldstein","Male"
"Jonathan Leonard","Male"
"Jonathan Spader","Male"
"Joost de Laat","Male"
"Joost Driessen","Male"
"Jorge Balat","Male"
"Jorge de la Roca","Male"
"Jorge D. Ramos-Mercado","Male"
"Josef Zechner","Male"
"Josefina Y. Li","Female"
"Joseph Maher","Male"
"Joseph Ooi","Male"
"Joseph Eugene Stiglitz","Male"
"Joseph Von Nessen","Male"
"Joseph F. Quinn","Male"
"Josephine Cruz Lugovskyy","Female"
"Joshua Mitts","Male"
"Joshua Evan Blumenstock","Male"
"Joshua D. Angrist","Male"
"Joshua Shakin","Male"
"Joshua Montes","Male"
"Juan (Julie) Wu","Male"
"Juan Sotes-Paladino","Male"
"Juan Montecino","Male"
"Juan Ortner","Male"
"Juan Carlos Escanciano","Male"
"Juan Moreno-Cruz","Male"
"Judson Boomhower","Male"
"Juergen Huber","Male"
"Jules van Binsbergen","?"
"Julian Reiss","Male"
"Juliano Assunção","Male"
"Julie Sakowski","Female"
