"author"
"Shakeeb Khan"
"Yoosoon Chang"
"Changsik Kim"
"Ithak Harpaz"
"Shreef Allaboudy"
"Fida Karam"
"Chahir Zaki"
"Tomas Sjostrom"
"Tilman Bruck"
"Raul Caruso"
"Fadhel Kaboub"
"Mehrene Larudee"
"Nabamita Dutta"
"Sanjukta Roy"
"B. P. Chandramohan"
"K. Chitra Devi"
"Kyoo-il Kim"
"Seung-Hyun Hong"
"Jay-Pil Choi"
"Seonghoon Jeon"
"Seung-Gyu Sim"
"Taeyoon Sung"
"Sunku Hahn"
"Kyung-Woo Lee"
"A. J. Malliaris"
"Lucjan Orlowski"
"Léonce Ndikumana"
"Linguère Mbaye"
"Harounan Kazianga"
"M. Tugrul Vehbi"
"Shizuka Nishikawa"
"Satyajit Ghosh"
"Marieta Velikova"
"Monica Hartmann"
"Jinzhuo Zhao"
"Areerat Kichkha"
"Carsten Lange"
"Fahlino Sjuib"
"Norihiko Yamano"
"Yoto Yotov"
"Refet S Gurkaynak"
"Harjoat Bhamra"
"R. Jason Faberman"
"Archawa Paweenawat"
"Oyvind Norli"
"Sugato Bhattacharyya"
"Amiyatosh K. Purnanandam"
"Radhakrishnan Gopalan"
"Fenghua Song"
"Mungo Ivor Wilson"
"C. N. V. Krishnan"
"Wen-Chi Liao"
"Daxuan Zhao"
"Sarmistha Pal"
"Subhayu Bandyopadhyay"
"Thi Minh-Phuong Ngo"
"Seiro Ito"
"J. Barkley Rosser"
"Tae-Hee Jo"
"Zhimin Li"
"Hsing-Hsiang Huang"
"University of Wisconsin-Milwaukee"
"Sushanta Mallick"
"Shrabani Saha"
"Rukmani Gounder"
"Menzie Chinn"
"Yu-Chin Chen"
"Yiting NA Li"
"Rajshri Jayaraman"
"Chulhee Lee"
"Rodney J. Garratt"
"Lavan Mahadeva"
"Kivilcim M. Ozcan"
"Aysegul Dinccag"
"Bouteldja Abdelnacer"
"Benamar Abdelhak"
"M. Hakan Berument"
"Zulal Denaux"
"Almila Burgac"
"Kaustav Misra"
"Tin-Chun Lin"
"LaVaughn M. Henry"
"V. Kerry Smith"
"H. Allen Klaiber"
"Yangbo Du"
"Sanjukta Chaudhuri"
"Jingfeng Lu"
"Aner Sela"
"Mathijs Van Dijk"
"Cuong Nguyen"
"Shin-Ichi Nishiyama"
"Hirokuni Iiboshi"
"Tatsuyoshi Matsumae"
"Ryoichi Namba"
"Yulei Luo"
"Olivia S Mitchell"
"Victor Shlychkov"
"Naihobe Gonzalez"
"Javaeria Qureshi"
"Jorg Rocholl"
"Neeltje van Horen"
"Renata Heilman"
"Narasimhan Jegadeesh"
"Sturla Lyngnes Fjesme"
"Konan Chan"
"Nandkumar Nayar"
"Qinghai Wang"
"Talis J. Putnins"
"Denitsa Stefanova"
"Fariborz Moshirian"
"Kazuto Sumita"
"Jiro Yoshida"
"Marieme Lo"
"Kyungmin Kim"
"Stephan Lauermann"
"Gokhan Torna"
"W. Scott Frame"
"Pierre-Andre Chiappori"
"Suchitra JY"
"Evridiki Tsounta"
"Simon Firestone"
"Luis Camara Fuertes"
"Asuman Ozdaglar"
"Sadao Nagaoka"
"Youngwoo Rho"
"M. Belen Sbrancia"
"S. Ali Abbas"
"Junghyung Park"
"Mariassunta Giannetti"
"Hyo-Yong Sung"
"Hyun-Sook Kim"
"Pengjie Gao"
"Jiekun Huang"
"J. David Brown"
"Helge Peukert"
"Ararat L. Osipian"
"Diana L. Strassmann"
"Svenn Jensen"
"Yu-min Yen"
"Muhamet Yildiz"
"Lieu Hazelwood"
"Yu-Chu Shen"
"Kaumudi Misra"
"Julia Henly"
"U. Udo Umoh"
"Rongning Wu"
"Jesus Hernandez"
"Rocardo Correa"
"Refet S. Gürkaynak"
"Burçin Kısacıkoğlu"
"Fenella Carpena"
"Ishani Tewari"
"Se-Jik Kim"
"Eltjo Buringh"
"Andres E. Elberg"
"Arnildo Correa"
"Marno Verbeek"
"Jörg Rocholl"
"Diana Knyazeva"
"Yuanji Wen"
"Tugkan Tuzun"
"Nilopa Shah"
"Josheph Gyourko"
"WenLan Qian"
"Ludger Woessmann"
"Mevlude Akbulut-Yuksel"
"Ciriyam Jayaprakash"
"Xiangping Liu"
"Quoc-Anh Do"
"Kieu Trang Nguyen"
"Aureo de Paula"
"Brendan Sweeney"
"Xianghong (Shirley) Wang"
"HuiHua Nie"
"J. Ryan Lamare"
"Ainhoa Urtasum"
"Xiangmin (Helen) Liu"
"R. Glenn Hubbard"
"Codrina Rada Von Arnim"
