"","author","year"
"810","Wensheng Kang","2016"
"811","Naoyuki Yoshino","2016"
"812","Quanlan Yi","2016"
"813","Khawaja Mamun","2016"
"814","Taisuke Nakata","2016"
"815","Ingvild Almas","2016"
"816","Hoonsuk Park","2016"
"817","Kristle Cortes","2016"
"818","Zhenguo Lin","2016"
"819","Yao-Min Chiang","2016"
"820","Hung-Ju Chen","2016"
"821","Yin-Chi Wang","2016"
"822","Shuyang Sheng","2016"
"823","Marine Carrasco","2016"
"824","Merima Ali","2016"
"825","Miguel Melendez","2016"
"826","Kosali Simon","2016"
"827","F. Andrew Hanssen","2016"
"828","Theophile Bougna","2016"
"829","W. Mark Brown","2016"
"830","Ranjula Bali Swain","2016"
"831","Qianqian Wang","2016"
"832","Xiaoxue Du","2016"
"833","Ambarish Chandra","2016"
"834","Madanmohan Ghosh","2016"
"835","Shangjin Wei","2016"
"836","M. Fabricio Perez","2016"
"837","Liangliang Jiang","2016"
"838","Rustom Irani","2016"
"839","Reiner Braun","2016"
"840","Çağatay Bircan","2016"
"841","Mahnaz Islam","2016"
"842","M. Shahe Emran","2016"
"843","M. Helal Uddin","2016"
"844","Binzhen Wu","2016"
"845","Tilman Brück","2016"
"846","Armağan Gezici","2016"
"847","Luis D. Rosero","2016"
"848","Cristelle Kouame","2016"
"849","Jingyi Zhang","2016"
"850","Jinji Hao","2016"
"851","Maria-Teresa Marchica","2016"
"852","Jose Scheinkman","2016"
"853","Sayali Kulkarni","2016"
"854","Thies Lindenthal","2016"
"855","Carlianne Patrick","2016"
"856","Nauro F. Campos","2016"
"857","Ansgar Belke","2016"
"858","Matías Vernengo","2016"
"859","Bumin Yenmez","2016"
"860","Huaming Peng","2016"
"861","Hector Perez Saiz","2016"
"862","Martien Lamers","2016"
"863","Dinghong Yi","2016"
"864","Tzu-Ting Yang","2016"
"865","Refet S. Gürkaynak","2016"
"866","Eskil Forsell","2016"
"867","Maxim Pinkovskiy","2016"
"868","Petri Hukkanen","2016"
"869","Sudipto Dasgupta","2016"
"870","Lubomir Litov","2016"
"871","Charles-Henri Weymuller","2016"
"872","Hong Zhang","2016"
"873","Stephan Mueller","2016"
"874","Panu Kalmi","2016"
"875","Luis Locay","2016"
"876","Omrane Guedhami","2016"
"877","Mariassunta Giannetti","2016"
"878","Mengxin Zhao","2016"
"879","Tuomas Takalo","2016"
"880","Asu Ozdaglar","2016"
"881","Adugna Lemi","2016"
"882","Raul Caruso","2016"
"883","Intan Hamdan-Livramento","2016"
"884","J. David Brown","2016"
"885","Liangshu Qi","2016"
"886","Monica Garcia-Perez","2016"
"887","Mostak Ahamed","2016"
"888","Qihong Liu","2016"
"889","Robynn Cox","2016"
"890","Tin-Chun Lin","2016"
"891","Xiaoou Liu","2016"
"892","simon Halphen Boserup","2016"
"893","Luis Omar Herrera","2016"
"894","Thushyanthan Baskaran","2016"
"895","Nageeb Ali","2016"
"896","Catalin Stefanescu","2016"
"897","Simon Weber","2016"
"898","Narasimhan Jegadeesh","2016"
"899","Lalitha Naveen","2016"
"900","Weihua Zhao","2016"
"901","C.F. Sirmans","2016"
"902","Qun Wu","2016"
"903","Olfa Maalaoui Chun","2016"
"904","Zdravka Todorova","2016"
"905","Lant Pritchett","2016"
"906","Srijit Mishra","2016"
"907","K. V. Ramaswamy","2016"
"908","Kanda Naknoi","2016"
"909","Menzie Chinn","2016"
"910","Ctirad Slavik","2016"
"911","Hakki Yazici","2016"
"912","Wenchao Xu","2016"
"913","Zeynal Karaca","2016"
"914","Hyunseung Oh","2016"
"915","Uta Meier-Graewe","2016"
"916","Fo Kodjo Dzinyefa Aflagah","2016"
"917","Ulf Zölitz","2016"
"918","Marieke Vandeweyer","2016"
"919","Carvalho Jose Raimundo","2016"
"920","Yinghua He","2016"
"921","Peiran Jiao","2016"
"922","Horag Choi","2016"
"923","Jacobus Cilliers","2016"
"924","Ibrahim Kasirye","2016"
"925","Sattar Mansi","2016"
"926","Minqi Li","2016"
"927","Chuliang Luo","2016"
"928","Bodo Knoll","2016"
"929","Hongda Zhong","2016"
"930","Haitao Li","2016"
"931","Pab Jotikasthira","2016"
"932","Yuxi Wang","2016"
"933","Konstantine Lyubimov","2016"
"934","Pierre-Guillaume Méon","2016"
"935","Gyongyi Loranth","2016"
"936","Konan Chan","2016"
"937","Yu-jane Liu","2016"
"938","Yongok Choi","2016"
"939","Stéphane Verani","2016"
"940","A. Erinc Yeldan","2016"
"941","Mehrene Larudee","2016"
"942","Vellore Arthi","2016"
"943","Julia Thomas","2016"
"944","Fabian Lindner","2016"
"945","Simon Sturn","2016"
"946","Shanker Satyanath","2016"
"947","Jose Pizarro","2016"
"948","Gurdip Bakshi","2016"
"949","Aazam Virani","2016"
"950","Juan-Pedro Gomez","2016"
"951","Xudong An","2016"
"952","Deepraj Mukherjee","2016"
"953","Antoon Spithoven","2016"
"954","Saraly Andrade de Sa","2016"
"955","Anqi Li","2016"
"956","Trond Olsen","2016"
"957","Tatsushi Oka","2016"
"958","Miikka Rokkanen","2016"
"959","Matias Cattaneo","2016"
"960","Marinho Bertanha","2016"
"961","Yu-Wei Hsieh","2016"
"962","Tianpeng Zhou","2018"
"963","Buvaneshwaran Venugopal","2018"
"964","Teng Zhang","2018"
"965","Fangzhou Liu","2018"
"966","Ca Nguyen","2018"
"967","Hsuan Fu","2018"
"968","Victor Chow","2018"
"969","Jiacui Li","2018"
"970","Pingle Wang","2018"
"971","Joop Huij","2018"
"972","Haohan Ren","2018"
"973","Ailin Dong","2018"
"974","Runjing Lu","2018"
"975","Kaushalendra Kishore","2018"
"976","S. Mehmet Ozsoy","2018"
"977","Alisdair Mckay","2018"
"978","Neele Balke","2018"
"979","François Velde","2018"
"980","Yarine Fawaz","2018"
"981","Rajashri Chakrabarti","2018"
"982","Julia Lane","2018"
"983","Md Emdadul Islam","2018"
"984","Siyi Shen","2018"
"985","Tano Santos","2018"
"986","Bjorn Imbierowicz","2018"
"987","Falk Brauning","2018"
"988","Maik Schmeling","2018"
"989","Samuli Knüpfer","2018"
"990","Yongheng Deng","2018"
"991","Mingming Pan","2018"
"992","SeHyoun Ahn","2018"
"993","S. Anukriti","2018"
"994","Siwan Anderson","2018"
"995","Chaojun Wang","2018"
"996","Hans-Martin von Gaudecker","2018"
"997","Yin-Wong Cheung","2018"
"998","Jamein Cunningham","2018"
"999","Robynn Cox","2018"
"1000","Leming Lin","2018"
"1001","Hongdong Guo","2018"
"1002","Seung-Keun Martinez","2018"
"1003","Marieke Kleemans","2018"
"1004","Andres Donangelo","2018"
"1005","Xudong An","2018"
"1006","Fadhel Kaboub","2018"
"1007","Yanyou Chen","2018"
"1008","Sailesh Tanna","2018"
"1009","Mehtabul Azam","2018"
"1010","Dweepobotee Brahma","2018"
"1011","Keshab Bhattarai","2018"
"1012","Aureo de Paula","2018"
"1013","Sukjin Han","2018"
"1014","Vilsa Curto","2018"
"1015","Haldun Anil","2018"
"1016","Jerry Nickelsburg","2018"
"1017","Yanmin Gao","2018"
"1018","Andres Aradillas-Lopez","2018"
"1019","Boyoung Seo","2018"
"1020","Adrian Lopes","2018"
"1021","Pak-Sing Choi","2018"
"1022","Neepa Gaekwad Babulal","2018"
"1023","Nanivazo Malokele","2018"
"1024","Mbaye Diene","2018"
"1025","Adedoyin Adesina","2018"
"1026","Na'ama Shenhav","2018"
"1027","Piergiorgio Alessandri","2018"
"1028","Sissel Jensen","2018"
"1029","YongKyu Gam","2018"
"1030","Victor DeMiguel","2018"
"1031","Zacharias Sautner","2018"
"1032","Chendi Zhang","2018"
"1033","Po-Hsuan Hsu","2018"
"1034","Zifeng Feng","2018"
"1035","Stanimira Milcheva","2018"
"1036","Jiro Yoshida","2018"
"1037","Reinhard Neck","2018"
"1038","Iciar Dominguez Lacasa","2018"
"1039","Lingjiong Zhu","2018"
"1040","Tunay Oguz","2018"
"1041","Maoyong Fan","2018"
"1042","Luise Görges","2018"
"1043","Tansel Yilmaser","2018"
"1044","Signe-Mary McKernan","2018"
"1045","Hongkil Kim","2018"
"1046","Vardges Levonyan","2018"
"1047","Sorapop Kiatpongsan","2018"
"1048","Cecila Gaubert","2018"
"1049","Luofu Ye","2018"
"1050","Yesol Huh","2018"
"1051","Ruidi Huang","2018"
"1052","Ivan Ivanov","2018"
"1053","Kegon Tan","2018"
"1054","Nauro Campos","2018"
"1055","Zhuan Xie","2018"
"1056","Bertel Schjerning","2018"
"1057","Avinatan Hassidim","2018"
"1058","Jose Luis Fillat","2018"
"1059","Ott Toomet","2018"
"1060","Hwagyun Hagen Kim","2018"
"1061","Yoosoon Chang","2018"
"1062","Changsik Kim","2018"
"1063","University of Lomé","2018"
"1064","Akpan Ekpo","2018"
"1065","Douglason Omotor","2018"
"1066","Jose Alberto Guerra Sr","2018"
"1067","Bibek Adhikari","2018"
"1068","M. Ayhan Kose","2018"
"1069","Yangru Wu","2018"
"1070","Hongjun Yan","2018"
"1071","Zhaodong (Ken) Zhong","2018"
"1072","Narasimhan Jegadeesh","2018"
"1073","Joonki Noh","2018"
"1074","Kuntara Pukthuanthong","2018"
"1075","Weihua Zhao","2018"
"1076","Li-Shiun Chen","2018"
"1077","Pengfei Han","2018"
"1078","Arjada Bardhi","2018"
"1079","Ivan Fernandez-Val","2018"
"1080","Imil Nurutdinov","2018"
"1081","Ruey Tsay","2018"
"1082","Na Wang","2018"
"1083","Kyungmin Lee","2018"
"1084","Ivan Gambus","2018"
"1085","Rajaram Krishnan","2018"
"1086","Viswanath S. R","2018"
"1087","Xiaojun Wang","2018"
"1088","Rubal Dua","2018"
"1089","Byung-Cheol Kim","2018"
"1090","Raimundo Soto","2018"
"1091","Misak Avetisyan","2018"
"1092","Kari E.R. Heerman","2018"
"1093","Biplob Chowdhury","2018"
"1094","Nagaratnam Jeyasreedharan","2018"
"1095","Jianxin Wang","2018"
"1096","Himabindu Himabindu Lakkaraju","2018"
"1097","Seyyed Ali Zeytoon Nejad Moosavian","2018"
"1098","Soohyung Lee","2018"
"1099","Mahvash S. Qureshi","2018"
"1100","Cevat Aksoy","2018"
"1101","Sianne Vijay","2018"
"1102","Bige Kahraman","2018"
"1103","Kuang Kuang Deng","2018"
"1104","W. Scott Frame","2018"
"1105","Pierre-Guillaume Méon","2018"
"1106","Wangyang Lai","2018"
"1107","Julapa Jagtiani","2018"
"1108","Brendan Daley","2018"
"1109","Natália Bracarense","2018"
"1110","Julia Le Blanc","2018"
"1111","Tianqi Gan","2018"
"1112","Cesar E. Tamayo","2018"
"1113","Veronica Frisancho","2018"
"1114","Haoyu Gao","2018"
"1115","Moqi Groen-Xu","2018"
"1116","Soohun Kim","2018"
"1117","Gurdip Bakshi","2018"
"1118","Tingyu Zhou","2018"
"1119","Yoshiki Shimizu","2018"
"1120","H. Banzhaf","2018"
"1121","Matej Bajgar","2018"
"1122","Kose John","2018"
"1123","Zhuoqiong Charlie Chen","2018"
"1124","Ayse Ozgur Pehlivan","2018"
"1125","Nicolas Schutz","2018"
"1126","Shiko Maruyama","2018"
"1127","Johanna Kokot","2018"
"1128","Nidhiya Menon","2018"
"1129","Risto Herrala","2018"
"1130","Xiangshi Liu","2018"
"1131","Leonard Goff","2018"
"1132","Xiaodan Gao","2018"
"1133","Simon Rother","2018"
"1134","Yadav Gopalan","2018"
"1135","I. J. Alexander Dyck","2018"
"1136","Jongha Lim","2018"
"1137","Dowell Myers","2018"
"1138","Kangoh Lee","2018"
"1139","Solomiya Shpak","2018"
"1140","Antoon Spithoven","2018"
"1141","Zohreh Emami","2018"
"1142","Anujit Chakraborty","2018"
"1143","Sida Peng","2018"
"1144","Luis Enrique Candelaria","2018"
"1145","Venke Furre Haaland","2018"
"1146","Kanghyock Koh","2018"
"1147","J. Michael Collins","2018"
"1148","Fafanyo Asiseh","2018"
"1149","Vidhura Tennekoon","2018"
"1150","Warn N. Lekfuangfu","2018"
"1151","Dieu-Donne Donald Emmanuel","2018"
"1152","Jörn Boehnke","2018"
"1153","Jorg Weber","2018"
"1154","Sudipto Dasgupta","2018"
"1155","Shangming Yang","2018"
"1156","Yanying Chen","2018"
"1157","Yiyi Bai","2018"
"1158","Paul-Olivier Klein","2018"
"1159","Wolfram Elsner","2018"
"1160","Adqas Afzal","2018"
"1161","Guofang Huang","2018"
"1162","Hongyi Li","2018"
"1163","Khaladdin Rzayev","2019"
"1164","Miguel Anton","2019"
"1165","Woongsun Yoo","2019"
"1166","Jincheng Tong","2019"
"1167","Jannic Alexander Cutura","2019"
"1168","Mengming Dong","2019"
"1169","Ingomar Krohn","2019"
"1170","Sang-Ook (Simon) Shin","2019"
"1171","Chi-Yang Tsou","2019"
"1172","Chenjie Xu","2019"
"1173","Haofei Zhang","2019"
"1174","Fabian Brunner","2019"
"1175","Sichen Shen","2019"
"1176","Hong Zou","2019"
"1177","Yuguo Liu","2019"
"1178","K. Victor Chow","2019"
"1179","In Ji Jang","2019"
"1180","Hwagyun (Hagen) Kim","2019"
"1181","Shaoting Pi","2019"
"1182","Oleksandr Shcherbakov","2019"
"1183","Gregers Nytoft Rasmussen","2019"
"1184","Thummim Cho","2019"
"1185","Rojhat Avsar","2019"
"1186","Radhakrishnan Gopalan","2019"
"1187","Saktinil Roy","2019"
"1188","Weixiao Wu","2019"
"1189","Xuepeng Liu","2019"
"1190","Aaditya Mattoo","2019"
"1191","Edwyna Harris","2019"
"1192","Esfandiar Maasoumi","2019"
"1193","Wenhua Di","2019"
"1194","Haiyong Liu","2019"
"1195","Nursel Aydiner-Avsar","2019"
"1196","Eiichiro Kazumori","2019"
"1197","Shafik Hebous","2019"
"1198","Josepa (Pepita) Miquel-Florensa","2019"
"1199","Zixuan Kevin Wang","2019"
"1200","Aadhaar Verma","2019"
"1201","Yu-Jane Liu","2019"
"1202","Yichen Su","2019"
"1203","Nistha Sinha","2019"
"1204","Tomas Paleta","2019"
"1205","Oleksandr Shepotylo","2019"
"1206","Suryadipta Roy","2019"
"1207","Sushanta Mallick","2019"
"1208","Abhilasha Srivastava","2019"
"1209","Jiasun Li","2019"
"1210","Xingtan Zhang","2019"
"1211","Goulven Rubin","2019"
"1212","Patricia Frances Apps","2019"
"1213","Jose M. Berrospide","2019"
"1214","Illenin Kondo","2019"
"1215","Khusrav Gaibulloev","2019"
"1216","A. Nayena Blankson","2019"
"1217","Jimmeka Guillory","2019"
"1218","Shiqi Xing","2019"
"1219","Debasri Mukherjee","2019"
"1220","Ruoding Shi","2019"
"1221","Nazire Nergiz Dincer","2019"
"1222","Kuan-Heng Chen","2019"
"1223","Taufiq Carnegie Dawood","2019"
"1224","Mayuri Chaturvedi","2019"
"1225","Lingwei Wu","2019"
"1226","Veronica Frisancho","2019"
"1227","Shengmao Cao","2019"
"1228","Ketki Sheth","2019"
"1229","Yusufcan Masatlioglu","2019"
"1230","Agnes Benassy-Quere","2019"
"1231","Rustom Irani","2019"
"1232","Jose Luis Peydro","2019"
"1233","Jiaxing You","2019"
"1234","Minwen Li","2019"
"1235","Tanakorn Makaew","2019"
"1236","Zeqiong Huang","2019"
"1237","Miaomiao Yu","2019"
"1238","Ruomeng Liu","2019"
"1239","Eunkyu Lee","2019"
"1240","Changyu Yang","2019"
"1241","Yao-Min Chiang","2019"
"1242","F. Gregory Hayden","2019"
"1243","Mallesh Pai","2019"
"1244","Hakki Yazici","2019"
"1245","Jieping Ye","2019"
"1246","Lingyo Zhang","2019"
"1247","Yutec Sun","2019"
"1248","Miguel Garcia-Posada","2019"
"1249","Moundir Lassassi","2019"
"1250","Agustin Hurtado","2019"
"1251","Veronica Rappoport","2019"
"1252","Phumsith Mahasuweerachai","2019"
"1253","Anucha Mahariwirasami","2019"
"1254","Ciamac Moallemi","2019"
"1255","Xuetao Huang","2019"
"1256","Braz Camargo","2019"
"1257","Juhani Linnainmaa","2019"
"1258","Tse-Chun Lin","2019"
"1259","Marie-Aude Laguna","2019"
"1260","Jinfan Zhang","2019"
"1261","Jiro Yoshida","2019"
"1262","Jiafeng Chen","2019"
"1263","Joao Brogueira de Sousa","2019"
"1264","Sudipto Karmakar","2019"
"1265","Maik Schmeling","2019"
"1266","Hideaki Miyajima","2019"
"1267","Raul Caruso","2019"
"1268","Chacko George","2019"
"1269","Sumire Stanislawski","2019"
"1270","Wuyang Hu","2019"
"1271","Zexuan Liu","2019"
"1272","Diana Farrell","2019"
"1273","Hong Ma","2019"
"1274","Stéphane Dupraz","2019"
"1275","Jón Steinsson","2019"
"1276","Yanhao Wei","2019"
"1277","Dorinth Van Dijk","2019"
"1278","Monica Capra","2019"
"1279","Zhongjian Lin","2019"
"1280","Hyungseok Joo","2019"
"1281","Hidehiko Matsumoto","2019"
"1282","Ragan Petrie","2019"
"1283","J. J. Prescott","2019"
"1284","Lakitquana Leal","2019"
"1285","Shinichi Kamiya","2019"
"1286","Oscar David Barrera Rodriguez","2019"
"1287","Hangjun Yang","2019"
"1288","Yanhao Wang","2019"
"1289","Kwaw S. Andam","2019"
"1290","Faaiqa Hartley","2019"
"1291","Jørgen Modalsli","2019"
"1292","Fareena Noor Malhi","2019"
"1293","Hanbat Jeong","2019"
"1294","Badi H. Baltagi","2019"
"1295","Hyungsik Roger Moon","2019"
"1296","Thiagu Ranganathan","2019"
"1297","Charity-Joy Acchairdo","2019"
"1298","G. Dirk Mateer","2019"
"1299","Chandini Sankaran","2019"
"1300","Hang-Wei Hao","2019"
"1301","Per-Anders Edin","2019"
"1302","Tiernan Evans","2019"
"1303","Patricia I. Ritter","2019"
"1304","Shifrah Aron-Dine","2019"
"1305","Stanimir Markov","2019"
"1306","Chongyu Wang","2019"
"1307","Hyun-Soo Choi","2019"
"1308","Pierre-Guillaume Méon","2019"
"1309","Haoming Liu","2019"
"1310","Jingfeng Lu","2019"
"1311","Liguo Lin","2019"
"1312","Hanbin Yang","2019"
"1313","Cassiano Alves","2019"
"1314","Perihane Badr","2019"
"1315","Racha Ramadan","2019"
"1316","Swarnava Biswas","2019"
"1317","Balint Horvath","2019"
"1318","Yalin Gunduz","2019"
"1319","Monica Garcia-Perez","2019"
"1320","Victor Orozco","2019"
"1321","Hartmut Egger","2019"
"1322","Shuting (Sophia) Hu","2019"
"1323","Sugata Ray","2019"
"1324","Selale Tuzel","2019"
"1325","Tadeja Gracner","2019"
"1326","Wangyang Lai","2019"
"1327","Balasz Egert","2019"
"1328","Ariaster Baumgratz Chimeli","2019"
"1329","Xiaobo He","2019"
"1330","Yatang Lin","2019"
"1331","Pierre-André Chiappori","2019"
"1332","Yeon-Koo Che","2019"
"1333","Goncalo Faria","2019"
"1334","Michalis Nikiforos","2019"
"1335","Narayani Sritharan","2019"
"1336","Jerry Hausman","2019"
"1337","Stéphane Lavertu","2019"
"1338","Sriya Anbil","2019"
"1339","Jorrit Zwijnenburg","2019"
"1340","L. Rachel Ngai","2019"
"1341","Junjian Yi","2019"
"1342","Alois Stutzer","2019"
"1343","Leeat Yariv","2019"
"1344","Jotikasthira Chotibhak","2019"
"1345","Yoshio Nozawa","2019"
"1346","Allaudeen Hameed","2019"
"1347","Soohun Kim","2019"
"1348","Shihao Gu","2019"
"1349","Zhenguo Lin","2019"
"1350","Thies Lindenthal","2019"
"1351","Schery Bokhari","2019"
"1352","Yinuo Zhang","2019"
"1353","Yadawendra Singh","2019"
"1354","Luis Opazo","2019"
"1355","Nicolas Lepage-Saucier","2019"
"1356","Jevay Grooms","2019"
"1357","Ozgur Orhangazi","2019"
"1358","Qiongda Zhao","2019"
"1359","Clément Bellet","2019"
"1360","Nikanor Volkov","2019"
"1361","Keyang Yang","2019"
"1362","Weijia Li","2019"
"1363","Gérard Roland","2019"
"1364","Shiyu Bo","2019"
"1365","Liuchun Deng","2019"
"1366","Boqun Wang","2019"
"1367","Haoyang Li","2019"
"1368","Jung-Hyun Ahn","2019"
"1369","Toru Kitagawa","2019"
"1370","Zhengfei Yu","2019"
"1371","Indivar Dutta-Gupta","2019"
