"author","gender"
"Andrea Fracasso","?"
"Andrea Carnelli","?"
"Andrea Park Chung","?"
"Andrea Tesei","?"
"Andreas Madestam","Male"
"Andreas Kontoleon","Male"
"Andreas Schrimpf","Male"
"Andreas Richter","Male"
"Andreas Kropf","Male"
"Andrei Markevich","Male"
"Andrew Hanks","Male"
"Andrew Winton","Male"
"Andrew T. Young","Male"
"Andrew Carter","Male"
"Andrew J. Filardo","Male"
"Andrew Call","Male"
"Andrew Chesher","Male"
"Andrew Dabalen","Male"
"Andrew A. Beveridge","Male"
"Andriy Norets","Male"
"Andy Wolfe","Male"
"Andy Yuengert","Male"
"Andy Naranjo","Male"
"Angela de Oliveira","Female"
"Angela Dills","Female"
"Angus S. Deaton","Male"
"Anh Tran","?"
"Anil Verma","Male"
"Anja Shortland","Female"
"Ankur J. Patel","Male"
"Ankur Pareek","Male"
"Ann Mari May","Female"
"Ann Davis","Female"
"Anna Obizhaeva","Female"
"Anne Case","Female"
"Anne Mayhew","Female"
"Anne Ong Lopez","Female"
"Anne-Sophie Crépin","Female"
"Anson Ho","Male"
"Anthony T. LoSasso","Male"
"Anthony Sanders","Male"
"Anthony Pennington-Cross","Male"
"Anthony Rafferty","Male"
"Anthony Murphy","Male"
"Antje Kroegery","Female"
"Antonio Mello","Male"
"Anu Rangarajan","?"
"Anup Agrawal","Male"
"Anwar Shah","Male"
"Aparna Mathur","Female"
"April Knill","Female"
"Ari Kang","?"
"Arianna Zanolini","Female"
"Ariel Belasen","?"
"Ariel Dinar","?"
"Ariel Zetlin Jones","?"
"Arindam Mandal","Male"
"Armando Rungi","Male"
"Arnaud Jerome Mehl","Male"
"Arthur Stone","Male"
"Arthur Lewbel","Male"
"Arthur Goldsmith","Male"
"Arun Gautham Chandrasekhar","Male"
"Ashok Bardhan","Male"
"Asim Khwaja","Male"
"Assaf Eisdorfer","Male"
"Audra L. Boone","Female"
"Augustin Kwasi FOSU","Male"
"Aurelie Charles","Female"
"Avner Greif","Male"
"Avraham Kamara","Male"
"Avraham Izhar Baranes","Male"
"Balazs Egert","Male"
"Barbara Wiens-Tuers","Female"
"Barbara Ostdiek","Female"
"Barbara Moore","Female"
"Barry Hirsch","Male"
"Barry Bluestone","Male"
"Bart van Ark","Male"
"Bart van der Grient","Male"
"Baruch College and Macrofin Analytics","Male"
"Beatriz de Blas","Female"
"Bei Qin","?"
"Ben Qin","Male"
"Ben Tomlin","Male"
"Ben Keys","Male"
"Bengt Kriström","Male"
"Benjamin Scafidi","Male"
"Benjamin Lockwood","Male"
"Benjamin L. Castleman","Male"
"Benjamin Golub","Male"
"Bennie Waller","?"
"Benoit Freyens","Male"
"Bent E. Sorensen","?"
"Berta Esteve-Volart","?"
"Beth Anne Wilson","Female"
"Bianca Bonente","Female"
"Bill Dickens","Male"
"Bill Ivey","Male"
"Bill B. Francis","Male"
"Bin Wei","?"
"Bing Zhu","?"
"Bjoern Hilberg","Male"
"Blessing Uchenna Mberu","?"
"Bob Krueger","Male"
"Bora Durdu","?"
"Boris Hirsch","Male"
"Boris Higgins","Male"
"Boris Vabson","Male"
"Bradley T. Heim","Male"
"Bram Thuysbaert","Male"
"Brenda Peyser","Female"
"Brent Evans","Male"
"Brent Hickman","Male"
"Bret Anderson","Male"
"Brian Rosenlund","Male"
"Brian Murray","Male"
"Brian Clark","Male"
"Brian Cadena","Male"
"Brian McCall","Male"
"Briana Sullivan","Female"
"Brianna Cardiff","Female"
"Bridget Terry Long","Female"
"Bruce Babcock","Male"
"Bruce K. Johnson","Male"
"Bruce E. Kaufman","Male"
"Bruno Feunou","Male"
"Bruno Gandlgruber","Male"
"Bryan Johnson","Male"
"Bryan W. Roberts","Male"
"Burhan Can Karahasan","Male"
"Cameron M. Kaplan","?"
"Camila F.S. Campos","Female"
"Campbell Leith","?"
"Campbell Harvey","?"
"Candace Howes","Female"
"Carles Vergara-Alert","?"
"Carlo Cristiano","Male"
"Carlo Altomonte","Male"
"Carlo Martini","Male"
"Carlo D'Ippoliti","Male"
"Carlos Flores","Male"
"Carlos Murillo","Male"
"Carlos Augusto Rojas","Male"
"Carlos Daniel R.A. Santos","Male"
"Carlos J. Asarta","Male"
"Carol A. Jones","Female"
"Carolina Castilla","Female"
"Caroline M. Hoxby","Female"
"Caroline Roulet","Female"
"Caroline Schill","Female"
"Carolyn Gideon","Female"
"Carolyn Heinrich","Female"
"Carrie Colla","Female"
"Casey Goodfriend Rothschild","?"
"Casey Boyd-Swan","?"
"Casper G. de Vries","?"
"Catalina Amuedo-Dorantes","Female"
"Catherine Eckel","Female"
"Catherine Emmanuelle","Female"
"Catherine Y. Co","Female"
"Catherine Isabelle Fuss","Female"
"Cathy J. Bradley","Female"
"Celine Azemar","Female"
"Chandra Kiran Krishnamurthy","?"
"Chang Kim","?"
"Charlene Kalenkoski","Female"
"Charles Trzcinka","Male"
"Charles M.A. Clark","Male"
"Charles Zhoucheng Zheng","Male"
"Chen Yao","?"
"Chen Xue","?"
"Chiara Piovani","Female"
"Chiara Gratton-Lavoie","Female"
"Chloe Gibbs","Female"
"Chris Tonetti","Male"
"Chris Dawes","Male"
"Chris Martin","Male"
"Chris Tamborini","Male"
"Chris Roush","Male"
"Chris Cotton","Male"
"Chris Kirby","Male"
"Christiaan Hogendorn","Male"
"Christian Wolff","Male"
"Christian Hellwig","Male"
"Christian Rauch","Male"
"Christian Dreger","Male"
"Christian E. Weller","Male"
"Christina D. Romer","Female"
"Christina Marsh","Female"
"Christine Richmond","Female"
"Christoph Schneider","Male"
"Christoph Merkle","Male"
"Christoph Schröder","Male"
"Christophe Chamley","Male"
"Christophe Spaenjers","Male"
"Christopher Telmer","Male"
"Christopher Boone","Male"
"Christopher S. Fowler","Male"
"Christopher Brown","Male"
"Christopher M. Woodruff","Male"
"Christopher Goetz","Male"
"Christopher Ruhm","Male"
"Christopher Clark","Male"
"Christopher F. Chabris","Male"
"Christopher M. Herbst","Male"
"Christopher B. Barrett","Male"
"Christopher Smith","Male"
"Christopher Gunn","Male"
"Chun Martin Qiu","?"
"Claire Lebarz","Female"
"Claude Diebolt","?"
"Claudia M. Buch","Female"
"Claudia Senik","Female"
"Cletus C. Coughlin","Male"
"Colin Camerer","Male"
"Colleen Chrisinger","Female"
"Conner Mullally","?"
"Conny Olovsson","Female"
"Constant Tra","Male"
"Constantine Kontokosta","Male"
"Constantine Lyubimov","Male"
"Corrado Giulietti","Male"
"Cory Koedel","?"
"Costanza Meneghetti","Female"
"Craig Eschuk","Male"
"Craig McIntosh","Male"
"Craig Gundersen","Male"
"Cristian Dezso","Male"
"Cristina DeNardi","Female"
"Cynthia Kroll","Female"
"Cynthia Bansak","Female"
"Cyrus Bina","Male"
"Dalia Marin","Female"
"Dalibor Stevanovic","Male"
"Damian Grimshaw","Male"
"Dan Bennett","Male"
"Dan Lu","Male"
"Dan Lovallo","Male"
"Dan Christian Wunderli","Male"
"Dan A. Black","Male"
"Dana Rotz","?"
"Dana P. Goldman","?"
"Dana M. Muir","?"
"Daniel A. Dias","Male"
"Daniel E. Keniston","Male"
"Daniel S. Hamermesh","Male"
"Daniel Saros","Male"
"Daniel Bogart","Male"
"Daniel Smith","Male"
"Daniel Baurer","Male"
"Daniel Houser","Male"
"Daniel Patrick Murphy","Male"
"Daniel MacDonald","Male"
"Daniel Piccinin","Male"
"Daniel Leigh","Male"
"Daniel Coublucq","Male"
"Daniel Munoz","Male"
"Daniel Cohen","Male"
"Daniel Fetter","Male"
"Daniel B. Cornfield","Male"
"Daniel Santabarbara","Male"
"Daniel Kaufmann","Male"
"Daniel Karney","Male"
"Daniela Miteva","Female"
"Danielle Bäck","Female"
"Danilo Trupkin","Male"
"Danny McGowan","Male"
"Daphne Greenwood","Female"
"Dara N. Lee","?"
"Darius Miller","Male"
"Darrick Hamilton","Male"
"David Gabel","Male"
"David Cayla","Male"
"David A. Lopez","Male"
"David Kauper","Male"
"David L. Carr","Male"
"David Ross","Male"
"David L. Hummels","Male"
"David Mauer","Male"
"David B. Rosenblum","Male"
"David Ling","Male"
"David Macpherson","Male"
"David Mericle","Male"
"David Rosenbaum","Male"
"David Clark","Male"
"David Stromberg","Male"
"David Rothschild","Male"
"David A. Zalewski","Male"
"David Fairris","Male"
"David Warsh","Male"
"David H. Reiley","Male"
"David Hollywood","Male"
"David de la Croix","Male"
"David Schap","Male"
"David Chambers","Male"
"David Colander","Male"
"David Kotz","Male"
"David Zilberman","Male"
"David H. Romer","Male"
"David Anthoff","Male"
"David Frankel","Male"
"David Lewin","Male"
"David M. Kling","Male"
"David Barkin","Male"
"David Hirshleifer","Male"
"David I. Auerbach","Male"
"David Yanagizawa-Drott","Male"
"David S. Johnson","Male"
"David H. Autor","Male"
"David A. Hennessy","Male"
"Davide Furceri","Male"
"Dean Jolliffe","Male"
"Dean Spears","Male"
"Deb Figart","Female"
"Deborah Swenson","Female"
"Deborah M. Figart","Female"
"Deepak Rajagopal","Male"
"Denise Stanley","Female"
"Dennis Yang","Male"
"Derek Byerlee","Male"
"Derek Delia","Male"
"Desmond Tsang","Male"
"Desmond (Ho-Fu) Lo","Male"
"Devin Reilly","?"
"Dhaval M. Dave","Male"
"Di Li","?"
"Di Pei","?"
"Diego Gambetta","Male"
"Diego Sasson","Male"
"Diego Saravia","Male"
"Dilip K. Patro","Male"
"Dimitrios Tsomocos","Male"
"Dinara Bayazitova","Female"
"Ding Sai","?"
"Diogo L. Pinheiro","Male"
"Dirk Foremny","Male"
"Dmitriy Muravyev","Male"
"Dominick Salvatore","Male"
"Dominique Anxo","?"
"Dominique Gillaume","?"
"Dominique Plihon","?"
"Don Ross","Male"
"Donald Haurin","Male"
"Donald Keenan","Male"
"Donald W.K. Andrews","Male"
"Donald Robertson","Male"
"Dora Simroth","Female"
"Doron Avramov","Male"
"Doru Cojoc","Male"
"Dotan Persitz","Male"
"Doug Jones","Male"
"Douglas G. Steigerwald","Male"
"Duncan Foley","Male"
"Dylan Minor","?"
"Ed Hopkins","Male"
"Ed Gamber","Male"
"Edith Liu","Female"
"Edith Kuiper","Female"
"Edith Brashares","Female"
"Eduardo Saucedo","Male"
"Eduardo Azevedo","Male"
"Edward Nathan Wolff","Male"
"Edward Timmons","Male"
"Edward Green","Male"
"Edward Van Wesep","Male"
"Edward Coulson","Male"
"Einar Bakke","Male"
"Elaine McCrate","Female"
"Elena Loutskina","Female"
"Elena Nikolova","Female"
"Elias Albagli","Male"
"Elias L. Khalil","Male"
"Eliezer Fich","Male"
"Elijah Brewer","Male"
"Elinor Ostrom","Female"
"Elissa Braunstein","Female"
"Elizabeth Long Lingo","Female"
"Elizabeth Tashjian","Female"
"Elizabeth Nisbet","Female"
"Elizabeth Asiedu","Female"
"Elizabeth Shapiro","Female"
"Elke Holst","Female"
"Elke Jutta Jahn","Female"
"Ellen R. McGrattan","Female"
"Ellen P. Green","Female"
"Ellen Mutari","Female"
"Elroy Dimson","Male"
"Emanuel Vespa","Male"
"Emilia Garcia-Appendini","Female"
"Emilia Tjernstrom","Female"
"Emilio Gutierrez","Male"
"Emily Wiemers","Female"
"Enrica Croda","Female"
"Enrique Lopez Bazo","Male"
"Enrique Lopez Lira","Male"
"Erdal Tekin","Male"
"Eric Tymoigne","Male"
"Eric Glen Weyl","Male"
"Eric B. Rasmusen","Male"
"Eric Arentsen","Male"
"Eric Fesselmeyer","Male"
"Eric Posner","Male"
"Eric Van Buren","Male"
"Eric Michel Renault","Male"
"Erik O. Sorensen","Male"
"Erik Schokkaert","Male"
"Erik K. Olsen","Male"
"Erika McEntarfer","Female"
"Erin Godtland","Female"
"Erkan Yonder","Male"
"Ernst Maug","Male"
"Erwin Bulte","Male"
"Esther Jeffers","Female"
"Eugenia Chernina","Female"
"Eugenio Severin","Male"
"Eugenio M. Cerutti","Male"
"Eunice Han","Female"
"Eva Arceo","Female"
"Eva de Francisco","Female"
"Eva Marikova Leeds","Female"
"Evgenia Zhivotova","Female"
"Evgeny Finkel","Male"
"Eyob Fissuh","Male"
"Fabio Braggion","Male"
"Fabio Maccheroni","Male"
"Fabio Verona","Male"
"Fabrice Murtin","Male"
"Fabrizio Botti","Male"
"Federico Gavazzoni","Male"
"Fei Li","?"
"Felipe Serrano","Male"
"Felipe Rezende","Male"
"Felix Freudenberg","Male"
"Felix Rioja","Male"
"Felix North","Male"
"Feng Zhao","?"
"Ferhat Akbas","Male"
"Fernanda Leite Lopez de Leon","Female"
"Fernando Correa Prado","Male"
"Fidan Ana Kurtulus","?"
"Fidel Perez-Sebastian","Male"
"Filippo Cesarano","Male"
"Filippo Di Mauro","Male"
"Flavio de Andrade","Male"
"Florian Ploeckl","Male"
"Florian Schuett","Male"
"Forhad Shilpi","Male"
"Fouad Moumen","Male"
"Frances Cossar","Female"
"Francesca de Nicola","Female"
"Francesca Bettio","Female"
"Francesca Pancotto","Female"
"Francesca Molinari","Female"
"Francesco Galassi","Male"
"Francine D. Blau","Female"
"Francis Mulangu","?"
"Francisco Alvarez-Cuadrado","Male"
"Francisco Rodriguez-Fernandez","Male"
"Francisco Ruiz-Aliseda","Male"
"Frank Song","Male"
"Frannie A. Léautier","Female"
"Frederic Lee","Male"
"Frederica Romei","Female"
"Frederick Eggers","Male"
"Fredrick Guy","Male"
"Full Yet Eric Lam","?"
"Gabor Pula","Male"
"Gabriela Farfan","Female"
"Gabriela Aparicio","Female"
"Gabriele Gratton","?"
"Gabriella Alberti","Female"
"Gail Hoyt","Female"
"Gail Blattenberger","Female"
"Gal Hochman","?"
"Gani Aldashev","Male"
"Gary D. Hansen","Male"
"Gary A. Dymski","Male"
"Gary Walton","Male"
"Gary D. Painter","Male"
"Gary Skoog","Male"
"Gary Anderson","Male"
"Gary Charness","Male"
"Gauri Bhat","Female"
"Gayle Reznik","Female"
"Geert Rouwenhorst","Male"
"Geert Ridder","Male"
"Genevieve M. Kenney","Female"
"Geoff Barrows","Male"
"Geoffrey Turnbull","Male"
"Geoffrey Gee","Male"
"George Loewenstein","Male"
"Georgios Chortareas","Male"
"Gerald McCullough","Male"
"Gerald O'Driscoll","Male"
"Gerard van den Berg","Male"
"Gerhard Bosch","Male"
"German Blanco","Male"
"Ghazala Mansuri","Female"
"Ghazi A. Joharji","Male"
"Giacomo Valletta","Male"
"Giacomo Rondina","Male"
"Gianmarco Leon","Male"
"Gianni Betti","?"
"Gigi Foster","Female"
"Giorgio Zanarone","Male"
"Giorgio d’Agostino","Male"
"Giulio Zanella","Male"
"Giuseppe Fontana","Male"
"Gizem Kosar","Female"
"Glen Atkinson","Male"
"Glenn Harrison","Male"
"Gordon B. Dahl","Male"
"Graciela Teruel","Female"
"Greg Fischer","Male"
"Greg Asner","Male"
"Gregory Kadlec","Male"
"Gregory Udell","Male"
"Gregory P. Nini","Male"
"Guido Matias Cortes","Male"
"Guido G. Porto","Male"
"Guido Baltussen","Male"
"Guillaume F. Roger","Male"
"Guillaume Frechette","Male"
"Guillermo Vuletin","Male"
"Gustavo Vargas","Male"
"Hae Won Jung","?"
"Haider Kahn","Male"
"Hakan Yilmazkuday","Male"
"Hal R. Varian","Male"
"Hamid Sabourian","Male"
"Han Chen","?"
"Hannes Huett","Male"
"Hans Gersbachy","Male"
"Hans Degryse","Male"
"Hans Aasnes Holter","Male"
"Harald Hadinger","Male"
"Hardy Hanappi","Male"
"Hari Nagarajan","Male"
"Harini Parthasarathy","Female"
"Harold H. Zhang","Male"
"Harold J. McArthur","Male"
"Harry Paarsch","Male"
"Harry J. Holzer","Male"
"Hatem Samman","Male"
"Heather Antecol","Female"
"Heather Tookes","Female"
"Heidi Hartmann","Female"
"Heidi Shierholz","Female"
"Helen Neill","Female"
"Helena Marques","Female"
"Hema Swaminathan","?"
"Hendrik Schmitz","Male"
"Henri Buchsteiner","Male"
"Henry Munneke","Male"
"Hiroaki Kaido","Male"
"Hiroyuki Kasahara","Male"
"Hiroyuki Takeshima","Male"
"Hisham Foad","Male"
"Holger Strulik","Male"
"Homa Zarghamee","Female"
"Horacio Sapriza","Male"
"Howard Wial","Male"
"Howard Iams","Male"
"Howard J. Sherman","Male"
"Humberto Moreira","Male"
"Huseyin Yildirim","Male"
"Hyun Seung Na","?"
"Hyun Woong Park","?"
"Ian W.H. Parry","Male"
"Ian Sakinofsky","Male"
"Ian Sue Wing","Male"
"Ignacio Ortuno-Ortín","Male"
"Ilene Grabel","Female"
"Ilona Babenko","Female"
"Inna Cintina","Female"
"Ioana Moldovan","Female"
"Ira N. Gang","?"
"Ira Shoulson","?"
"Irena Grosfeld","Female"
"Irene Ibarra","Female"
"Irene van Staveren","Female"
"Irina A. Telyukova","Female"
"Irina Barakova","Female"
"Iris Bohnet","Female"
"Isaac Kanyama","Male"
"Isaac McFarlin","Male"
"Isabel Ruiz","Female"
"Isabelle Distinguin","Female"
"Isabelle Perrigne","Female"
"Issa Faye","?"
"Iulian Obreja","Male"
"Jacob K. Goeree","Male"
"Jacob LaRiviere","Male"
"Jacopo Baggio","Male"
"Jacqueline Agesa","Female"
"Jaideep Shenoy","Male"
"Jaideep Gupte","Male"
"Jake Rosenfeld","Male"
"Jake Mortenson","Male"
"Jakob Svensson","Male"
"Jakob B. Madsen","Male"
"Jamee Moudud","Female"
"James W. Berry","Male"
"James Fenske","Male"
"James Devine","Male"
"James Walker","Male"
"James Peach","Male"
"James Kau","Male"
"James N. Sanchirico","Male"
"James Ciecka","Male"
"James Cox","Male"
"James Stevenson","Male"
"James Lambrinos","Male"
"James Gillen","Male"
"James Andreoni","Male"
"James Carson","Male"
"James Kai-sing Kung","Male"
"James Manyika","Male"
"James Cypher","Male"
"James R. Barth","Male"
"James Shilling","Male"
"James Ronald Stanfield","Male"
"Jan Ondrich","?"
"Jan Svejnar","?"
"Jane Waldfogel","Female"
"Jane Karonga","Female"
"Jane Lopus","Female"
"Jane Holgate","Female"
"Janet Spitz","Female"
"Janice Compton","Female"
"Janice Hauge","Female"
"Janice Peterson","Female"
"Janine Empen","Female"
"Jared Rubin","Male"
"Jaren Pope","?"
"Jarrad Harford","Male"
"Jason Snyder","Male"
"Jason DeBacker","Male"
"Jason Hockenberry","Male"
"Jason Todd Abaluck","Male"
"Jason Taylor","Male"
"Jason Grissom","Male"
"Jason Sturgess","Male"
"Javier Santiago Ortiz Correa","Male"
"Jay Sa-Aadu","Male"
"Jean Kimmel","?"
"Jean Young","?"
"Jean Pierre Tranchant","?"
"Jean M. Abraham","?"
"Jean Marc Bonnisseau","?"
"Jean-Claude Trichet","Male"
"Jean-Paul Azam","Male"
"Jean-Yves Pitarakis","Male"
"Jeannette Wicks-Lim","Female"
"Jed Friedman","Male"
"Jeff Larrimore","Male"
"Jefferson Duarte","Male"
"Jeffrey Zax","Male"
"Jeffrey H. Keefe","Male"
"Jeffrey Weinstein","Male"
"Jeffrey Ely","Male"
"Jeffrey Hayes","Male"
"Jeffrey P. Cohen","Male"
"Jeffrey Wenger","Male"
"Jeffrey Coles","Male"
"Jeffrey Thompson","Male"
"Jeffrey A. Livingston","Male"
"Jeffrey DeSimone","Male"
"Jennifer Alix-Garcia","Female"
"Jennifer Polhemus","Female"
"Jennifer Gregory","Female"
"Jennifer Graves","Female"
"Jennifer Cohen","Female"
"Jennifer L. Jennings","Female"
"Jennifer Green","Female"
"Jens Prüfer","Male"
"Jens Hilscher","Male"
"Jens Eisenschmidt","Male"
"Jeremy Magruder","Male"
"Jeremy Blair Smith","Male"
"Jeremy Nailwaik","Male"
"Jeremy Graveline","Male"
"Jeremy T. Fox","Male"
"Jeremy L. Sage","Male"
"Jerold Warner","Male"
"Jessamyn Schaller","Female"
"Jesse Margolis","?"
"Jesse Perla","?"
"Jessie Zhenjie Qian","?"
"Jia Yan","?"
"Jian Wang","?"
"Jian Cai","?"
"Jiang Yang","?"
"Jiang Cheng","?"
"Jie Zhang","?"
"Jie Li","?"
"Jihad Dagher","Male"
"Jill Rubery","Female"
"Jill McCluskey","Female"
"Jim Siodla","Male"
"Jim Sweeney","Male"
"Jimmy Ran","Male"
"Jin Yang","?"
"Jing Wu","?"
"Joachim Zietz","Male"
"Joanne Lee","Female"
"Joel C. Cantor","Male"
"Joel Tarr","Male"
"Joel Melendez","Male"
"Joerg Bibow","Male"
"Joh Roberts","?"
"John J. Siegfried","Male"
"John Maheu","Male"
"John S. Earle","Male"
"John Kagel","Male"
"John Giles","Male"
"John Bennett","Male"
"John D. Wolken","Male"
"John Hall","Male"
"John Iceland","Male"
"John Mayo","Male"
"John Silvia","Male"
"John McConnell","Male"
"John K. Wald","Male"
"John Winters","Male"
"John Weicher","Male"
"John Kane","Male"
"John Lazarev","Male"
"John Matsusaka","Male"
"John J. Perry","Male"
"John Brock","Male"
"John Morrow","Male"
"John Chaisson","Male"
"John Ifcher","Male"
"John Hatfield","Male"
"John Glascock","Male"
"John Hauser","Male"
"John Strauss","Male"
"John Anyanwu","Male"
"John McLaren","Male"
"John P. Bonin","Male"
"John Maluccio","Male"
"John Muellbauer","Male"
"John Cotter","Male"
"John Clapp","Male"
"John V. Duca","Male"
"John R. Swinton","Male"
"Johnathan M. Parman","Male"
"Johnny Kang","Male"
"Jon H. Fiva","Male"
"Jonas Vlachos","Male"
"Jonathan Wittmer","Male"
"Jonathan Fisher","Male"
"Jonathan Cohn","Male"
"Jonathan Lee","Male"
"Jonathan A. Schwabish","Male"
"Jonathan Goldstein","Male"
"Jonathan Bauchet","Male"
"Jonathan Pritchett","Male"
"Jonathan Morduch","Male"
"Jonathan Berk","Male"
"Jonathan Brogaard","Male"
"Jongwon Woo","Male"
"Jordan Melmiès","?"
"Jordan Matsudaira","?"
"Jordi Vidal-Robert","?"
"Josef Hollmayr","Male"
"Joseph Nichols","Male"
"Joseph J. Sabia","Male"
"Joseph E. Stiglitz","Male"
"Joseph Williams","Male"
"Joseph Song","Male"
"Joshua K. Abbott","Male"
"Joshua Teitelbaum","Male"
"Joyce J. Chen","Female"
"Juan Luo","Male"
"Juan Matias Ortner","Male"
"Juan David Robalino","Male"
"Juan Santarcángelo","Male"
"Judith Scott-Clayton","Female"
"Juha Siikamaki","Male"
"Jules van Binsbergen","?"
"Julian Romero","Male"
"Julian Reiss","Male"
"Julian Cristia","Male"
"Juliana Y. Sun","Female"
"Julie H. Topoleski","Female"
"Julie Nelson","Female"
"Julie Riise Kolstad","Female"
"Julie Wu","Female"
"Juliet Elu","Female"
"Jun Hyung Yu","?"
"Jun Zhu","?"
"Jun Yu","?"
"Justin Syndor","Male"
"Justin M. Rao","Male"
"Justin Yifu Lin","Male"
"Jutta Günther","Female"
"Kai Hueschelrath","?"
"Kaoru Kanai","Female"
"Karen Macours","Female"
"Karim Chalak","Male"
"Karin Thorburn","Female"
"Karina Veliz Roja","Female"
"Karine Torosyan","Female"
"Karl David Boulware","Male"
"Karla J. Diaz Hadzisadikovic","Female"
"Karol Gil","?"
"Kate Warton","Female"
"Kate Bahn","Female"
"Katerina Christoploulou","Female"
"Katharine Sims","Female"
"Katherine Carman","Female"
"Kathleen McGarry","Female"
"Kathleen Segerson","Female"
"Kathleen Short","Female"
"Kathryn Birkeland","Female"
"Kathryn Dominguez","Female"
"Katja Neugebauer","Female"
"Katrin Rehdanz","Female"
"Katrine V. Løken","Female"
"Katsiaryna Bardos","Female"
"Katsumi Shimotsu","?"
"Kaushik Chaudhuri","Male"
"Kazi Abdur Rouf","?"
"Kazi Matin Ahmed","?"
"Kazim Kazimov","Male"
"Keith Fuglie","Male"
"Keith E. Maskus","Male"
"Ken Rebeck","Male"
"Kenneth Button","Male"
"Kenneth R. Ahern","Male"
"Kenneth Fortson","Male"
"Kenneth Couch","Male"
"Kent Zhao","Male"
"Kerry Vandell","?"
"Kevin W. Capehart","Male"
"Kevin B. Moore","Male"
"Kevin Stange","Male"
"Kevin J. Lansing","Male"
"Kevin J. Boyle","Male"
"Kien Le","Male"
"Kim Ruhl","?"
"Kirby Rattenbury","?"
"Kirill Zavodov","Male"
"Kirsten Wandschneider","Female"
"Kjell G. Salvanes","Male"
"Klaus Nielsen","Male"
"Klaus F. Zimmermann","Male"
"Knut Are Aastveit","Male"
"Kris Jacobs","?"
"Kristen Lloyd","Female"
"Kristian Lopez-Vargas","Male"
"Kristina McElheran","Female"
"Kristine Brown","Female"
"Kumiko Imai","Female"
"Kurt Rafael Verkest","Male"
"Kwabena Gyimah-Brempong","Male"
"Kwan Yong Lee","?"
"Kwan Ok Lee","?"
"Kyle Hood","Male"
"Kyung Hwan Baik","?"
"Lada Adamic","Female"
"Lan Shi","?"
"Lanny Zrill","?"
"Lara Shore-Sheppard","Female"
"Larry Wall","Male"
"Larry Chavis","Male"
"Lars Norden","Male"
"Laryssa Mykyta","Female"
"Laura Cardwell","Female"
"Laura Taylor","Female"
"Laura Feiveson","Female"
"Laura Tiehen","Female"
"Laura Paler","Female"
"Laura Ebert","Female"
"Laurel Rong","Female"
"Lauren Linzmeier","Female"
"Lauren Malone","Female"
"Laurent Weill","Male"
"Lawrence Mishel","Male"
"Lawrence M. Spizman","Male"
"Lawrence M. Kahn","Male"
"Leanne Ussher","Female"
"Lee Kristin Sandusky","?"
"Lee Howard Adler","?"
"Lei Xie","?"
"Leif Anders Thorsrud","Male"
"Leon Fernandez Bujanda","Male"
"Leonardo Corral","Male"
"Leonardo Madureira","Male"
