"","author","year"
"811","Tanju Yorulmazer","2016"
"812","Sören Radde","2016"
"813","Klavdia Zemlianova","2016"
"814","Binying Liu","2016"
"815","Taggert Brooks","2016"
"816","Mizuki Komura","2016"
"817","Simon Cornée","2016"
"818","Jinlan Ni","2016"
"819","Nicolas Robert Ziebarth","2016"
"820","H. Edward Freck III","2016"
"821","Ivan Moscati","2016"
"822","Yeon-Koo Che","2016"
"823","Bedassa Tadasse","2016"
"824","Bichaka Fayissa","2016"
"825","Deepankar Basu","2016"
"826","Sucharita Sinha Mukerjee","2016"
"827","Wolfram Elsner","2016"
"828","Amitrajeet A. Batabyal","2016"
"829","Rukmani Gounder","2016"
"830","Li-An Zhou","2016"
"831","Ivan Paya","2016"
"832","Harro Maas","2016"
"833","Wieland Müller","2016"
"834","Darshak Patel","2016"
"835","Xiaoyong Zheng","2016"
"836","Jura Liaukonyte","2016"
"837","Jubo Yan","2016"
"838","Maxim Boycko","2016"
"839","Marno Verbeek","2016"
"840","Zarek Brot-Goldberg","2016"
"841","Guoying Deng","2016"
"842","Hengchen Dai","2016"
"843","Zohal Hessami","2016"
"844","Jaakko Meriläinen","2016"
"845","Luis Fonseca","2016"
"846","Loriano Mancini","2016"
"847","Zhonghua Wu","2016"
"848","J. Tyler Leverty","2016"
"849","Thouraya Triki","2016"
"850","Parantap Basu","2016"
"851","Thien Le","2016"
"852","Kasahun Woldemariam","2016"
"853","In-Koo Cho","2016"
"854","Matias Vernengo","2016"
"855","Sébastien Pouget","2016"
"856","Ariell Reshef","2016"
"857","Cathérine Koch","2016"
"858","Qizhou Xiong","2016"
"859","Nabanita Datta Gupta","2016"
"860","Congyi Zhou","2016"
"861","Cesar Hidalgo","2016"
"862","Battista Severgnini","2016"
"863","Zouheir El-sahli","2016"
"864","Dongyan Ye","2016"
"865","Qinghai Wang","2016"
"866","M. Shahid Ebrahim","2016"
"867","Gangzhi Fan","2016"
"868","Jidong Zhou","2016"
"869","Julia R. Henly","2016"
"870","Moamen Gouda","2016"
"871","Jamein P. Cunningham","2016"
"872","Suyoun Han","2016"
"873","Lubomir Cingl","2016"
"874","Meguy Kuete","2016"
"875","Arnoud Boot","2016"
"876","Jinqiang Yang","2016"
"877","Shing-yang Hu","2016"
"878","Nobuhiko Fuwa","2016"
"879","Xiaochuan Xing","2016"
"880","Tiemen Woutersen","2016"
"881","Hening Liu","2016"
"882","Yoosoon Chang","2016"
"883","Björn Imbierowicz","2016"
"884","Bity Diene","2016"
"885","Misak Avetisyan","2016"
"886","Shakeeb Khan","2016"
"887","Diana Greenwald","2016"
"888","Junjian Yi","2016"
"889","Luis Iván Alfaro","2016"
"890","Joseba Martinez","2016"
"891","Andres Fernandez","2016"
"892","Andres Elberg","2016"
"893","Xuhui (Nick) Pan","2016"
"894","Jungsuk Han","2016"
"895","Shaojun Zhang","2016"
"896","Maxim Mironov","2016"
"897","Evžen Kočenda","2016"
"898","Nabamita Dutta","2016"
"899","Rocio Titiunik","2016"
"900","Yaoyi Xi","2018"
"901","Fangfang Du","2018"
"902","In Ji Jang","2018"
"903","Esben Christensen","2018"
"904","Shantaram Hegde","2018"
"905","Arup Ganguly","2018"
"906","Gilna Samuel","2018"
"907","Youngmin Choi","2018"
"908","Ruchith Dissanayake","2018"
"909","Pengfei Liu","2018"
"910","Julia Schmieder","2018"
"911","Osea Giuntella","2018"
"912","Shatakshee Dhongde","2018"
"913","Tetsushi Sonobe","2018"
"914","Hector Calvo-Pardo","2018"
"915","Chryssi Giannitsarou","2018"
"916","Phurichai Rungcharoenkitkul","2018"
"917","Se-Jik Kim","2018"
"918","Joacim Tåg","2018"
"919","Leonard Kostovetsky","2018"
"920","Fenghua Song","2018"
"921","Nagpurnanand R. Prabhala","2018"
"922","Ruihui Xu","2018"
"923","Yimin Yi","2018"
"924","Luis Locay","2018"
"925","Tuan-Hwee Sng","2018"
"926","J. Aislinn Bohren","2018"
"927","Sungoh Kwon","2018"
"928","Monica Costa Dias","2018"
"929","Graciana Rucci","2018"
"930","Vahagn Jerbashian","2018"
"931","Ozlem Onaran Prof","2018"
"932","Jósef Sigurdsson","2018"
"933","Yalin Gunduz","2018"
"934","Oguzhan Ozbas","2018"
"935","Bradyn Breon-Drish","2018"
"936","Janne Engblom","2018"
"937","Tae-Hee Jo","2018"
"938","Chengchun Li","2018"
"939","Debasri Mukherjee","2018"
"940","Monica Bhole","2018"
"941","Tzu-Ting Yang","2018"
"942","Adrian Lee","2018"
"943","Leonce Ndikumana","2018"
"944","Bity Diene","2018"
"945","Mortiz Schularick","2018"
"946","Simon Rottke","2018"
"947","Junbo Wang","2018"
"948","Ivan Alfaro","2018"
"949","Zhenhua Chen","2018"
"950","Sangwon Lee","2018"
"951","Zhonghua Wu","2018"
"952","Angshuman Gooptu","2018"
"953","Polona Domadenik","2018"
"954","Chuanqian Zhang","2018"
"955","Asimina Christoforou","2018"
"956","Shang-jin Wei","2018"
"957","Gregori Galofre-Vila","2018"
"958","Gisle James Natvik","2018"
"959","Monica Garcia-Perez","2018"
"960","Asit Mazumder","2018"
"961","Xingtan Zhang","2018"
"962","Andres Gonzalez","2018"
"963","Jihong Song","2018"
"964","Manja Gärtner","2018"
"965","Johanna Mollerstrom","2018"
"966","Adrian Hamins-Puertolas","2018"
"967","Aydoğan Alti","2018"
"968","Michalis Vasios","2018"
"969","S. Sarah Zhang","2018"
"970","Sohnke Bartram","2018"
"971","Chamna Yoon","2018"
"972","Takayuni Nakahara","2018"
"973","J. Dennis Chasse","2018"
"974","Mingzuo Sun","2018"
"975","Yeon-Koo Che","2018"
"976","Fuhito Kojima","2018"
"977","Yuqing Zhou","2018"
"978","Diery Seck","2018"
"979","Oladele Omosegbon","2018"
"980","Savvina Chowdhury","2018"
"981","Kijong Kim","2018"
"982","Bichaka Fayissa","2018"
"983","Stephan J. Goetz","2018"
"984","Songman Kang","2018"
"985","Giannina Vaccaro","2018"
"986","Mogens Fosgerau","2018"
"987","Eckhard Janeba","2018"
"988","Metodij Hadzi-Vaskov","2018"
"989","Jongrim Ha","2018"
"990","Günter Strobl","2018"
"991","Xinjie Wang","2018"
"992","Vojislav Maksimovic","2018"
"993","Reinhard Ellwanger","2018"
"994","Sokbae Lee","2018"
"995","Aselia Urmanbetova","2018"
"996","Gori Olusina-Daniel","2018"
"997","Raul Caruso","2018"
"998","M. Mostak Ahamed","2018"
"999","Saktinil Roy","2018"
"1000","Suqin Ge","2018"
"1001","Zhaoyue Teng","2018"
"1002","Jipeng Zhang","2018"
"1003","Belton M. Fleisher","2018"
"1004","Deming Wu","2018"
"1005","Doh-Shin Jeon","2018"
"1006","Moamen Gouda","2018"
"1007","W. Grimme","2018"
"1008","S. Maioli","2018"
"1009","Anming Zhang","2018"
"1010","Marieta V. Velikova","2018"
"1011","Srečko Zimic","2018"
"1012","Jakina Debnam","2018"
"1013","Carycruz M. Bueno","2018"
"1014","Jiafu An","2018"
"1015","Wenxuan Hou","2018"
"1016","Ayse Kabukcuoglu","2018"
"1017","Siavesh Radpour","2018"
"1018","Mariassunta Giannetti","2018"
"1019","Sheng-Jun Xu","2018"
"1020","Yingdi Wang","2018"
"1021","Huaizhi Chen","2018"
"1022","Hong Zhang","2018"
"1023","Leonce Bargeron","2018"
"1024","Atonu Rabbani","2018"
"1025","Charalampos Konstantinidis","2018"
"1026","Matías Vernengo","2018"
"1027","Xuening Wang","2018"
"1028","M. Melinda Pitts","2018"
"1029","D. Sebastian Tello-Trillo","2018"
"1030","Jamein P. Cunningham","2018"
"1031","Guodong Chen","2018"
"1032","Minjoon Lee","2018"
"1033","Tong-yob Nam","2018"
"1034","Johanna Fajardo-Gonzalez","2018"
"1035","Siegwart Lindenberg","2018"
"1036","Jörgen Weibull","2018"
"1037","Gujun He","2018"
"1038","Zhiyao Chen","2018"
"1039","Hongda Zhong","2018"
"1040","Xiaoguang Yang","2018"
"1041","Ritam Chaurey","2018"
"1042","Dasol Kim","2018"
"1043","Chongyu Wang","2018"
"1044","Novica Supic","2018"
"1045","Balbinder Singh Gill","2018"
"1046","Eun-young Shim","2018"
"1047","Engy Ziedan","2018"
"1048","Kandarp Srinivasan","2018"
"1049","Nivedhitha Subramanian","2018"
"1050","Ipshita Pal","2018"
"1051","Marinella Leone","2018"
"1052","Marzie Taheri Sanjani","2018"
"1053","Muhamet Yildiz","2018"
"1054","Ruixun Zhang","2018"
"1055","Eskil Heinesen","2018"
"1056","Pinka Chatterji","2018"
"1057","Qingqing Cao","2018"
"1058","Marliese Uhrig-Homburg","2018"
"1059","Aazam Virani","2018"
"1060","Na Zhang","2018"
"1061","Berardino Palazzo","2018"
"1062","Zihuan Wang","2018"
"1063","Stephan Puhringer","2018"
"1064","Ruqu Wang","2018"
"1065","TangRen Feng","2018"
"1066","Shaowei Ke","2018"
"1067","Jingchao Li","2018"
"1068","Katsuhiko Nishiyama","2018"
"1069","Tin-Chun Lin","2018"
"1070","Zarrina Jurakulova","2018"
"1071","Jingbin He","2018"
"1072","Yao-Min Chiang","2018"
"1073","Szabolcs Blazsek","2018"
"1074","Bjorn Richter","2018"
"1075","Vegard Høghaug Larsen","2018"
"1076","Haoming Chen","2018"
"1077","Carlianne Patrick","2018"
"1078","Yildiray Yildrim","2018"
"1079","Eul Noh","2018"
"1080","Baban Hasnat","2018"
"1081","Youzhi Yang","2018"
"1082","Seyed Mohammadreza Davoodalhosseini","2018"
"1083","Xiaoxia Shi","2018"
"1084","Victor Aguirregabiria","2018"
"1085","Ruitian Lang","2018"
"1086","Tanadej Vechsuruck","2018"
"1087","Qiaozhi Hu","2019"
"1088","Vasso Ioannidou","2019"
"1089","Dimuthu Ratnadiwakara","2019"
"1090","Talina Sondershaus","2019"
"1091","Tomas Fiala","2019"
"1092","Rüdiger Weber","2019"
"1093","Xinzheng Shi","2019"
"1094","Yeqing Zhang","2019"
"1095","P. Joakim Westerholm","2019"
"1096","Jinyuan Zhang","2019"
"1097","Yangming Bao","2019"
"1098","Luis Lopez","2019"
"1099","Yibin Liu","2019"
"1100","Joren Koëter","2019"
"1101","Xunhua Su","2019"
"1102","Hongsheng Zhang","2019"
"1103","Aubhik Khan","2019"
"1104","Julia Thomas","2019"
"1105","Cauê Dobbin","2019"
"1106","Gisle Natvik","2019"
"1107","Ingolf Dittmann","2019"
"1108","Weikang Zhu","2019"
"1109","Yunan Liu","2019"
"1110","Xiaoxia Zhou","2019"
"1111","Matthijs Korevaar","2019"
"1112","Tianyang Xi","2019"
"1113","Xiumin Martin","2019"
"1114","Kandarp Srinivasan","2019"
"1115","Wenxiao Wang","2019"
"1116","Rinchan Ali Mirza","2019"
"1117","Bertille Antoine","2019"
"1118","Aurélien Saïdi","2019"
"1119","Hodaka Morita","2019"
"1120","Cheng-Tao Tang","2019"
"1121","Guangjun Qu","2019"
"1122","Jose Galvez","2019"
"1123","Luis Ribera","2019"
"1124","Congyi Zhou","2019"
"1125","Yosub Jung","2019"
"1126","Bhargavi Sakthivel","2019"
"1127","Simon Quinn","2019"
"1128","M. Daniele Paserman","2019"
"1129","Danula Gamage","2019"
"1130","Elyas Fermand","2019"
"1131","Uta Schönberg","2019"
"1132","Dhammika Dharmapala","2019"
"1133","Orgul Ozturk","2019"
"1134","Yijuan Chen","2019"
"1135","Kyungmin (Teddy) Kim","2019"
"1136","Zhifeng Cai","2019"
"1137","Hadiye Aslan","2019"
"1138","Lixin Huang","2019"
"1139","Yi-Tsung Lee","2019"
"1140","Lifa Huang","2019"
"1141","Xiaoqing Xu","2019"
"1142","Hongfei Tang","2019"
"1143","Nauro Campos","2019"
"1144","Hartmut Lehmann","2019"
"1145","Kseniia Gatskova","2019"
"1146","Jarko Fidrmuc","2019"
"1147","Nodir Djanibekov","2019"
"1148","Nozilakhon Mukhamedova","2019"
"1149","Asimina Christoforou","2019"
"1150","Stephan Lauermann","2019"
"1151","Xianwu Zhang","2019"
"1152","Victor Zhorin","2019"
"1153","Shimaa Hanafy","2019"
"1154","Francesina Jackson","2019"
"1155","Jiequn Han","2019"
"1156","Gergory Torrell","2019"
"1157","S Anukriti","2019"
"1158","Huw Edwards","2019"
"1159","Aslihan Gizem Korkmaz","2019"
"1160","Ayhab Saad","2019"
"1161","Kuan-Ju Chen","2019"
"1162","Efthymia Kyriakopoulou","2019"
"1163","Ivan Fernandez-Val","2019"
"1164","Javaeria Qureshi","2019"
"1165","Jörn-Steffen Pischke","2019"
"1166","Tymon Słoczyński","2019"
"1167","Panle Barwick","2019"
"1168","Sisir Debnath","2019"
"1169","Shibiru Ayalew","2019"
"1170","Na'ama Shenhav","2019"
"1171","Nicolas Werquin","2019"
"1172","Ruoying Wang","2019"
"1173","Ferran Vendrell-Herrero","2019"
"1174","Lourenco S. Paz","2019"
"1175","Panu Poutvaara","2019"
"1176","Mariassunta Giannetti","2019"
"1177","Guanmin Liao","2019"
"1178","Vojislav Maksimovic","2019"
"1179","Harjoat Bhamra","2019"
"1180","K. Ramesh","2019"
"1181","Ivan Marinovic","2019"
"1182","Yicheng Zhu","2019"
"1183","Yildiray Yildirim","2019"
"1184","Antoon Spithoven","2019"
"1185","Simon Lapointea","2019"
"1186","Janne Tukiainen","2019"
"1187","Piruz Saboury","2019"
"1188","Emeric Henry","2019"
"1189","Miaomiao Dong","2019"
"1190","Ctirad Slavik","2019"
"1191","Joao Duarte","2019"
"1192","ozlem kina","2019"
"1193","Qiaozhu Mei","2019"
"1194","Giandomenica Becchio","2019"
"1195","Oscar Arce","2019"
"1196","Robynn Cox","2019"
"1197","José Tessada","2019"
"1198","Zixia Sheng","2019"
"1199","Yingguang Zhang","2019"
"1200","Vesa Pursiainen","2019"
"1201","Huancheng Du","2019"
"1202","Dionissi Aliprantis","2019"
"1203","Andrés Gonzalez Gomez","2019"
"1204","Artashes Karapetyan","2019"
"1205","D. Wade Hands","2019"
"1206","Matias Busso","2019"
"1207","Naercio A. Menezes Filho","2019"
"1208","Akpan H. Ekpo","2019"
"1209","Douglason G. Omotor","2019"
"1210","Uduakobong Inam","2019"
"1211","Mevlude Akbulut-Yuksel","2019"
"1212","Manoel Bittencourt","2019"
"1213","Pallab Ghosh","2019"
"1214","Hervé Le Bihan","2019"
"1215","Hongxun Ruan","2019"
"1216","Hongbiao Zhao","2019"
"1217","C.Y. Choi","2019"
"1218","Jose M. Fernandez","2019"
"1219","Stephan Gohmann","2019"
"1220","Kodjo Aflagah","2019"
"1221","Evzen Kocenda","2019"
"1222","Prasenjit N. Ghosh","2019"
"1223","Kose John","2019"
"1224","Jongsub Lee","2019"
"1225","Yingyao Hu","2019"
"1226","Robbee Wedow","2019"
"1227","Anming Zhang","2019"
"1228","Lingyu Kong","2019"
"1229","Lung-Fei Lee","2019"
"1230","Victor Owusu","2019"
"1231","Yabisi Wen","2019"
"1232","Areerat Kichkha","2019"
"1233","Marieta Velikova","2019"
"1234","Clémentine Van Effenterre","2019"
"1235","Tirupam Goel","2019"
"1236","Adrian Hamins-Puertolas","2019"
"1237","Tamás Fleiner","2019"
"1238","C.J. Libassi","2019"
"1239","Bocar Ba","2019"
"1240","Hyunseok Jung","2019"
"1241","Hongzhe Shan","2019"
"1242","Chenhao Tan","2019"
"1243","Huaizhi Chen","2019"
"1244","Ruidi Huang","2019"
"1245","Shiyang Huang","2019"
"1246","Cheuk Shing Leung","2019"
"1247","Tingyu Zhou","2019"
"1248","Keyang Li","2019"
"1249","Xiangyu Guo","2019"
"1250","Daxuan Zhao","2019"
"1251","Saravana Ravindran","2019"
"1252","Tae-Hee Jo","2019"
"1253","Guosong Xu","2019"
"1254","Robertas Zubrickas","2019"
"1255","Fafanyo Asiseh","2019"
"1256","Zhandos Ybrayev","2019"
"1257","Nagore Iriberri","2019"
"1258","Johanna Posch","2019"
"1259","Miguel Boucinha","2019"
"1260","Alemayehu Seyoum Taffesse","2019"
"1261","Gharad Bryan","2019"
"1262","Chenxi Lu","2019"
"1263","Goeun Choi","2019"
"1264","Ines Chaieb","2019"
"1265","Jianan Liu","2019"
"1266","Boqian Jiang","2019"
"1267","Xiaofang Dong","2019"
"1268","Qinyi Liu","2019"
"1269","Haizheng Li","2019"
"1270","Yinghua He","2019"
"1271","Simon Board","2019"
"1272","Ivan Petrella","2019"
"1273","Sudipta Basu","2019"
"1274","Joao Paulo de Souza","2019"
"1275","Zareh Asatryan","2019"
"1276","Julia Cajal-Grossi","2019"
"1277","Adrian Chadi","2019"
"1278","Iacopo Morchio","2019"
"1279","Monica Costa-Dias","2019"
"1280","Simon Franklin","2019"
"1281","Wenting Ma","2019"
"1282","Jean-David Sigaux","2019"
"1283","Simon Smith","2019"
"1284","Yingchun Liu","2019"
"1285","Xiangou Deng","2019"
"1286","Lingxiao Li","2019"
"1287","Yannan (Lily) Shen","2019"
"1288","Yiqiang Han","2019"
"1289","Lekha Chakraborty","2019"
"1290","Stijn van Weezel","2019"
"1291","Wenyu Wang","2019"
"1292","Yicheng Wang","2019"
"1293","Qingqing Cao","2019"
"1294","Renata Narita","2019"
"1295","Lorissa Pagán","2019"
"1296","Zoë Cullen","2019"
"1297","Armagan Gezici","2019"
"1298","Jean-Charles Rochet","2019"
"1299","Mengjie Pan","2019"
"1300","Aureo de Paula","2019"
"1301","Alpaslan Akay","2019"
"1302","Sofoklis Goulas","2019"
"1303","Huacheng Zhang","2019"
"1304","Yaqing Xiao","2019"
"1305","Jiekun Huang","2019"
"1306","Haoyang Liu","2019"
"1307","Justinas Pelenis","2019"
"1308","Molin Zhong","2019"
