"","author","year","gender"
"696","Hein Bogaard",2011,"M"
"697","Antoon Spithoven",2011,"M"
"698","Tomoki Fujii",2011,"M"
"699","Murillo Campello",2011,"M"
"700","Rodney Green",2011,"M"
"701","Shakun Datta",2011,"F"
"702","Kalena Cortes",2011,"F"
"703","Climent Quintana-Domeque",2011,"M"
"704","Jaanika Meriküll",2011,"F"
"705","Simen Markussen",2011,"M"
"706","Ambrus Kecskes",2011,"M"
"707","Jarko Fidrmuc",2011,"M"
"708","Iikka Korhonen",2011,"M"
"709","Jesus Ferreiro",2011,"M"
"710","Ke-Li Xu",2011,"M"
"711","Taoufik Bouezmarni",2011,"M"
"712","Haiping Zhang",2011,"M"
"713","Tae-Hee Jo",2011,"M"
"714","Luis Orea",2012,"M"
"715","Nidhiya Menon",2012,"F"
"716","AngGang Hu",2012,"M"
"717","Kerk L. Phillips",2012,"M"
"718","Ake Blomqvist",2012,"M"
"719","Kosali Simon",2012,"F"
"720","Seonghoon Cho",2012,"M"
"721","Wiola Dziuda",2012,"F"
"722","Batchimeg Sambalaibat",2012,"F"
"723","Chuan-Yang Hwang",2012,"M"
"724","Krishnamoorthy Narasimhan",2012,"M"
"725","Allaudeen Hameed",2012,"M"
"726","Carsten Sprenger",2012,"M"
"727","Iikka Korhonen",2012,"M"
"728","Jinqiang Yang",2012,"M"
"729","Xiaowen Fu",2012,"M"
"730","Hayri Onal",2012,"M"
"731","Niven Winchester",2012,"M"
"732","Aaditya Mattoo",2012,"M"
"733","Yoonbai Kim",2012,"M"
"734","Olivia Mitchell",2012,"F"
"735","C.F. Sirmans",2012,"M"
"736","Rudai Yang",2012,"M"
"737","Qingyuan Du",2012,"M"
"738","Carsten Burhop",2012,"M"
"739","Kyoo il Kim",2012,"M"
"740","Zaifu Yang",2012,"M"
"741","Yu-Chin Hsu",2012,"M"
"742","Miguel A. Delgado",2012,"M"
"743","Yoonseok Lee",2012,"M"
"744","Theofanis Tsoulouhas",2012,"M"
"745","Tazewell V. Hurst III",2012,"M"
"746","Baoline Chen",2012,"F"
"747","Xingwang Qian",2012,"M"
"748","Haibo Xu",2012,"M"
"749","Loriano Mancini",2012,"M"
"750","Pierre-André Chiappori",2012,"M"
"751","Fuhito Kojima",2012,"M"
"752","Po-Hsuan Hsu",2012,"M"
"753","Dongmei Li",2012,"F"
"754","Z. Nuray Guner",2012,"F"
"755","Coady Wing",2012,"M"
"756","Ginka Borisova",2012,"F"
"757","Leng Lee",2012,"M"
"758","Le Wang",2012,"M"
"759","Krislert Samphantharak",2012,"M"
"760","Hongjun Yan",2012,"M"
"761","Jinfan Zhang",2012,"M"
"762","Heski Bar-Isaac",2012,"M"
"763","Minqi Li",2012,"M"
"764","Ingvild Almås",2012,"F"
"765","Sanders Chang",2012,"M"
"766","Sónia Torres",2012,"F"
"767","Aico van Vuuren",2012,"M"
"768","Leonard Mirman",2012,"M"
"769","Lucjan T. Orlowski",2012,"M"
"770","Toralf Pusch",2012,"M"
"771","Erdogan Bakir",2012,"M"
"772","Marinko Skare",2012,"M"
"773","Mingwei Liu",2012,"M"
"774","Leonce Ndikumana",2012,"M"
"775","Juan-Pablo Nicolini",2012,"M"
"776","Eeshani Kandpal",2012,"F"
"777","Samuli Knüpfer",2012,"M"
"778","Merih Sevilir",2012,"F"
"779","Swarn Chatterjee",2012,"M"
"780","Jose Martinez",2012,"M"
"781","Luosha Du",2012,"F"
"782","Shayak Sarkar",2012,"M"
"783","Madanmohan Ghosh",2012,"M"
"784","Austan D. Goolsbee",2012,"M"
"785","Shakeeb Khan",2012,"M"
"786","Fida Karam",2012,"F"
"787","Tomas Sjostrom",2012,"M"
"788","Mehrene Larudee",2012,"F"
"789","Sanjukta Roy",2012,"F"
"790","B. P. Chandramohan",2012,"M"
"791","Jay-Pil Choi",2012,"M"
"792","Seonghoon Jeon",2012,"M"
"793","Taeyoon Sung",2012,"M"
"794","A. J. Malliaris",2012,"M"
"795","Léonce Ndikumana",2012,"M"
"796","Harounan Kazianga",2012,"M"
"797","Shizuka Nishikawa",2012,"F"
"798","Satyajit Ghosh",2012,"M"
"799","Areerat Kichkha",2012,"F"
"800","Carsten Lange",2012,"M"
"801","Fahlino Sjuib",2012,"M"
"802","Refet S Gurkaynak",2012,"M"
"803","Archawa Paweenawat",2012,"M"
"804","Amiyatosh K. Purnanandam",2012,"M"
"805","Fenghua Song",2012,"M"
"806","Thi Minh-Phuong Ngo",2012,"F"
"807","Seiro Ito",2012,"M"
"808","J. Barkley Rosser",2012,"M"
"809","Menzie Chinn",2012,"M"
"810","Rodney J. Garratt",2012,"M"
"811","Benamar Abdelhak",2012,"M"
"812","Kaustav Misra",2012,"M"
"813","Tin-Chun Lin",2012,"M"
"814","LaVaughn M. Henry",2012,"M"
"815","V. Kerry Smith",2012,"M"
"816","Yangbo Du",2012,"M"
"817","Tatsuyoshi Matsumae",2012,"M"
"818","Ryoichi Namba",2012,"M"
"819","Yulei Luo",2012,"M"
"820","Jorg Rocholl",2012,"M"
"821","Neeltje van Horen",2012,"F"
"822","Renata Heilman",2012,"F"
"823","Konan Chan",2012,"M"
"824","Qinghai Wang",2012,"M"
"825","Denitsa Stefanova",2012,"F"
"826","Jiro Yoshida",2012,"M"
"827","Marieme Lo",2012,"F"
"828","Junghyung Park",2012,"F"
"829","Mariassunta Giannetti",2012,"F"
"830","Hyun-Sook Kim",2012,"F"
"831","Pengjie Gao",2012,"M"
"832","Jiekun Huang",2012,"M"
"833","Helge Peukert",2012,"M"
"834","Diana L. Strassmann",2012,"F"
"835","Svenn Jensen",2012,"M"
"836","Muhamet Yildiz",2012,"M"
"837","Rongning Wu",2012,"M"
"838","Rocardo Correa",2012,"M"
"839","Fenella Carpena",2012,"F"
"840","Se-Jik Kim",2012,"M"
"841","Arnildo Correa",2012,"M"
"842","Tugkan Tuzun",2012,"M"
"843","Josheph Gyourko",2012,"M"
"844","WenLan Qian",2012,"F"
"845","Ciriyam Jayaprakash",2012,"M"
"846","Quoc-Anh Do",2012,"M"
"847","Aureo de Paula",2012,"M"
"848","HuiHua Nie",2012,"M"
"849","Ainhoa Urtasum",2012,"F"
"850","R. Glenn Hubbard",2012,"M"
"851","Codrina Rada Von Arnim",2012,"F"
"852","J.M. Ian Salas",2013,"M"
"853","J. Peter Neary",2013,"M"
"854","Vijayendra Rao",2013,"M"
"855","M Dolores Collado",2013,"F"
"856","Veronica Rappoport",2013,"F"
"857","Markku Kaustia",2013,"M"
"858","H. Shawn Mobbs",2013,"M"
"859","Anzelika Zaiceva",2013,"F"
"860","Aloisio Pessoa Araujo",2013,"M"
"861","Shuyang Sheng",2013,"F"
"862","Simon Board",2013,"M"
"863","Edeltraud Hanappi-Egger",2013,"F"
"864","Sanjukta Chaudhuri",2013,"M"
"865","J. Adam Cobb",2013,"M"
"866","Jaeseung Kim",2013,"M"
"867","Leonard Greenhalgh",2013,"M"
"868","Jiawen Yang",2013,"M"
"869","Deepankar Basu",2013,"M"
"870","Xinshen Diao",2013,"F"
"871","Nazaire Houssou",2013,"M"
"872","Futoshi Yamauchi",2013,"M"
"873","Keirjiro Otsuka",2013,"M"
"874","Yaohui Zhao",2013,"F"
"875","Tae-hwan Rhee",2013,"M"
"876","E. Ray Dorsey",2013,"M"
"877","Jose Faias",2013,"M"
"878","Tore Leite",2013,"M"
"879","Avanidhar Subrahmanyam",2013,"M"
"880","Qianqiu Liu",2013,"M"
"881","J. Bradley Karl",2013,"M"
"882","J. David Cummins",2013,"M"
"883","Tzuting Lin",2013,"F"
"884","Qiming Wang",2013,"M"
"885","Kose John",2013,"M"
"886","Tuan-Hwee Sng",2013,"M"
"887","Syngjoo Choi",2013,"M"
"888","Hilde C. Bjornland",2013,"F"
"889","Sheheryar Banuri",2013,"M"
"890","Anusua Datta",2013,"F"
"891","Kosali Simon",2013,"F"
"892","Zhongyi Wang",2013,"F"
"893","Ariun Ishdorj",2013,"F"
"894","Biplab Ghosh",2013,"M"
"895","Wu-kuang Cun",2013,"M"
"896","Sucharita Sinha Mukherjee",2013,"F"
"897","Myeong-Su Yun",2013,"M"
"898","Sharun Mukand",2013,"M"
"899","Mufaddal Baxamusa",2013,"M"
"900","Kiat Ying Seah",2013,"F"
"901","Neeltje van Horen",2013,"F"
"902","Wenyi Shen",2013,"F"
"903","Victor Aguirregabiria",2013,"M"
"904","Luis Castro",2013,"M"
"905","Matteusz Filipski",2013,"M"
"906","Guiying (Laura) Wu",2013,"F"
"907","Peichu Xie",2013,"M"
"908","Liugang Sheng",2013,"M"
"909","Yongmin Chen",2013,"M"
"910","Thesia I. Garner",2013,"F"
"911","Ozkan Eren",2013,"M"
"912","Madhuparna Kolay",2013,"F"
"913","Fangming Xu",2013,"M"
"914","Huainan Zhao",2013,"M"
"915","Zackary Hawley",2013,"M"
"916","Xiaohu Wang",2013,"M"
"917","Juanjuan Zhang",2013,"F"
"918","Fuhai Hong",2013,"M"
"919","Özgür Orhangazi",2013,"M"
"920","Luis Rubalcava",2013,"M"
"921","Gharad Bryan",2013,"M"
"922","Mevlude Akbulut-Yuksel",2013,"F"
"923","Luis Araujo",2013,"M"
"924","Quoc Nguyen",2013,"M"
"925","Sugata Ray",2013,"M"
"926","Jing-Zhi Jay Huang",2013,"M"
"927","Xudong An",2013,"M"
"928","Yongheng Deng",2013,"M"
"929","Ludger Schuknecht",2013,"M"
"930","Ansgar Belke",2013,"M"
"931","Xiumin Martin",2013,"F"
"932","Simon Burke",2013,"M"
"933","Simon Peter Anderson",2013,"M"
"934","Jidong Zhou",2013,"M"
"935","Hyungsik Roger Moon",2013,"M"
"936","Rolland Zullo",2013,"M"
"937","Simon Mohun",2013,"M"
"938","Sushanta Mallick",2013,"M"
"939","Misuru Igami",2013,"M"
"940","Lucjan Orlowski",2013,"M"
"941","M. Kate Bundorf",2013,"F"
"942","Patricia Yanez-Pagans",2013,"F"
"943","Birte Snilstveit",2013,"F"
"944","Shailender Swaminathan",2013,"M"
"945","Ruben Hernandez-Murillo",2013,"M"
"946","Qiuqiong Huang",2013,"F"
"947","Julia K. Thomas",2013,"F"
"948","Minchung Hsu",2013,"M"
"949","Takatoshi Tabuchi",2013,"M"
"950","J. Ryan Lamare",2013,"M"
"951","Shawkat Hammoudeh",2013,"M"
"952","Mwangi wa Githinji",2013,"M"
"953","Wen-Tai Hsu",2013,"M"
"954","Erdogan Bakir",2013,"M"
"955","Soohyung Lee",2013,"F"
"956","Daiji Kawaguchi",2013,"M"
"957","Mathijs van der Loos",2013,"M"
"958","Selver Derya Uysal",2013,"F"
"959","Maik Schmeling",2013,"M"
"960","Brigham Russell Frandsen",2013,"M"
"961","Renos Vakis",2013,"M"
"962","Subha Mani",2013,"F"
"963","Ngo Van Long",2013,"M"
"964","Seppo Ikaheimo",2013,"M"
"965","Yingcong Lan",2013,"F"
"966","Wen-Chi Liao",2013,"M"
"967","Jianjun Li",2013,"M"
"968","Hatthachan Phimphanthavong",2013,"M"
"969","Deokwoo Nam",2013,"M"
"970","Taeree Wang",2013,"F"
"971","V. Joseph Hotz",2013,"M"
"972","Swasti Gupta-Mukherjee",2013,"F"
"973","Haitao Li",2013,"M"
"974","Bertille Antoine",2013,"F"
"975","Taekyoon Lim",2013,"M"
"976","Haiqiang Chen",2013,"M"
"977","Yongmiao Hong",2013,"M"
"978","Bhaskaran Swaminathan",2013,"M"
"979","Yeon-Koo Che",2013,"M"
"980","Rajashri Chakrabarti",2013,"F"
"981","Stephan Dieckmann",2013,"M"
"982","Yanchun Zhang",2013,"M"
"983","F. Gregory Hayden",2013,"M"
"984","Masaharu Kuhara",2013,"M"
"985","Hanzhe Zhang",2014,"M"
"986","Heinrich Ursprung",2014,"M"
"987","Juanna Joensen",2014,"F"
"988","Oscar A. Mitnik",2014,"M"
"989","Zohal Hessami",2014,"F"
"990","Casidhe Horan",2014,"F"
"991","Sermin Gungor",2014,"F"
"992","Zohreh Emami",2014,"F"
"993","Pär Holmberg",2014,"M"
"994","Che-Lin Su",2014,"M"
"995","Ayse Ozgur Pehlivan",2014,"F"
"996","Eiichiro Kazumori",2014,"M"
"997","Özgür Orhangazi",2014,"M"
"998","Rajen Mookerjee",2014,"M"
"999","Jan-Emmanuel De Neve",2014,"M"
"1000","Liangfei Qiu",2014,"M"
"1001","Y. Peter Chung",2014,"M"
"1002","Sewin Chan",2014,"F"
"1003","Berhanu Nega",2014,"M"
"1004","Xingwang Qian",2014,"M"
"1005","ShangJin Wei",2014,"M"
"1006","J. Daniel Hammond",2014,"M"
"1007","Kosali Simon",2014,"F"
"1008","M.A. Keyser",2014,"M"
"1009","Bjorn Gustafsson",2014,"M"
"1010","Brendan Livingston",2014,"M"
"1011","Coady Wing",2014,"M"
"1012","Brandice Canes-Wrone",2014,"F"
"1013","Raul Sampognaro",2014,"M"
"1014","Agnes Quisumbing",2014,"F"
"1015","Jinnat Ara",2014,"F"
"1016","Denitsa Stefanova",2014,"F"
"1017","Ioanid Rosu",2014,"M"
"1018","Yongheng Deng",2014,"M"
"1019","Basab Dasgupta",2014,"M"
"1020","Santanu Mitra",2014,"M"
"1021","Ananta Neelim",2014,"M"
"1022","Svenn Jensen",2014,"M"
"1023","Gernot Wagner",2014,"M"
"1024","Julapa Jagtiani",2014,"F"
"1025","Saktinil Roy",2014,"M"
"1026","Zhanhui Chen",2014,"M"
"1027","Haitao Li",2014,"M"
"1028","V. Joseph Hotz",2014,"M"
"1029","Shoya Ishimaru",2014,"M"
"1030","Sjoerd Van Bekkum",2014,"M"
"1031","Yoto Yotov",2014,"M"
"1032","Myeong-Su Yun",2014,"M"
"1033","Ruedi Epple",2014,"M"
"1034","Chaithanya Bandi",2014,"M"
"1035","Songman Kang",2014,"M"
"1036","Shahe Emran",2014,"M"
"1037","Asadul Islam",2014,"M"
"1038","Bilesha Weeraratne",2014,"F"
"1039","B. Espen Eckbo",2014,"M"
"1040","Omrane Guedhami",2014,"M"
"1041","Neeltje van Horen",2014,"F"
"1042","Jaap Bos",2014,"M"
"1043","V. Brian Viard",2014,"M"
"1044","Floris Heukelom",2014,"M"
"1045","Jean-Edouard Colliard",2014,"M"
"1046","Hail Park",2014,"M"
"1047","Julia R. Henly",2014,"F"
"1048","Dr. Byron Y. Lee",2014,"M"
"1049","Rana Hendy",2014,"F"
"1050","Mwangi wa Githinji",2014,"M"
"1051","Imen Kouki",2014,"F"
"1052","Juhani Linnainmaa",2014,"M"
"1053","Huasheng Gao",2014,"M"
"1054","Bige Kahraman",2014,"F"
"1055","W. Scott Frame",2014,"M"
"1056","Hong Lee",2014,"M"
"1057","Rojhat Avsar",2014,"M"
"1058","René Reich-Graefe",2014,"M"
"1059","Nabamita Dutta",2014,"F"
"1060","Nicolas Querou",2014,"M"
"1061","Adrian Lopes",2014,"M"
"1062","Oscar Valencia",2014,"M"
"1063","Jaap Abbring",2014,"M"
"1064","Kai-Uwe Kuhn",2014,"M"
"1065","Sunghyun Henry Kim",2014,"M"
"1066","François-Xavier Devetter",2014,"M"
"1067","Wassim Shahin",2014,"M"
"1068","G. Gulsun Akin",2014,"F"
"1069","Signe-Mary McKernan",2014,"F"
"1070","Thesia Garner",2014,"F"
"1071","Jesus Felipe",2014,"M"
"1072","Kellin Stanfield",2014,"M"
"1073","Yu-Hsi Liu",2014,"F"
"1074","Fuhito Kojima",2014,"M"
"1075","Pingfan Hong",2014,"M"
"1076","Denrick Bayot",2014,"M"
"1077","Patricia Navarro-Palau",2014,"F"
"1078","Patricia Funk",2014,"F"
"1079","Jiaping Qiu",2014,"M"
"1080","Seung-Hyun Hong",2014,"M"
"1081","Balasz Egert",2014,"M"
"1082","A. Abigail Payne",2014,"F"
"1083","María P. Recalde",2014,"F"
"1084","Y. Stephen Chiu",2014,"M"
"1085","Geoffroy de Clippel",2014,"M"
"1086","J. David Lopez-Salido",2014,"M"
"1087","Nantiya Ruan",2014,"F"
"1088","Khusrav Gaibulloev",2014,"M"
"1089","Wenhua Di",2014,"F"
"1090","Mehrene Larudee",2014,"F"
"1091","Mallesh Pai",2014,"M"
"1092","Huigang Chen",2014,"M"
"1093","Bakhrom Mirkasimov",2014,"M"
"1094","Chengxi Yin",2014,"M"
"1095","Ming-jen Lin",2014,"M"
"1096","Lanse Minkler",2014,"M"
"1097","J. Scott Holladay",2014,"M"
"1098","Muhamet Yildiz",2014,"M"
"1099","Amartya Lahiri",2014,"M"
"1100","Tymofiy Mylovanov",2014,"M"
"1101","Ayca Kaya",2014,"F"
"1102","Julia A. Cottle",2014,"F"
"1103","Vojtech Bartos",2014,"M"
"1104","Horag Choi",2014,"M"
"1105","Tanjim Hossain",2014,"M"
"1106","Markku Kaustia",2014,"M"
"1107","Heikki Rantakari",2014,"M"
"1108","C. Lockwood Reynolds",2014,"M"
"1109","Loretti Isabella Dobrescu",2014,"F"
"1110","Brandynn Holgate",2014,"F"
"1111","Ariaster Chimeli",2014,"M"
"1112","Johanna Wallenius",2014,"F"
"1113","Che-Yuan Liang",2014,"M"
"1114","Nadini Gupta",2014,"F"
"1115","Tabea Bucher-Koenen",2014,"F"
"1116","Loriano Mancini",2014,"M"
"1117","Yingzi Zhu",2014,"F"
"1118","Guozhong Zhu",2014,"M"
"1119","Suqin Ge",2014,"F"
"1120","Karryl Mae Ngina",2014,"F"
"1121","Malokele Nanivazo",2015,"F"
"1122","Mackensie Bluedorn",2015,"F"
"1123","Xiaoxue Du",2015,"F"
"1124","Gilat Levy",2015,"F"
"1125","Luis Felipe Cespedes",2015,"M"
"1126","Lant Pritchett",2015,"M"
"1127","Daifeng He",2015,"F"
"1128","Fousseni Chabi-Yo",2015,"M"
"1129","Ctirad Slavik",2015,"M"
"1130","Maria-Teresa Marchica",2015,"F"
"1131","Wenyu Wang",2015,"M"
"1132","Donghua Chen",2015,"M"
"1133","Kustrim Reka",2015,"M"
"1134","Florens Flues",2015,"M"
"1135","Yen-Cheng Chang",2015,"M"
"1136","Na Wang",2015,"F"
"1137","Xianhua Peng",2015,"M"
"1138","Kosali Simon",2015,"F"
"1139","Rodney Garratt",2015,"M"
"1140","Ruchira Sen",2015,"F"
"1141","Victor Zhorin",2015,"M"
"1142","Asuman Ozdaglar",2015,"F"
"1143","Dan-Olof Rooth",2015,"M"
"1144","Quoc-Anh Do",2015,"M"
"1145","Shiyang Huang",2015,"M"
"1146","Raimond Maurer",2015,"M"
"1147","Tae-Hee Jo",2015,"M"
"1148","Xingwang Qian",2015,"M"
"1149","Yannay Spitzer",2015,"M"
"1150","Jean-Stephane Mesonnier",2015,"M"
"1151","Jacobus Cilliers",2015,"M"
"1152","Malathy Duraisamy",2015,"F"
"1153","Mthuli Ncube",2015,"M"
"1154","Thouraya Triki",2015,"F"
"1155","Stergios Skaperdas",2015,"M"
"1156","Ivan Kandilov",2015,"M"
"1157","Satyanarain Rengarajan",2015,"M"
"1158","Rajashri Chakrabarti",2015,"F"
"1159","José M. Edwards",2015,"M"
"1160","Carsten Herrmann-Pillath",2015,"M"
"1161","E. Frank Stephenson",2015,"M"
"1162","Linxiang Ye",2015,"M"
"1163","Liqiu Zhao",2015,"M"
"1164","S. \Vish\ Viswanathan",2015,"M"
"1165","Maik Schmeling",2015,"M"
"1166","Lubomir Petrasek",2015,"M"
"1167","Tingyu Zhou",2015,"F"
"1168","Hong Ma",2015,"M"
"1169","Chong-En Bai",2015,"M"
"1170","Merijn Knibbe",2015,"M"
"1171","Paramita Sinha",2015,"F"
"1172","Xiaohan Ma",2015,"M"
"1173","M. Clement Joubert",2015,"M"
"1174","Anqi Li",2015,"F"
"1175","Cars H. Hommes",2015,"M"
"1176","Shin-Yi Chou",2015,"F"
"1177","Shailender Swaminathan",2015,"M"
"1178","Jón Steinsson",2015,"M"
"1179","Özgür Orhangazi",2015,"M"
"1180","Tanadej Vechsuruck",2015,"M"
"1181","Rudai Yang",2015,"M"
"1182","J. Michael Collins",2015,"M"
"1183","Sangsuk Yoon",2015,"M"
"1184","Xiaoyu Tian",2015,"F"
"1185","Ines Buono",2015,"F"
"1186","Roope Uusitalo",2015,"M"
"1187","Jennjou Chen",2015,"M"
"1188","Radhakrishnan Gopalan",2015,"M"
"1189","Azizjon Alimov",2015,"M"
"1190","Xuanjuan Chen",2015,"F"
"1191","Zhenyu Gao",2015,"M"
"1192","Y. Jane Zhang",2015,"M"
"1193","Stale Navrud",2015,"M"
"1194","Morley Gunderson",2015,"M"
"1195","Xinxin Ma",2015,"F"
"1196","Francesc Dilme",2015,"M"
"1197","Chahir Zaki",2015,"M"
"1198","Kari Heerman",2015,"F"
"1199","Gopinath Munisamy",2015,"M"
"1200","Andres Vargas",2015,"M"
"1201","Berardino Palazzo",2015,"M"
"1202","Bhaskaran Swaminathan",2015,"M"
"1203","Chishen Wei",2015,"M"
"1204","Dexin Zhou",2015,"M"
"1205","Jayati Sarkar",2015,"F"
"1206","Been-Lon Chen",2015,"M"
"1207","Siu-Kai Choy",2015,"M"
"1208","Nicolas Alexandre Klein",2015,"M"
"1209","Yingni Guo",2015,"F"
"1210","Cavit Pakel",2015,"M"
"1211","Tuan-Hwee Sng",2015,"M"
"1212","José Lopez",2015,"M"
"1213","Kebin Ma",2015,"M"
"1214","In-Uck Park",2015,"M"
"1215","Maharouf Oyolola",2015,"M"
"1216","Stephan Gohmann",2015,"M"
"1217","Yueming Qiu",2015,"F"
"1218","Doh-Shin Jeon",2015,"M"
"1219","Shimeles Abebe",2015,"M"
"1220","Cesar Revoredo-Giha",2015,"M"
"1221","Jerry Hausman",2015,"M"
"1222","Andres Aradillas-Lopez",2015,"M"
"1223","Janneke Ratcliffe",2015,"F"
"1224","Kellin Chandler Stanfield",2015,"M"
"1225","S. Katie Moon",2015,"F"
"1226","Neophytos Lambertides",2015,"M"
"1227","Yanqun Zhang",2015,"F"
"1228","Hwan-sik Choi",2015,"M"
"1229","Julia Thomas",2015,"F"
"1230","Taisuke Nakata",2015,"M"
"1231","Tumer Kapan",2015,"M"
"1232","Natarajan Balasubramanian",2015,"M"
"1233","Yorghos Tripodis",2015,"M"
"1234","Shaghil Ahmed",2015,"M"
"1235","Brahima Coulibaly",2015,"M"
"1236","Huigang Chen",2015,"M"
"1237","Yuxi Jia",2015,"F"
"1238","Asam Chaudhry",2015,"M"
"1239","Ahsanuzzaman Ahsanuzzaman",2015,"M"
"1240","Latchezar Popov",2015,"M"
"1241","P. Sai-wing Ho",2015,"M"
"1242","Jose Caraballo",2015,"M"
"1243","Erdogan Bakir",2015,"M"
"1244","Patricia Dechow",2015,"M"
"1245","Seungjoon Oh",2015,"M"
"1246","Dongyan Ye",2015,"M"
"1247","Hidemichi Fujii",2015,"M"
"1248","Lucjan T. Orlowski",2015,"M"
"1249","Berhanu Nega",2015,"M"
"1250","Bernando Guimaraes",2015,"M"
"1251","Xiao-Yuan Dong",2015,"F"
"1252","JaeBin Ahn",2015,"M"
"1253","Jose Pellerano",2015,"M"
"1254","Harounan Kazianga",2015,"M"
"1255","Binzhen Wu",2015,"F"
"1256","Simen Markussen",2015,"M"
"1257","Xiaohui Gao",2015,"F"
"1258","Nickolay Gantchev",2015,"M"
"1259","Antoon Spithoven",2015,"M"
"1260","Jiaxiu He",2015,"M"
"1261","Lingwei Wu",2016,"F"
"1262","Simon Heß",2016,"M"
"1263","Delavane Diaz",2016,"F"
"1264","Hong Ru",2016,"M"
"1265","Murillo Campello",2016,"M"
"1266","Shihe Fu",2016,"M"
"1267","Ahiteme N. Houndonougbo",2016,"M"
"1268","F. Gregory Hayden",2016,"M"
"1269","Charalampos Konstantinidis",2016,"M"
"1270","Leonce Ndikumana",2016,"M"
"1271","Yongjie Ji",2016,"M"
"1272","Joaquin L. Vespignani",2016,"M"
"1273","Sushanta Mallick",2016,"M"
"1274","Sebastián Oleas",2016,"M"
"1275","Simon Wiederhold",2016,"M"
"1276","Simon Janssen",2016,"M"
"1277","Leilanie Basilio",2016,"F"
"1278","Ainhoa Aparicio Fenoll",2016,"F"
"1279","Jedrzej Bialkowski",2016,"M"
"1280","Hongjun Yan",2016,"M"
"1281","Ettore Croci",2016,"M"
"1282","Bjorn Imbierowicz",2016,"M"
"1283","Jerry Cao",2016,"M"
"1284","Tiecheng Leng",2016,"M"
"1285","Chintal Desai",2016,"M"
"1286","Yingchuan Liu",2016,"F"
"1287","Aureo de Paula",2016,"M"
"1288","S. Anukriti",2016,"F"
"1289","Odd-Helge Fjeldstad",2016,"M"
"1290","Syngjoo Choi",2016,"M"
"1291","Vilsa Curto",2016,"F"
"1292","Ekkehard A. Köhler",2016,"M"
"1293","T. William Lester",2016,"M"
"1294","Haimanti Bhattacharya",2016,"F"
"1295","Irineu de Carvalho Filho",2016,"M"
"1296","Denvil Duncan",2016,"M"
"1297","Nikolaj Arpe Harmon",2016,"M"
"1298","Jose Miguel Abito",2016,"M"
"1299","Daifeng He",2016,"F"
"1300","Kunfu Zhu",2016,"M"
"1301","Kuo Zhang",2016,"M"
"1302","Zhongwei Huang",2016,"M"
"1303","Nicolas Bollen",2016,"M"
"1304","Lingxiao Li",2016,"F"
"1305","Tsur Somerville",2016,"F"
"1306","Atonu Rabbani",2016,"M"
"1307","Novica Supic",2016,"M"
"1308","Vanitha Ragunathan",2016,"F"
"1309","Wolter Hassink",2016,"M"
"1310","José Caraballo",2016,"M"
"1311","Gayaneh Kyureghian",2016,"F"
"1312","Huigang Chen",2016,"M"
"1313","Mahvash S. Qureshi",2016,"F"
"1314","Naci Mocan",2016,"M"
"1315","Yiseon Yoo",2016,"F"
"1316","Hong kee Sul",2016,"M"
"1317","Aleksejs Krecetovs",2016,"M"
"1318","Wenxi Jiang",2016,"M"
"1319","Kuncheng (K.C.) Zheng",2016,"M"
"1320","Talis Putnins",2016,"M"
"1321","Xuguang (Simon) Sheng",2016,"M"
"1322","Aggey Semenov",2016,"M"
"1323","Tanakorn Makaew",2016,"M"
"1324","Johanna Schauer",2016,"F"
"1325","Frédéric Lauzon Duguay",2016,"M"
"1326","Mengjie Lu",2016,"F"
"1327","Satyanarain Rengarajan",2016,"M"
"1328","Zhenyu Gao",2016,"M"
"1329","Gülserim Özcan",2016,"F"
"1330","Tanju Yorulmazer",2016,"M"
"1331","Sören Radde",2016,"M"
"1332","Klavdia Zemlianova",2016,"F"
"1333","Binying Liu",2016,"M"
"1334","Taggert Brooks",2016,"M"
"1335","Mizuki Komura",2016,"F"
"1336","Simon Cornée",2016,"M"
"1337","Jinlan Ni",2016,"F"
"1338","Nicolas Robert Ziebarth",2016,"M"
"1339","H. Edward Freck III",2016,"M"
"1340","Ivan Moscati",2016,"M"
"1341","Yeon-Koo Che",2016,"M"
"1342","Bedassa Tadasse",2016,"M"
"1343","Bichaka Fayissa",2016,"M"
"1344","Deepankar Basu",2016,"M"
"1345","Sucharita Sinha Mukerjee",2016,"F"
"1346","Wolfram Elsner",2016,"M"
"1347","Amitrajeet A. Batabyal",2016,"M"
"1348","Rukmani Gounder",2016,"F"
"1349","Li-An Zhou",2016,"M"
"1350","Ivan Paya",2016,"M"
"1351","Harro Maas",2016,"M"
"1352","Wieland Müller",2016,"M"
"1353","Darshak Patel",2016,"M"
"1354","Xiaoyong Zheng",2016,"M"
"1355","Jura Liaukonyte",2016,"F"
"1356","Jubo Yan",2016,"M"
"1357","Maxim Boycko",2016,"M"
"1358","Marno Verbeek",2016,"M"
"1359","Zarek Brot-Goldberg",2016,"M"
"1360","Hengchen Dai",2016,"F"
"1361","Zohal Hessami",2016,"F"
"1362","Jaakko Meriläinen",2016,"M"
"1363","Luis Fonseca",2016,"M"
"1364","Loriano Mancini",2016,"M"
"1365","Zhonghua Wu",2016,"M"
"1366","J. Tyler Leverty",2016,"M"
"1367","Thouraya Triki",2016,"F"
"1368","Parantap Basu",2016,"M"
"1369","Thien Le",2016,"M"
