"","author","year","gender"
"2033","Bibek Adhikari",2014,"M"
"2034","Leonard Kiefer",2014,"M"
"2035","Anzelika Zaiceva",2014,"F"
"2036","Amitrajeet Batabyal",2014,"M"
"2037","Yothin Jinjarak",2014,"M"
"2038","Donghoon Lee",2014,"M"
"2039","Myongjin Kim",2014,"F"
"2040","Seung-Gyu (Andrew) Sim",2014,"M"
"2041","Carsteb Hubensack",2014,"M"
"2042","Ata Can Bertay",2014,"M"
"2043","Tsutomu Watanabe",2014,"M"
"2044","LaPorchia Collins",2014,"M"
"2045","Youchang Wu",2014,"M"
"2046","Hideo Owan",2014,"M"
"2047","Zhenzhen Sun",2014,"F"
"2048","B. Can Karahasan",2014,"M"
"2049","Léonce Ndikumana",2014,"M"
"2050","Yingdi Wang",2014,"F"
"2051","Diana Hancock",2014,"F"
"2052","Kristle Romero Cortes",2014,"F"
"2053","J David Cummins",2014,"M"
"2054","Shinichi Kamiya",2014,"M"
"2055","Codrina Rada",2014,"F"
"2056","Tunay Oguz",2014,"F"
"2057","Victor Matheson",2014,"M"
"2058","Jean-Charles Rochet",2014,"M"
"2059","A. H. van der Weijde",2014,"M"
"2060","R.J. Briggs",2014,"M"
"2061","Yulai Wan",2014,"F"
"2062","Malokele Nanivazo",2014,"F"
"2063","Cherly Grim",2014,"F"
"2064","Jón Steinsson",2014,"M"
"2065","Xiaoxia Shi",2014,"F"
"2066","Nesse Yildiz",2014,"F"
"2067","Jeromin Zettelmeyer",2014,"M"
"2068","Tomoé Bourdier",2014,"F"
"2069","Tanju Yorulmazer",2014,"M"
"2070","HughBoqun Wang",2014,"M"
"2071","Cédric Jean-Laurent Elie Gorinas",2014,"??"
"2072","Soohyung Lee",2014,"F"
"2073","Margarida Duarte",2014,"F"
"2074","Yingmei Cheng",2014,"F"
"2075","Jukka Pirttilä",2014,"M"
"2076","Vesile Kutlu-Koc",2014,"F"
"2077","Yeejin Jang",2014,"F"
"2078","Guofu Zhou",2014,"M"
"2079","Nicolas Ernesto Magud",2015,"M"
"2080","Zhihong Yu",2015,"M"
"2081","Anjeza Kadilli",2015,"F"
"2082","Victor Aguirregabiria",2015,"M"
"2083","Maoyong Fan",2015,"M"
"2084","Ugur Lel",2015,"M"
"2085","Nagpurnanand Prabhala",2015,"M"
"2086","Bochao Zhang",2015,"M"
"2087","Olivia Mitchell",2015,"F"
"2088","Yin-Wong Cheung",2015,"M"
"2089","Kuochih Huang",2015,"M"
"2090","Jikun Huang",2015,"M"
"2091","Leilei Shen",2015,"F"
"2092","Yongzheng Liu",2015,"M"
"2093","Ivan Moscati",2015,"M"
"2094","Risikat Oladoyin S. Dauda",2015,"F"
"2095","Sunčica Vujić",2015,"F"
"2096","Pingfan Hong",2015,"M"
"2097","Jan-Egbert Sturm",2015,"M"
"2098","Martín Uribe",2015,"M"
"2099","Youqing Fan",2015,"M"
"2100","Pengjie Gao",2015,"M"
"2101","Shuichiro Nishioka",2015,"M"
"2102","Debdulal Mallick",2015,"M"
"2103","Guofang Huang",2015,"M"
"2104","Miltiadis Makris",2015,"M"
"2105","Abhiroop Mukhopadhyay",2015,"M"
"2106","Julia M. Schwenkenberg",2015,"F"
"2107","Tarjei Havnes",2015,"M"
"2108","Tuomas Pekkarinen",2015,"M"
"2109","Ivan Fernandez-Val",2015,"M"
"2110","Stephan Lauermann",2015,"M"
"2111","Geetesh Bhardwaj",2015,"M"
"2112","Abderrezak Benhabib",2015,"M"
"2113","R.V. Bhavani",2015,"F"
"2114","Suting Hong",2015,"F"
"2115","Odilon Camara",2015,"M"
"2116","Yougou Zhang",2015,"M"
"2117","Zhongzhi Song",2015,"M"
"2118","Jiro Yoshida",2015,"M"
"2119","Sudipta Sarangi",2015,"M"
"2120","Shian-Yu Liao",2015,"M"
"2121","Ching-to Albert Ma",2015,"M"
"2122","Nicolas Pistolesi",2015,"M"
"2123","A. Mark Fendrick",2015,"M"
"2124","Danielken Molina",2015,"M"
"2125","K. Tamara Konetzka",2015,"F"
"2126","Almas Heshmati",2015,"M"
"2127","Julia Lane",2015,"F"
"2128","Yildiray Yildirim",2015,"M"
"2129","Qun Zhang",2015,"F"
"2130","Clément de Chaisemartin",2015,"M"
"2131","Avihai Lifschitz",2015,"M"
"2132","Cléo Chassonnery-Zaigouche",2015,"F"
"2133","Hoai-Luu Nguyen",2015,"F"
"2134","Ozgur Ince",2015,"M"
"2135","Prakarsh Singh",2015,"M"
"2136","John-Gabriel Licht",2015,"M"
"2137","Shunsuke Managi",2015,"M"
"2138","Diana Salas Coronado",2015,"F"
"2139","Sheen S. Levine",2015,"M"
"2140","F. Gregory Hayden",2015,"M"
"2141","Ivan Jaccard",2015,"M"
"2142","Yonghong An",2015,"M"
"2143","Daehyun Kim",2016,"M"
"2144","Jose Martinez",2016,"M"
"2145","Zhenyu Wang",2016,"M"
"2146","Jose Luis Peydro",2016,"M"
"2147","M.V. Lee Badgett",2016,"F"
"2148","Clas Wihlborg",2016,"M"
"2149","Malokele Nanivazo",2016,"F"
"2150","Minjoon Lee",2016,"M"
"2151","Trivellore Raghunathan",2016,"M"
"2152","Mehtap Akgüҫ",2016,"F"
"2153","Xingfei Liu",2016,"M"
"2154","Imke Reimers",2016,"F"
"2155","Xintong Zhan",2016,"F"
"2156","María Bernedo",2016,"F"
"2157","Pei-Ju Liao",2016,"F"
"2158","Nirvikar Singh",2016,"M"
"2159","Manwo Ng",2016,"M"
"2160","Kristien Behrens",2016,"M"
"2161","Ghazel Zulfiqar",2016,"F"
"2162","Dileep K. Birur",2016,"M"
"2163","Ekkehart Boehmer",2016,"M"
"2164","Yongheng Deng",2016,"M"
"2165","Sainan Jin",2016,"F"
"2166","Ragan Petrie",2016,"F"
"2167","Stephan Kranner",2016,"M"
"2168","D. Andrew Austin",2016,"M"
"2169","Nanneh Chehras",2016,"F"
"2170","Rukmini Banerji",2016,"F"
"2171","Lingxiao Zhao",2016,"F"
"2172","Sarianna M Lundan",2016,"F"
"2173","Shenghao Zhu",2016,"M"
"2174","Harjoat Bhamra",2016,"M"
"2175","D. Wade Hands",2016,"M"
"2176","Quamrul H. Ashraf",2016,"M"
"2177","Rodney Stevenson",2016,"M"
"2178","Efthymios Pavlidis",2016,"M"
"2179","Miguel Gómez",2016,"M"
"2180","Jussi Keppo",2016,"M"
"2181","Raimond Maurer",2016,"M"
"2182","Janne Tukiainen",2016,"M"
"2183","R. Kelley Pace",2016,"M"
"2184","Seow Eng Ong",2016,"M"
"2185","Sunčica Vujić",2016,"F"
"2186","Çaglar Özden",2016,"M"
"2187","Saptarshi Mukherjee",2016,"M"
"2188","Luise Görges",2016,"F"
"2189","Chamna Yoon",2016,"M"
"2190","Zelealem Yiheyis",2016,"M"
"2191","Louis-Philippe Rochon",2016,"M"
"2192","Quanlin Gu",2016,"M"
"2193","Ambrus Kecskes",2016,"M"
"2194","Badi Baltagi",2016,"M"
"2195","Iikka Korhonen",2016,"M"
"2196","Wifag Adnan",2016,"F"
"2197","Carsten A. Holz",2016,"M"
"2198","Jinhyuk Yoo",2016,"M"
"2199","A Gallant",2016,"M"
"2200","Reshad N. Ahsan",2016,"M"
"2201","Junsen Zhang",2016,"M"
"2202","Aubhik Khan",2016,"M"
"2203","Jose Carrasco-gallego",2016,"M"
"2204","Junmin Liao",2016,"M"
"2205","I. J. Alexander Dyck",2016,"M"
"2206","Jinfei Sheng",2018,"M"
"2207","So-Yeon Lim",2018,"F"
"2208","Xiaoxia Lou",2018,"F"
"2209","Kislaya Prasad",2018,"M"
"2210","Ciril Bosch-Rosa",2018,"M"
"2211","Yyannú Cruz-Aguayo",2018,"F"
"2212","Monica Deza",2018,"F"
"2213","Ibrahim Tahri",2018,"M"
"2214","Songqing Jin",2018,"M"
"2215","Yichen Christy Zhou",2018,"F"
"2216","Naqun Huang",2018,"F"
"2217","Amitrajeet A. Batabyal",2018,"M"
"2218","Nicolas Lambert",2018,"M"
"2219","Bernardus V. Doornik",2018,"M"
"2220","Sriya L. Anbil",2018,"F"
"2221","Woan Foong Wong",2018,"F"
"2222","Jose Maria Barrero",2018,"M"
"2223","Munisamy Gopinath",2018,"M"
"2224","Ivan Boldyrev",2018,"M"
"2225","Somnath Das",2018,"M"
"2226","Théophile Azomahou",2018,"M"
"2227","Gissele Gajate Garrido",2018,"F"
"2228","Radhakrishnan Gopalan",2018,"M"
"2229","Iftekhar Hasan",2018,"M"
"2230","Suryadipta Roy",2018,"M"
"2231","Vis Taraz",2018,"F"
"2232","Jingyi Zhang",2018,"F"
"2233","Kaixing Huang",2018,"M"
"2234","Yanghao Wang",2018,"M"
"2235","Simon Hollands",2018,"M"
"2236","Mashfiqur Khan",2018,"M"
"2237","Tomaz Cajner",2018,"M"
"2238","Jongsub Lee",2018,"M"
"2239","Yatang Lin",2018,"F"
"2240","Zhenyu Gao",2018,"M"
"2241","Nattavudh Powdthavee",2018,"M"
"2242","Hyungsuk Byun",2018,"M"
"2243","Lubomir Petrasek",2018,"M"
"2244","Marinho Bertanha",2018,"M"
"2245","Stephan Lauermann",2018,"M"
"2246","Yingni Guo",2018,"F"
"2247","Huifeng Yu",2018,"F"
"2248","J. David Brown",2018,"M"
"2249","Areerat Kichkha",2018,"F"
"2250","Zhenyu Wang",2018,"M"
"2251","V. Brian Viard",2018,"M"
"2252","Shihe Fu",2018,"M"
"2253","Feng-An Yang",2018,"M"
"2254","Ozlem Onaran",2018,"F"
"2255","Ingela Alger",2018,"F"
"2256","Hong Ru",2018,"M"
"2257","Xianjue Wang",2018,"M"
"2258","Heski Bar-Isaac",2018,"M"
"2259","Guanhao Feng",2018,"M"
"2260","Xiaohui Gao Bakshi",2018,"F"
"2261","Jarl Kallberg",2018,"M"
"2262","Haoming Liu",2018,"M"
"2263","Jean-Stéphane Mésonnier",2018,"M"
"2264","Kees van Gool",2018,"M"
"2265","Ayushi Narayan",2018,"F"
"2266","Victor Ronda",2018,"M"
"2267","Qingyun Wu",2018,"M"
"2268","Michaël Bikard",2018,"M"
"2269","Hyunseob Kim",2018,"M"
"2270","Oleksandr Shepotylo",2018,"M"
"2271","Debraj Ray",2018,"M"
"2272","Izaskun Zuazu",2018,"F"
"2273","Moundir Lassassi",2018,"M"
"2274","Xuguang Sheng",2018,"M"
"2275","Batchimeg Sambalaibat",2018,"F"
"2276","Ekkehart Boehmer",2018,"M"
"2277","Haiyan Liu",2018,"F"
"2278","Zhentong Lu",2018,"M"
"2279","José Azar",2019,"M"
"2280","Yushi Peng",2019,"F"
"2281","Jialu Shen",2019,"F"
"2282","Monica Petrescu",2019,"F"
"2283","Honglin Ren",2019,"F"
"2284","Gursharan Bhue",2019,"M"
"2285","Zhihong Chen",2019,"F"
"2286","Qianqian Yu",2019,"F"
"2287","Jingrui Li",2019,"F"
"2288","Heiwai Tang",2019,"M"
"2289","Luis Quintero",2019,"M"
"2290","Eyo Herstad",2019,"M"
"2291","Cloé Garnache",2019,"F"
"2292","Keshab Bhattarai",2019,"M"
"2293","Santanu Chatterjee",2019,"M"
"2294","Yongheng Deng",2019,"M"
"2295","Shandre Thangavelu",2019,"M"
"2296","Gaoji Hu",2019,"M"
"2297","Jiangtao Li",2019,"M"
"2298","Erling Røed Larsen",2019,"M"
"2299","Syon Bhanot",2019,"M"
"2300","Ranoua Bouchouicha",2019,"F"
"2301","Nabamita Dutta",2019,"F"
"2302","Ho-Po Crystal Wong",2019,"F"
"2303","Dweepobotee Brahma",2019,"F"
"2304","Pengpeng Yue",2019,"M"
"2305","Ayca Tekin-Koru",2019,"F"
"2306","Imke Reimers",2019,"F"
"2307","Matias Cattaneo",2019,"M"
"2308","Ririn Purnamasari",2019,"F"
"2309","Tsur Somerville",2019,"M"
"2310","Novica Supic",2019,"M"
"2311","João Oliveira",2019,"M"
"2312","Hyunseob Kim",2019,"M"
"2313","Yasuke Kuroishi",2019,"M"
"2314","José Luis Montiel Olea",2019,"M"
"2315","Danqi Hu",2019,"F"
"2316","Youchang Wu",2019,"M"
"2317","Julia Belau",2019,"F"
"2318","Lucjan T. Orlowski",2019,"M"
"2319","Yuxin Su",2019,"M"
"2320","Ruiqing Miao",2019,"M"
"2321","Tengyuan Liang",2019,"M"
"2322","Espen Moen",2019,"M"
"2323","Adji Fatou Diagne",2019,"F"
"2324","Robel Alemu",2019,"M"
"2325","Pengfei Liu",2019,"M"
"2326","Kebin Ma",2019,"M"
"2327","René Bekkers",2019,"M"
"2328","Liping Lu",2019,"M"
"2329","Kassu Hossiso",2019,"M"
"2330","Ottmar Edenhofer",2019,"M"
"2331","Sanni Breining",2019,"F"
"2332","Fangzhou Lu",2019,"M"
"2333","Shihe Fu",2019,"M"
"2334","Huanan Xu",2019,"F"
"2335","Zhengyu Cai",2019,"M"
"2336","Jörg Kalbfuss",2019,"M"
"2337","Xinyan Yan",2019,"F"
"2338","Guofu Zhou",2019,"M"
"2339","Orkun Saka",2019,"M"
"2340","Patricia Triunfo",2019,"F"
"2341","Hongmei Yi",2019,"F"
"2342","Maxim Massenkoff",2019,"M"
"2343","Mounu Prem",2019,"M"
"2344","Andres Silva",2019,"M"
"2345","Xueying Lu",2019,"F"
"2346","Ivan Canay",2019,"M"
"2347","Jianguo Wei",2011,"M"
"2348","Xiaoyang Li",2011,"M"
"2349","Ozkan Eren",2011,"M"
"2350","Simon Dubecq",2011,"M"
"2351","Dolore Bushati",2011,"F"
"2352","Sunoong Hwang",2011,"M"
"2353","Andres Erosa",2011,"M"
"2354","Takahiko Kiso",2011,"M"
"2355","Kenshi Taketa",2011,"M"
"2356","Fenghua Song",2011,"M"
"2357","H. Allen Klaiber",2011,"M"
"2358","Josepth H. Cook",2011,"M"
"2359","Julapa A Jaqtiani",2011,"F"
"2360","Victor DeMiguel",2011,"M"
"2361","W.Keener Hughen",2011,"M"
"2362","Futoshi Yamauchi",2011,"M"
"2363","Ceyhun Elgin",2011,"M"
"2364","Mwangi wa Githinji",2011,"M"
"2365","Cecile Jackson",2011,"F"
"2366","Bereket Kebede",2011,"M"
"2367","Junsen Zhang",2011,"M"
"2368","Albrecht Ritschl",2011,"M"
"2369","Liuren Wu",2011,"M"
"2370","Zhenguo Lin",2011,"M"
"2371","Nuray Güner",2011,"F"
"2372","Firouz Gahvari",2011,"M"
"2373","Kankana Mukherjee",2011,"F"
"2374","Shang-jin Wei",2011,"M"
"2375","Hongjun Yan",2011,"M"
"2376","Jinfan Zhang",2011,"M"
"2377","Kyoungrae Jung",2011,"F"
"2378","Rana Hendy",2011,"F"
"2379","Raul Caruso",2011,"M"
"2380","Khusrav Gaibulloev",2011,"M"
"2381","Erte Xiao",2011,"F"
"2382","Emcet Tas",2011,"M"
"2383","H. Holly Wang",2011,"F"
"2384","Hongyan Li",2011,"M"
"2385","D. Wade Hands",2011,"M"
"2386","Nake M Kamrany",2011,"M"
"2387","M. Taft",2011,"M"
"2388","Menzie Chinn",2011,"M"
"2389","Sayeh Nikpay",2011,"F"
"2390","Shahe Emran",2011,"M"
"2391","Hadiye Aslan",2011,"F"
"2392","Siddarth Bhaskar Shenai",2011,"M"
"2393","Andreq W. Lo",2011,"M"
"2394","Yongqiang Chu",2011,"M"
"2395","Yufeng Han",2011,"M"
"2396","Shigenori Shiratsuka",2011,"M"
"2397","Jerry Hurley",2011,"M"
"2398","Shanhong Wu",2011,"F"
"2399","Thorvaldur Gylfason",2011,"M"
"2400","Jaakko Kiander",2011,"M"
"2401","Effi Benmelech",2011,"M"
"2402","Jose Faias",2011,"M"
"2403","Pab Jotikasthira",2011,"M"
"2404","Simon Chang",2011,"M"
"2405","Seonghoon Kim",2011,"M"
"2406","V. V. Chari",2011,"M"
"2407","Daylian Cain",2011,"M"
"2408","Victor Ginsburgh",2011,"M"
"2409","Bjorn Ockert",2011,"M"
"2410","Wiji Arulampalam",2011,"F"
"2411","C . Fritz Foley",2011,"M"
"2412","S.J. Koopman",2011,"M"
"2413","K.W. Chau",2011,"M"
"2414","Thies Lindenthal",2011,"M"
"2415","Nigar Hashimzade",2011,"F"
"2416","Jose Rangel",2011,"M"
"2417","V. Joseph Hotz",2011,"M"
"2418","Ivan A. Canay",2011,"M"
"2419","Monica Bielski Boris",2011,"F"
"2420","Tin-Chun Lin",2011,"M"
"2421","Akpan Hogan Ekpo",2011,"M"
"2422","Misak Avetisyan",2011,"M"
"2423","Shin-Yi Chou",2011,"F"
"2424","Jin-Tan Liu",2011,"M"
"2425","Taehyun Ahn",2011,"M"
"2426","Sang-Wook Stanley Cho",2011,"M"
"2427","Ambarish Chandra",2011,"M"
"2428","Feixue Xie",2011,"F"
"2429","S. \Vish\ Viswanathan",2011,"M"
"2430","Johsua Matthew Pollet",2011,"M"
"2431","Xuanjuan Chen",2011,"F"
"2432","Lixin Colin Xu",2011,"M"
"2433","Lucija Muehlenbachs",2011,"F"
"2434","Kose John",2011,"M"
"2435","Sanjukta Roy",2011,"F"
"2436","Carsten Burhop",2011,"M"
"2437","Jinewn Xu",2011,"F"
"2438","Victor Aguirregabiria",2011,"M"
"2439","Hernan Roman",2011,"M"
"2440","Andrés Aradillas-Lopez",2011,"M"
"2441","Serafeim Tsoukas",2011,"M"
"2442","Yunsung Eom",2011,"M"
"2443","Tore Ellingsen",2011,"M"
"2444","Varadarajan Chari",2011,"M"
"2445","Simon Burgess",2011,"M"
"2446","Horag Choi",2011,"M"
"2447","Sudipto Dasgupta",2011,"M"
"2448","Chitru S. Fernando",2011,"M"
"2449","Chung-Ming Kuan",2011,"M"
"2450","Savina Rizova",2011,"F"
"2451","Gábor Kézdi",2011,"M"
"2452","Baban Hasnat",2011,"M"
"2453","Joao Macieira",2011,"M"
"2454","Aureo de Paula",2011,"M"
"2455","Minsoo Jeong",2011,"M"
"2456","Ernst-Ludwig von Thadden",2011,"M"
"2457","Gurnain Kaur Pasricha",2011,"F"
"2458","Nicolas Robert Ziebarth",2011,"M"
"2459","Rodney J. Andrews",2011,"M"
"2460","Simon Evenett",2011,"M"
"2461","Sriya Iyer",2011,"M"
"2462","Tirthankar Chakravarty",2011,"M"
"2463","Yajun Wang",2011,"F"
"2464","Jiro Yoshida",2011,"M"
"2465","Corjan Brink",2011,"M"
"2466","C. Lanier Benkard",2011,"M"
"2467","Garbriel Y. Weintraub",2011,"M"
"2468","Valentyn Panchenko",2011,"M"
"2469","Danielken Molina",2011,"M"
"2470","Hector F. Calvo Pardo",2011,"M"
"2471","Dmitris Batzilis",2011,"M"
"2472","Stepán Jurajda",2011,"M"
"2473","Torberg Falch",2011,"M"
"2474","Kai-Uwe Kuhn",2011,"M"
"2475","Jianfeng Shen",2011,"M"
"2476","Huasheng Gao",2011,"M"
"2477","Veljko Fotak",2011,"M"
"2478","Jerry Cao",2011,"M"
"2479","Carsten Holz",2011,"M"
"2480","Korkut Alp Erturk",2011,"M"
"2481","Taisuke Otsu",2011,"M"
"2482","Ivan Fernandez-Val",2011,"M"
"2483","Abderrahim Taamouti",2011,"M"
"2484","Kyoo Kim",2011,"M"
"2485","René Garcia",2011,"M"
"2486","C. Jeffrey Waddoups",2011,"M"
"2487","Jevgenijs Steinbuks",2012,"M"
"2488","Unni Pillai",2012,"M"
"2489","Climent Quintana-Domeque",2012,"M"
"2490","Keshab Bhattarai",2012,"M"
"2491","TaoXiong Liu",2012,"M"
"2492","Bihua Zhou",2012,"M"
"2493","Eizman Galit",2012,"F"
"2494","Semoon Chang",2012,"M"
"2495","Huju Liu",2012,"M"
"2496","Reinhard Neck",2012,"M"
"2497","Hülya K. K. Eraslan",2012,"F"
"2498","Stian Reimers",2012,"M"
"2499","Atay Kizilaslan",2012,"M"
"2500","Ruben Hernandez-Murillo",2012,"M"
"2501","Libo Sun",2012,"F"
"2502","Jarko Fidrmuc",2012,"M"
"2503","Elisheba Spiller",2012,"F"
"2504","Veronica Rappoport",2012,"F"
"2505","Miguel Almeida Ferreira",2012,"M"
"2506","Tanjim Hossain",2012,"M"
"2507","Elisabet Rutstrom",2012,"F"
"2508","Renata Kosova",2012,"F"
"2509","Thouraya Triki",2012,"F"
"2510","Abebe Shimeles",2012,"M"
"2511","Douglason Godwin Omotor",2012,"M"
"2512","Ithai Z. Lurie",2012,"M"
"2513","Patricia K. Tong",2012,"F"
"2514","Armagan Gezici",2012,"M"
"2515","Marie-Helene Hubert",2012,"F"
"2516","Xiaoguang Chen",2012,"M"
"2517","Amee Kamdar",2012,"F"
"2518","Victor Iajya",2012,"M"
"2519","Fali Huang",2012,"F"
"2520","Kangoh Lee",2012,"M"
"2521","Daiji Kawaguchi",2012,"M"
"2522","Shumi M. Akhtar II",2012,"F"
"2523","Baozhong Yang",2012,"M"
"2524","Sreedhar T. Bharath",2012,"M"
"2525","Jose M. Marin",2012,"M"
"2526","M. Martin Boyer",2012,"M"
"2527","J. David Cummins",2012,"M"
"2528","Jinzhao Chen",2012,"M"
"2529","Sokbae (Simon) Lee",2012,"M"
"2530","Yoon-Jae Whang",2012,"M"
"2531","Hyun-Woong Park",2012,"M"
"2532","C.-Y. Cynthia Lin",2012,"F"
"2533","Yanqun Zhang",2012,"M"
"2534","Jose Berrospide",2012,"M"
"2535","Byung-Cheol Kim",2012,"M"
"2536","Rodney Green",2012,"M"
"2537","Ahmend Rahman",2012,"M"
"2538","Hanno N. Lustig",2012,"M"
"2539","Tanakorn Makaew",2012,"M"
"2540","Berhanu Nega",2012,"M"
"2541","Lixiu Zhang",2012,"M"
"2542","Joyee Deb",2012,"F"
"2543","Matthijs R. Wildenbeest",2012,"M"
"2544","Swarna S. Vepa",2012,"F"
"2545","Zine Barka",2012,"F"
"2546","Zhun Xu",2012,"M"
"2547","Annemie Maertens",2012,"F"
"2548","Zhenxing Huang",2012,"M"
"2549","Miguel Portela",2012,"M"
"2550","Joaquín Poblete",2012,"M"
"2551","Soku Byoun",2012,"M"
"2552","Dexin Zhou",2012,"M"
"2553","Vasso Ioannidou",2012,"F"
"2554","Hayong Yun",2012,"M"
"2555","Ozgur Ergungor",2012,"M"
"2556","Yildiray Yildirim",2012,"M"
"2557","Evzen Kočenda",2012,"M"
"2558","Matias Damian Cattaneo",2012,"M"
"2559","Daifeng He",2012,"F"
"2560","R. Tamara Konetzka",2012,"F"
"2561","Gunseli Tumer-Alkan",2012,"F"
"2562","Gassesse Siliadin",2012,"M"
"2563","Chunyan Hao",2012,"F"
"2564","Jean-François Houde",2012,"M"
"2565","Zahi Ben-David",2012,"M"
"2566","J. Bradford DeLong",2012,"M"
"2567","Hefei Wang",2012,"F"
"2568","Iciar Dominguez Lacasa",2012,"F"
"2569","Luis Locay",2012,"M"
"2570","Xinxin Chen",2012,"F"
"2571","Tommoaso Monacelli",2012,"M"
"2572","Ilke Van Beveren",2012,"F"
"2573","Hylke Vandenbussche",2012,"F"
"2574","Zirui Song",2012,"M"
"2575","Zhonghe Li",2012,"F"
"2576","Vasym Volosovych",2012,"M"
"2577","Kyungchul Song",2012,"M"
"2578","Shreef Allaboudy",2012,"M"
"2579","Chahir Zaki",2012,"M"
"2580","Tilman Bruck",2012,"M"
"2581","Fadhel Kaboub",2012,"M"
"2582","Nabamita Dutta",2012,"M"
"2583","K. Chitra Devi",2012,"F"
"2584","Kyoo-il Kim",2012,"M"
"2585","Sunku Hahn",2012,"M"
"2586","Kyung-Woo Lee",2012,"M"
"2587","Lucjan Orlowski",2012,"M"
"2588","Linguère Mbaye",2012,"F"
"2589","Monica Hartmann",2012,"F"
"2590","Jinzhuo Zhao",2012,"M"
"2591","Harjoat Bhamra",2012,"M"
"2592","R. Jason Faberman",2012,"M"
"2593","C. N. V. Krishnan",2012,"M"
"2594","Wen-Chi Liao",2012,"F"
"2595","Subhayu Bandyopadhyay",2012,"M"
"2596","Tae-Hee Jo",2012,"M"
"2597","Hsing-Hsiang Huang",2012,"M"
"2598","Chulhee Lee",2012,"M"
"2599","Lavan Mahadeva",2012,"M"
"2600","Bouteldja Abdelnacer",2012,"M"
"2601","Almila Burgac",2012,"F"
"2602","Aner Sela",2012,"M"
"2603","Mathijs Van Dijk",2012,"M"
"2604","Shin-Ichi Nishiyama",2012,"M"
"2605","Hirokuni Iiboshi",2012,"M"
"2606","Olivia S Mitchell",2012,"F"
"2607","Victor Shlychkov",2012,"M"
"2608","Naihobe Gonzalez",2012,"F"
"2609","Nandkumar Nayar",2012,"M"
"2610","Talis J. Putnins",2012,"M"
"2611","Kazuto Sumita",2012,"M"
"2612","Gokhan Torna",2012,"M"
"2613","W. Scott Frame",2012,"M"
"2614","Suchitra JY",2012,"F"
"2615","Asuman Ozdaglar",2012,"F"
"2616","Youngwoo Rho",2012,"M"
"2617","Hyo-Yong Sung",2012,"F"
"2618","J. David Brown",2012,"M"
"2619","Kaumudi Misra",2012,"F"
"2620","Julia Henly",2012,"F"
"2621","Jesus Hernandez",2012,"M"
"2622","Refet S. Gürkaynak",2012,"M"
"2623","Burçin Kısacıkoğlu",2012,"M"
"2624","Ishani Tewari",2012,"F"
"2625","Andres E. Elberg",2012,"M"
"2626","Marno Verbeek",2012,"M"
"2627","Yuanji Wen",2012,"F"
"2628","Ludger Woessmann",2012,"M"
"2629","Mevlude Akbulut-Yuksel",2012,"F"
"2630","J. Ryan Lamare",2012,"M"
"2631","Yuxiu Zhang",2013,"F"
"2632","Hiau Looi Kee",2013,"F"
"2633","Heiwai Tang",2013,"M"
"2634","Rikhil Bhavnani",2013,"M"
"2635","Guilhem Cassan",2013,"M"
"2636","Chunhua Lan",2013,"F"
"2637","Kiplan Womack",2013,"M"
"2638","Tingyu Zhou",2013,"F"
"2639","Gang-Zhi Fan",2013,"M"
"2640","Hartmut Lehmann",2013,"M"
"2641","Subhrendu K. Pattanayak",2013,"M"
"2642","Félix Muñoz-García",2013,"M"
"2643","V. Bhaskar",2013,"M"
"2644","Zhentao Shi",2013,"M"
"2645","Márcio Garcia",2013,"M"
"2646","Kyuil Chung",2013,"M"
"2647","Hail Park",2013,"M"
"2648","Sile Padraigin O'Dorchai",2013,"F"
"2649","Platon Tinios",2013,"M"
"2650","Binzhen Wu",2013,"F"
"2651","Atheendar S. Venkataramani",2013,"M"
"2652","Nidhiya Menon",2013,"F"
"2653","Monica Deza",2013,"F"
"2654","Jean-Charles Rochet",2013,"M"
"2655","Zhihong Yu",2013,"M"
"2656","Leonard Kostovetsky",2013,"M"
"2657","Wenxi Jiang",2013,"M"
"2658","Huijun Wang",2013,"M"
"2659","W. Kip Viscusi",2013,"M"
"2660","Belton M. Fleisher",2013,"M"
"2661","Yingyao Hu",2013,"M"
"2662","Lorens Helmchen",2013,"M"
"2663","Norihiko Yamano",2013,"M"
"2664","Kunfu Zhu",2013,"M"
"2665","Gayaneh Kyureghian",2013,"F"
"2666","Carlena Cochi Ficano",2013,"F"
"2667","Naohisa Hirakata",2013,"M"
"2668","Yuto Iwasaki",2013,"M"
"2669","Jee-Yeon K. Lehmann",2013,"F"
"2670","Jan-Emmanuel De Neve",2013,"M"
"2671","Ozgur Ince",2013,"M"
"2672","Mungo Ivor Wilson",2013,"F"
"2673","Hong Liu",2013,"M"
"2674","K.J. Martijn Cremers",2013,"M"
"2675","Vahap Uysal",2013,"M"
"2676","Wenrui Zhang",2013,"M"
"2677","Jarl Kallberg",2013,"M"
"2678","Jose N. Martinez",2013,"M"
"2679","Shu-Chun Susan Yang",2013,"F"
"2680","Simon Wren-Lewis",2013,"M"
"2681","Thien Tung Nguyen",2013,"M"
"2682","Yu-Ning Hwang",2013,"F"
"2683","zhengtong Lu",2013,"M"
"2684","Leeat Yariv",2013,"F"
"2685","E. Roy Weintraub",2013,"M"
"2686","Bernardino Adao",2013,"M"
"2687","Borghan Najarabad",2013,"M"
"2688","Xiao-Yuan Dong",2013,"F"
"2689","J.Edward Taylor",2013,"M"
"2690","Deyuan Li",2013,"M"
"2691","Hongyi Li",2013,"M"
